"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Est_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
899,"Fred Hetzel",0.913212137143122,988,0.350064006722517,609,0.563148130420604,-0.688758721980459,0.563148130420604,"SF",21.3458980044346,9627,451,6,1966,1971,"SFW",5,"hetzefr01"
900,"Nathaniel Clifton",0.912985116182299,1130,0.122061179056979,545,0.79092393712532,-1.33610781947648,0.79092393712532,"PF",30,15420,514,7,1952,1958,"NYK",2,"cliftna01"
901,"Gorgui Dieng",0.905898227836415,799,0.905898227836415,2669.5,0,1.01033422598081,0.87273706879309,"C",22.3082191780822,3257,146,3,2014,2016,"MIN",1,"dienggo01"
902,"Clyde Lee",0.905092459426288,983,0.358828310149402,614,0.546264149276886,-1.3399122031278,0.546264149276886,"C",26.8385876418663,21283,793,10,1967,1976,"SFW",4,"leecl01"
903,"Lionel Simmons",0.894158453304391,840,0.731648987479477,881,0.162509465824914,-0.375013086001337,0.440188208883147,"SF",29.5829694323144,13549,458,7,1991,1997,"SAC",1,"simmoli01"
904,"Todd MacCulloch",0.891026309400344,860,0.67207004255937,808,0.218956266840974,0.248372228578362,0.67207004255937,"C",14.8721804511278,3956,266,4,2000,2003,"PHI",2,"maccuto01"
905,"Corey Brewer",0.890272028700284,818,0.822709510576248,1052,0.0675625181240358,-1.38552684301975,0.682820825032888,"SF",25.3082077051926,15109,597,9,2008,2016,"MIN",4,"breweco01"
906,"Phil Jackson",0.876264537766789,2733,0,518,0.876264537766789,-1.38974653471905,0.516651434906063,"PF",17.6475972540046,15424,874,12,1968,1980,"NYK",2,"jacksph01"
907,"Kevin Williams",0.873430525536173,2733,0,519,0.873430525536173,-2.14728626269811,0.873430525536173,"SG",11.6690391459075,3279,281,5,1984,1989,"SEA",5,"willike01"
908,"Maurice Evans",0.873192669766984,1001,0.323712812083161,612,0.549479857683823,-1.46997709911017,0.323712812083161,"SG",19.1779935275081,11852,618,9,2002,2012,"ATL",7,"evansma01"
909,"Bimbo Coles",0.870945656380404,883,0.601336978863961,771,0.269608677516443,-1.98771193775887,0.348920935216898,"PG",23.7694090382387,20513,863,14,1991,2004,"MIA",5,"colesbi01"
910,"Greg Buckner",0.86386945432134,898,0.556417201992979,736,0.307452252328361,-1.1609982183503,0.450295677694919,"SG",18.8618421052632,11468,608,10,2000,2009,"DAL",5,"buckngr01"
911,"Melvin Turpin",0.861592331039015,806,0.861592331039015,2669.5,0,-0.457440978288312,0.861592331039015,"C",18.6747311827957,6947,372,5,1985,1990,"CLE",3,"turpime01"
912,"C.J. Watson",0.860510833447323,821,0.809684865096402,1093,0.0508259683509215,-0.583423297742624,0.465511013188757,"PG",20.2923351158645,11384,561,9,2008,2016,"CHI",5,"watsocj01"
913,"Edgar Jones",0.853007577728987,834,0.756913174166539,991,0.0960944035624479,0.0408058211615339,0.315633859285329,"PF",19.042328042328,7198,378,6,1981,1986,"SAS",4,"jonesed01"
914,"Billy Ray Bates",0.852502605370508,1062,0.204583430300127,587,0.64791917507038,-0.819835620469967,0.462899331177417,"SG",18.3782383419689,3547,193,4,1980,1983,"POR",3,"batesbi01"
915,"Len Chappell",0.848286841086674,862,0.668473584397328,857,0.179813256689346,-1.23458132224155,0.393919309585689,"PF",17.7341040462428,12272,692,10,1963,1972,"CIN",10,"chapple01"
916,"Bobby Simmons",0.844901922120345,811,0.844901922120345,2669.5,0,-1.01226808193068,0.595971047872463,"SF",24.64,11704,475,10,2002,2012,"LAC",5,"simmobo01"
917,"Andy Johnson",0.834675813483257,932,0.453996867919235,693,0.380678945564022,-1.04530423662251,0.453996867919235,"SF",23.0427631578947,7005,304,4,1959,1962,"PHW",2,"johnsan01"
918,"Jim Washington",0.830730095728096,842,0.723353140538161,962,0.107376955189935,-0.837080152055933,0.399214268708225,"PF",29.1348039215686,23774,816,11,1966,1976,"ATL",5,"washiji01"
919,"Will Perdue",0.828179432834271,954,0.403760421878663,666,0.424419010955608,-1.17575908108974,0.201017246327482,"C",15.1288888888889,13616,900,13,1989,2001,"CHI",3,"perduwi01"
920,"Larry Spriggs",0.815961013384287,1292,0.0299256489640336,549,0.786035364420254,-0.933480054703647,0.716317047274564,"SF",12.5577889447236,2499,199,5,1982,1986,"LAL",3,"sprigla01"
921,"Andray Blatche",0.815779202581756,838,0.734387196375454,1010,0.081392006206302,-0.982985453894036,0.734387196375454,"PF",21.8037225042301,12886,591,9,2006,2014,"WAS",2,"blatcan01"
922,"Kevin Porter",0.814939934988368,961,0.392642684961847,667,0.422297250026521,-1.03000409320653,0.422297250026521,"PG",29.014450867052,20078,692,10,1973,1983,"WSB",5,"porteke01"
923,"Ronny Turiaf",0.811185622049033,837,0.740830323280155,1046,0.0703552987688775,-0.142521542584784,0.387651431069649,"C",16.4134615384615,8535,520,10,2006,2015,"LAL",7,"turiaro01"
924,"Mahmoud Abdul-Rauf",0.796830899231309,822,0.796830899231309,2669.5,0,-1.61870821027335,0.593214633872317,"PG",26.69384359401,16043,601,9,1991,2001,"DEN",3,"abdulma02"
925,"Aaron Williams",0.795522346838783,964,0.39198916993883,680,0.403533176899953,-1.21842666462976,0.403533176899953,"PF",16.8125,12912,768,14,1994,2008,"NJN",10,"williaa01"
926,"Mike Sanders",0.794439904873605,890,0.570162712051468,805,0.224277192822137,-1.35245188527228,0.286780160336157,"SF",18.8923076923077,13508,715,11,1983,1993,"CLE",4,"sandemi01"
927,"Dudley Bradley",0.794115923156832,825,0.790826360892368,1308,0.00328956226446343,-0.196846230390975,0.410717166692231,"SG",16.5142857142857,10404,630,9,1980,1989,"WSB",7,"bradldu01"
928,"Bob Donham",0.793180187840144,824,0.793180187840144,2669.5,0,0.0238364120240818,0.793180187840144,"SG",23.7,5214,220,3,1952,1954,"BOS",1,"donhabo01"
929,"Andres Nocioni",0.791084417832573,987,0.355023172898461,656,0.436061244934112,-1.70603617043788,0.436061244934112,"SF",23.56052141527,12652,537,8,2005,2012,"CHI",3,"nocioan01"
930,"Jae Crowder",0.78931776762422,923,0.482066193870739,737,0.307251573753481,-0.133647140197137,0.340552609778491,"SF",18.4236641221374,4827,262,4,2013,2016,"DAL",2,"crowdja01"
931,"Ron Anderson",0.787639038683335,1019,0.27585533949419,635,0.511783699189145,-1.08007098922609,0.511783699189145,"SF",22.7684515195369,15733,691,10,1985,1994,"PHI",5,"anderro01"
932,"Charlie Criss",0.786685319323817,2733,0,547,0.786685319323817,-1.90962536705064,0.786685319323817,"PG",21.2009029345372,9392,443,8,1978,1985,"ATL",3,"crissch01"
933,"Keith Askins",0.78531403588795,891,0.567814972037322,811,0.217499063850628,-0.795506990334617,0.449978861896406,"SF",16.2105263157895,8316,513,9,1991,1999,"MIA",1,"askinke01"
934,"Franklin Edwards",0.780871021713913,1337,0.0199195877237428,558,0.76095143399017,-2.71006285088378,0.679371690310803,"PG",14.4132492113565,4569,317,7,1982,1988,"PHI",3,"edwarfr01"
935,"Jeremy Lin",0.777997425268901,828,0.777997425268901,2669.5,0,-0.0404282961536942,0.390711221578933,"PG",26.7229299363057,8391,314,6,2011,2016,"HOU",5,"linje01"
936,"Steve Kuberski",0.770685323446118,2733,0,553,0.770685323446118,-3.55253289337717,0.770685323446118,"PF",13.7718446601942,8511,618,9,1970,1978,"BOS",3,"kuberst01"
937,"John Tresvant",0.770015891820569,830,0.770015891820569,2669.5,0,-0.797971818601475,0.202093360609226,"PF",21.9666110183639,13158,599,9,1965,1973,"BAL",6,"tresvjo01"
938,"Steve Blake",0.763615722144895,871,0.629948833124451,915,0.133666889020443,-1.85242424661346,0.610395381033054,"PG",24.1528735632184,21013,870,13,2004,2016,"LAL",8,"blakest01"
939,"Bob Weiss",0.763203005878749,2733,0,556,0.763203005878749,-1.59456034617028,0.360462873459312,"PG",21.9856459330144,18380,836,12,1966,1977,"CHI",6,"weissbo01"
940,"Ron Bonham",0.759745423362422,896,0.558130492781146,825,0.201614930581275,-2.03719708573691,0.558130492781146,"SF",8.94488188976378,1136,127,3,1965,1968,"BOS",2,"bonharo01"
941,"Terry Furlow",0.748273211250059,1365,0.0131141655891158,565,0.735159045660943,-1.43626903244624,0.729738482173733,"SG",20.0745098039216,5119,255,4,1977,1980,"ATL",4,"furlote01"
942,"Dean Garrett",0.747780977862879,899,0.553779657829468,838,0.19400132003341,-1.05123759399212,0.553779657829468,"C",19.4516129032258,7236,372,6,1997,2002,"MIN",3,"garrede01"
943,"Jack Stephens",0.73135523734075,841,0.73135523734075,2669.5,0,0.77163361246344,0.73135523734075,"SG",29.5569620253165,2335,79,1,1956,1956,"STL",1,"stephja01"
944,"Danny Vranes",0.731103915100895,857,0.676752218100685,1085,0.0543516970002099,-0.347047332911622,0.510997365666957,"SF",20.6838095238095,10859,525,7,1982,1988,"SEA",2,"vraneda01"
945,"Manute Bol",0.729482240598987,900,0.549754266853855,858,0.179727973745133,-1.18375174160348,0.549754266853855,"C",18.6738131699847,12194,653,10,1986,1995,"WSB",4,"bolma01"
946,"Billy Thompson",0.726255439654309,1028,0.25628458292755,643,0.469970856726759,-0.359657768458029,0.469970856726759,"SF",22.1914191419142,6724,303,6,1987,1992,"LAL",3,"thompbi01"
947,"Mikki Moore",0.721556754420001,975,0.369293589807354,713,0.352263164612647,-1.23385785159195,0.336649227633057,"C",18.2750424448217,10764,589,13,1999,2012,"DET",9,"mooremi01"
948,"Chris Gatling",0.717245479060927,950,0.415957559611174,745,0.301287919449753,-1.44791010495156,0.306555084141791,"PF",19.6587412587413,14056,715,11,1992,2002,"GSW",8,"gatlich01"
949,"Jim McDaniels",0.716158627638195,844,0.716158627638195,2669.5,0,-2.45141443989655,0.716158627638195,"C",19.3431734317343,5242,271,5,1972,1978,"SEA",5,"mcdanji01"
950,"J.J. Hickson",0.714302348928666,846,0.714302348928666,2669.5,0,-1.58657119846825,0.528838600060275,"C",22.5536398467433,11773,522,8,2009,2016,"CLE",4,"hicksjj01"
951,"Morris Peterson",0.712120008651103,916,0.508098298763354,822,0.20402170988775,-0.752433268150161,0.330460433770487,"SG",27.0309139784946,20111,744,11,2001,2011,"TOR",3,"petermo01"
952,"Cory Joseph",0.705394973636935,855,0.678531136226347,1181,0.0268638374105887,0.224800024617949,0.28921507933679,"PG",14.2538461538462,3706,260,5,2012,2016,"SAS",2,"josepco01"
953,"Kenny Thomas",0.702354123563455,922,0.487380021264611,812,0.214974102298844,-0.990129092088599,0.207603502415619,"PF",27.4748091603053,17996,655,11,2000,2010,"SAC",3,"thomake01"
954,"Tyler Zeller",0.698862692184711,849,0.698862692184711,2669.5,0,-0.543808944353237,0.698862692184711,"C",20.5826446280992,4981,242,4,2013,2016,"BOS",2,"zellety01"
955,"Jodie Meeks",0.697072861373826,858,0.674976167602296,1201,0.0220966937715298,-0.310229340811494,0.427339895067746,"SG",23.7844036697248,10370,436,7,2010,2016,"PHI",4,"meeksjo01"
956,"Dave Budd",0.689485159628611,852,0.689485159628611,2669.5,0,-0.565342364539576,0.37867805496472,"SF",18.0991501416431,6389,353,5,1961,1965,"NYK",1,"buddda01"
957,"Markieff Morris",0.688212384005213,853,0.688212384005213,2669.5,0,-0.466255307011472,0.688212384005213,"PF",25.3385579937304,8083,319,5,2012,2016,"PHO",1,"morrima02"
958,"Kris Humphries",0.685568981941205,854,0.685568981941205,2669.5,0,-1.45592914163816,0.291061330717788,"PF",18.2103064066852,13075,718,12,2005,2016,"TOR",7,"humphkr01"
959,"Don Reid",0.678492768367522,876,0.612676677152641,1060,0.0658160912148808,-0.770255528186472,0.392376200413404,"PF",13.1267942583732,5487,418,8,1996,2003,"DET",3,"reiddo01"
960,"Joel Kramer",0.671670689438032,2733,0,585,0.671670689438032,-0.763002552487466,0.586594647645228,"PF",12.8314606741573,4568,356,5,1979,1983,"PHO",1,"kramejo01"
961,"Tod Murphy",0.668662465452173,861,0.668662465452173,2669.5,0,-0.485657185352618,0.645846353681766,"PF",21.3141361256544,4071,191,5,1988,1994,"MIN",4,"murphto01"
962,"Erick Strickland",0.665365974085743,886,0.582478639911714,1006,0.0828873341740287,-2.13309813694063,0.53103947319898,"SG",19.9424184261036,10390,521,9,1997,2005,"DAL",6,"stricer01"
963,"Clint Capela",0.663394518472791,1042,0.233497009087099,662,0.429897509385692,1.18202367264437,0.429897509385692,"C",10.906976744186,469,43,2,2015,2016,"HOU",1,"capelca01"
964,"John Bagley",0.66252048668244,863,0.66252048668244,2669.5,0,-1.3517368633581,0.610018934347356,"PG",25.827485380117,17666,684,11,1983,1994,"CLE",4,"baglejo01"
965,"Mike Dunleavy",0.662255180902689,1072,0.194536324269308,644,0.467718856633381,-1.16415119521164,0.44091192858679,"PG",19.1207920792079,9656,505,11,1977,1990,"HOU",4,"dunlemi01"
966,"Ron Brewer",0.660886791893975,995,0.337282499511898,730,0.323604292382076,-1.44885942236304,0.323604292382076,"SG",25.7311411992263,13303,517,8,1979,1986,"POR",6,"brewero01"
967,"Al Butler",0.659718393728147,864,0.659718393728147,2669.5,0,-0.758143026565358,0.638213179315647,"PG",21.6025641025641,5055,234,4,1962,1965,"NYK",3,"butleal01"
968,"Gerald Green",0.658242777613642,865,0.658242777613642,2669.5,0,-2.22432556220477,0.618556166322252,"SF",19.5456570155902,8776,449,9,2006,2016,"BOS",8,"greenge01"
969,"Richard Dumas",0.653786789645008,910,0.522637447841141,919,0.131149341803867,-0.437851533433747,0.522637447841141,"SF",21.328125,2730,128,3,1993,1996,"PHO",2,"dumasri02"
970,"Pablo Prigioni",0.653444769075748,1049,0.224861488741172,664,0.428583280334576,-0.122637418283891,0.428583280334576,"PG",17.7213114754098,4324,244,4,2013,2016,"NYK",3,"prigipa01"
971,"Sherman Douglas",0.652468153493247,892,0.563913283062691,998,0.0885548704305567,-1.28487041897392,0.52823153819905,"PG",27.7135549872123,21672,782,12,1990,2001,"BOS",5,"douglsh01"
972,"Eddie House",0.652380017925273,941,0.433623186545828,809,0.218756831379445,-2.26250204617812,0.405175842628736,"PG",16.7113665389527,13085,783,11,2001,2011,"MIA",9,"houseed01"
973,"John Barnhill",0.652017698200383,867,0.652017698200383,2669.5,0,-2.59147824577517,0.652017698200383,"PG",23.5180327868852,14346,610,10,1963,1972,"STL",6,"barnhjo01"
974,"Dick Farley",0.651712877793331,1152,0.106161300222376,616,0.545551577570954,-0.273182198649025,0.545551577570954,"SG",17.9914163090129,4192,233,3,1955,1959,"SYR",2,"farledi01"
975,"Elliot Perry",0.651187354525883,955,0.403120599680011,785,0.248066754845873,-2.31601626778453,0.248066754845873,"PG",17.056338028169,9688,568,10,1992,2002,"PHO",7,"perryel01"
976,"Anthony Peeler",0.648500285168184,1047,0.226935955107679,669,0.421564330060505,-1.43554725261154,0.334820413976985,"SG",24.7522624434389,21881,884,13,1993,2005,"MIN",5,"peelean01"
977,"Danny Young",0.647772311645402,936,0.441462447427734,820,0.206309864217668,-0.67927534705766,0.441462447427734,"PG",16.341307814992,10246,627,10,1985,1995,"POR",5,"youngda01"
978,"Glen Davis",0.637106360252756,2733,0,590,0.637106360252756,-1.60138764363141,0.316691337197743,"PF",20.783606557377,12678,610,8,2008,2015,"BOS",3,"davisgl01"
979,"Tyrone Nesby",0.626789488299941,872,0.626789488299941,2669.5,0,-1.76793993017866,0.626789488299941,"SF",26.1137254901961,6659,255,4,1999,2002,"LAC",2,"nesbyty01"
980,"Jack Kerris",0.622861488210494,873,0.622861488210494,2669.5,0,-0.52158011090597,0.622861488210494,"PF",26.3741007194245,3666,139,2,1952,1953,"FTW",2,"kerrija01"
981,"Vincent Askew",0.622073126801197,926,0.469079890098922,891,0.152993236702274,-0.603522012341063,0.469079890098922,"SG",19.4738878143133,10068,517,9,1988,1998,"SEA",8,"askewvi01"
982,"Johnny McCarthy",0.616080982767943,2733,0,593,0.616080982767943,-1.34545506887728,0.466926483804808,"PG",28.0991253644315,9638,343,6,1957,1964,"STL",4,"mccarjo01"
983,"Vernon Maxwell",0.611101620835828,877,0.611101620835828,2669.5,0,-1.47662909246857,0.611101620835828,"SG",28.7134955752212,25957,904,13,1989,2001,"HOU",8,"maxweve01"
984,"Joel Przybilla",0.609924950965151,998,0.330461098807755,763,0.279463852157397,-1.35669082265426,0.330461098807755,"C",19.7844112769486,11930,603,13,2001,2013,"POR",4,"przybjo01"
985,"Paul Mokeski",0.606693616522459,2733,0,594,0.606693616522459,-1.81416251512551,0.406482783308507,"C",13.8322411533421,10554,763,12,1980,1991,"MIL",5,"mokespa01"
986,"Steve Novak",0.605847618991623,906,0.531502304947414,1029,0.0743453140442089,-0.779011221921544,0.365605464003948,"SF",12.2436440677966,5779,472,10,2007,2016,"NYK",8,"novakst01"
987,"Gary Trent",0.60330970986819,880,0.60330970986819,2669.5,0,-1.33674535763615,0.556194662204596,"PF",18.9101123595506,10098,534,9,1996,2004,"MIN",4,"trentga01"
988,"Nikola Mirotic",0.60197380762265,882,0.60197380762265,2669.5,0,0.816027011325113,0.60197380762265,"PF",20.2,2121,105,2,2015,2016,"CHI",1,"mirotni01"
989,"Hubert Davis",0.586387773523366,960,0.395922145635051,843,0.190465627888315,-1.70365753850344,0.24542889671483,"SG",21.7493188010899,15964,734,12,1993,2004,"NYK",6,"davishu01"
990,"Langston Galloway",0.58499078791135,885,0.58499078791135,2669.5,0,-0.204609900170296,0.58499078791135,"PG",30.9322033898305,1825,59,2,2015,2016,"NYK",1,"gallola01"
991,"Mike Green",0.58289216662488,969,0.381219441330222,824,0.201672725294658,-0.555531546707722,0.271838398014268,"C",24.7557411273486,11858,479,7,1974,1980,"SAS",6,"greenmi01"
992,"Russ Lee",0.575388543335519,2733,0,604,0.575388543335519,-4.17009653440081,0.324813108247056,"SF",5.62037037037037,607,108,3,1973,1975,"MIL",2,"leeru01"
993,"Jim Petersen",0.573806691903692,920,0.496547176083218,1022,0.0772595158204738,-1.08036101204399,0.360030114330119,"PF",19.7206703910615,10590,537,8,1985,1992,"HOU",3,"peterji01"
994,"Anthony Bonner",0.573046381716225,888,0.573046381716225,2669.5,0,-1.05190181587787,0.573046381716225,"PF",22.1231671554252,7544,341,6,1991,1996,"NYK",3,"bonnean01"
995,"Scott May",0.57144021540909,889,0.57144021540909,2669.5,0,-0.648468134481984,0.57144021540909,"SF",22.585635359116,8176,362,7,1977,1983,"CHI",3,"maysc01"
996,"Larry Micheaux",0.567438086598437,1067,0.200638197125152,705,0.366799889473285,0.779755256692488,0.366799889473285,"PF",9.79807692307692,1019,104,2,1984,1985,"HOU",3,"michela01"
997,"Phil Ford",0.562676740143203,963,0.392184947429702,870,0.170491792713501,-1.05947925388439,0.250938495109352,"PG",28.0060362173038,13919,497,7,1979,1985,"KCK",4,"fordph01"
998,"Leon Powe",0.560901531260492,893,0.560901531260492,2669.5,0,-1.03362496344907,0.284258699226957,"C",13.4206642066421,3637,271,5,2007,2011,"BOS",3,"powele01"
999,"Sam Williams",0.560103166008336,894,0.560103166008336,2669.5,0,-0.145021801750378,0.219055609232363,"PF",17.3270676691729,4609,266,4,1982,1985,"PHI",2,"willisa02"
1000,"Giannis Antetokounmpo",0.559337825832535,895,0.559337825832535,2669.5,0,-0.535965152841706,0.517933092838676,"SF",28.7670454545455,5063,176,3,2014,2016,"MIL",1,"antetgi01"
1001,"Gustavo Ayon",0.557489318287,897,0.557489318287,2669.5,0,0.176922711030131,0.529053189215356,"C",16.3623188405797,2258,138,3,2012,2014,"MIL",4,"ayongu01"
1002,"Gene Conley",0.554375825306406,1159,0.095829975056558,648,0.458545850249848,-2.18050249910555,0.458545850249848,"PF",16.3359375,6273,384,6,1953,1964,"BOS",2,"conlege01"
1003,"Jim Holstein",0.548508584655148,2733,0,613,0.548508584655148,-3.1043248021318,0.361147025821112,"SF",15.7434782608696,3621,230,3,1953,1955,"MNL",1,"holstji01"
1004,"Frank Johnson",0.545571902211043,2733,0,615,0.545571902211043,-1.34700739076571,0.423160911779571,"PG",21.0738461538462,13698,650,10,1982,1994,"WSB",3,"johnsfr01"
1005,"Jerome Whitehead",0.544899376739193,901,0.544899376739193,2669.5,0,-2.10856060952769,0.544899376739193,"C",17.3120464441219,11928,689,11,1979,1989,"GSW",6,"whiteje01"
1006,"Chuck Williams",0.544416079241025,903,0.544416079241025,2669.5,0,-2.21386486584011,0.544416079241025,"PG",28.0470219435737,17894,638,8,1971,1978,"BUF",8,"willich02"
1007,"Darren Daye",0.541566150027599,946,0.424764688998366,947,0.116801461029232,-0.53921772984598,0.389367148738188,"SF",15.414364640884,5580,362,5,1984,1988,"WSB",3,"dayeda01"
1008,"Rodney Stuckey",0.538845784738964,905,0.538845784738964,2669.5,0,-0.943519558347368,0.357828919483889,"PG",28.4785591766724,16603,583,9,2008,2016,"DET",2,"stuckro01"
1009,"Tony Campbell",0.530835655280692,956,0.401915781075971,923,0.128919874204721,-1.30953094504151,0.360057986658572,"SF",21.2747252747253,15488,728,11,1985,1995,"DET",6,"campbto01"
1010,"Jim Barnett",0.530676535498112,1056,0.212810941173199,732,0.317865594324913,-1.33329277139219,0.261242649053192,"SG",23.7257217847769,18079,762,11,1967,1977,"GSW",7,"barneji02"
1011,"Red Robbins",0.530553639622493,907,0.530553639622493,2669.5,0,-1.07019373115416,0.248095407761353,"C",31.9880546075085,18745,586,8,1968,1975,"NOB",5,"robbire01"
1012,"Corky Devlin",0.52811807385698,2733,0,626,0.52811807385698,-2.01741803742449,0.52811807385698,"SG",19.5701357466063,4325,221,3,1956,1958,"FTW",2,"devlico01"
1013,"Fred Roberts",0.526809609294339,999,0.328280335991701,829,0.198529273302638,-1.06747556677358,0.198529273302638,"PF",17.8146892655367,15766,885,13,1984,1997,"MIL",7,"roberfr01"
1014,"Jim Barnes",0.524921100573152,943,0.4269159879064,985,0.0980051126667527,-0.907642375308233,0.274834550070057,"PF",20.7634408602151,9655,465,7,1965,1971,"BAL",5,"barneji01"
1015,"Charlie Scott",0.523779403819812,909,0.523779403819812,2669.5,0,-1.06231844100792,0.23021662547064,"SG",35.6013333333333,26701,750,10,1971,1980,"BOS",5,"scottch01"
1016,"John Henson",0.523117595244405,911,0.5211209385209,1319,0.00199665672350523,-0.0404929281539955,0.518782365677313,"C",19.2922374429224,4225,219,4,2013,2016,"MIL",1,"hensojo01"
1017,"Luke Ridnour",0.522787853061606,912,0.519400015284597,1305,0.00338783777700891,-1.18341526507742,0.475032625987642,"PG",26.0070422535211,22158,852,12,2004,2015,"SEA",5,"ridnolu01"
1018,"Larry Staverman",0.520304572973269,1176,0.0822884363956765,654,0.438016136577593,-0.567292687847434,0.438016136577593,"PF",12.6838235294118,3450,272,5,1959,1964,"CIN",4,"stavela01"
1019,"Jud Buechler",0.519711842898072,928,0.463102495404935,1077,0.0566093474931371,-1.40702906378725,0.451542909802237,"SF",11.3843236409608,9005,791,12,1991,2002,"CHI",7,"buechju01"
1020,"Kenny Walker",0.515037988678357,913,0.515037988678357,2669.5,0,-0.687199200724252,0.423732978300389,"SF",19.8417721518987,9405,474,7,1987,1995,"NYK",2,"walkeke01"
1021,"Archie Dees",0.509887704871672,914,0.509887704871672,2669.5,0,-0.916679155448077,0.509887704871672,"PF",16.5029239766082,2822,171,3,1959,1961,"DET",2,"deesar01"
1022,"Ron Sobie",0.508458155067819,915,0.508458155067819,2669.5,0,-0.440234707458204,0.508458155067819,"PG",20.1458333333333,3868,192,4,1957,1960,"NYK",2,"sobiero01"
1023,"Anthony Morrow",0.505888500082018,917,0.505888500082018,2669.5,0,-1.10397075865691,0.505888500082018,"SG",23.5847826086957,10849,460,8,2009,2016,"GSW",6,"morroan01"
1024,"Willie Somerset",0.504790456014946,918,0.504790456014946,2669.5,0,-1.10096480764391,0.504790456014946,"PG",38.8111888111888,5550,143,3,1966,1969,"HSM",3,"somerwi01"
1025,"Chris Whitney",0.493334224695687,921,0.493334224695687,2669.5,0,-1.43475408153849,0.398338142595091,"PG",17.2886247877759,10183,589,11,1994,2004,"WAS",5,"whitnch01"
1026,"Mike Glenn",0.486735420028276,980,0.365159976316552,936,0.121575443711724,-0.547540781957377,0.157515180725742,"SG",16.1170731707317,9912,615,10,1978,1987,"ATL",4,"glennmi01"
1027,"Meyers Leonard",0.485123326009918,1136,0.118194727394731,704,0.366928598615187,-0.884314689797391,0.366928598615187,"C",15.1648351648352,2760,182,4,2013,2016,"POR",1,"leoname01"
1028,"Chico Vaughn",0.484295993418821,1093,0.171861406628821,735,0.31243458679,-2.04232158140381,0.31243458679,"SG",25.5598455598456,13240,518,8,1963,1970,"STL",4,"vaughch01"
1029,"Gary Brokaw",0.480854786434067,2733,0,641,0.480854786434067,-3.11977607110598,0.455582174314154,"SG",19.7408906882591,4876,247,4,1975,1978,"MIL",3,"brokaga01"
1030,"Danny Ferry",0.478420536468697,1181,0.0773848408920335,683,0.401035695576663,-1.15625130058988,0.232837879934923,"PF",19.4044715447154,19094,984,13,1991,2003,"CLE",2,"ferryda01"
1031,"Noble Jorgensen",0.477949284206248,924,0.477949284206248,2669.5,0,-0.942109785400806,0.477949284206248,"C",19.7724137931034,2867,145,2,1952,1953,"SYR",1,"jorgeno01"
1032,"Will Barton",0.472807142393688,925,0.472807142393688,2669.5,0,-2.34773703244715,0.452598346478228,"SG",14.0880829015544,2719,193,4,2013,2016,"POR",2,"bartowi01"
1033,"Ian Mahinmi",0.470056361313086,1060,0.207330038308242,773,0.262726323004844,-0.745575575209569,0.249235051338559,"C",14.8014018691589,6335,428,8,2008,2016,"IND",3,"mahinia01"
1034,"Jimmy Walker",0.464411547286018,967,0.383628070050557,1013,0.0807834772354604,-0.837752172521765,0.306484952822445,"SG",33.712676056338,23936,710,9,1968,1976,"DET",4,"walkeji01"
1035,"Brad Lohaus",0.461186766845804,929,0.461186766845804,2669.5,0,-1.5061556726073,0.291244945380432,"PF",15.6834319526627,10602,676,11,1988,1998,"MIL",8,"lohaubr01"
1036,"Al Wood",0.46055008824427,931,0.46055008824427,2669.5,0,-0.778763912285092,0.288579615139951,"SG",23.9241706161137,10096,422,6,1982,1987,"SEA",4,"woodal01"
1037,"Shandon Anderson",0.460458817966596,1048,0.226827641364841,799,0.233631176601755,-1.60853035327711,0.150968843093733,"SG",21.7162673392182,17221,793,10,1997,2006,"UTA",4,"andersh01"
1038,"Rick Robey",0.455485592312396,1026,0.258869405635779,832,0.196616186676617,-1.2316317975102,0.258869405635779,"C",17.2783882783883,9434,546,8,1979,1986,"BOS",3,"robeyri01"
1039,"Max Zaslofsky",0.452880874785237,1183,0.077120916904747,697,0.37575995788049,-1.45133876595075,0.262432375015124,"SG",28.0113636363636,7395,264,5,1952,1956,"FTW",4,"zasloma01"
1040,"Louie Dampier",0.450271275921755,947,0.419113182787567,1158,0.0311580931341879,-1.31599971705133,0.419113182787567,"PG",33.2789743589744,32447,975,12,1968,1979,"KEN",2,"dampilo01"
1041,"Kelly Olynyk",0.449726429478287,933,0.449726429478287,2669.5,0,0.508774897143677,0.422546355716184,"C",20.5866666666667,3088,150,3,2014,2016,"BOS",1,"olynyke01"
1042,"Chris Wilcox",0.4426442798592,935,0.4426442798592,2669.5,0,-1.53236324395924,0.323740306056149,"C",19.8095238095238,12480,630,11,2003,2013,"LAC",6,"wilcoch01"
1043,"Chuck Mencel",0.440463206624925,2733,0,653,0.440463206624925,-2.43229734765754,0.440463206624925,"PG",19.9395973154362,2971,149,2,1956,1957,"MNL",1,"mencech01"
1044,"Wally Osterkorn",0.438614765753028,1259,0.0423504598128426,684,0.396264305940186,-1.06305471366951,0.396264305940186,"SF",25.7172995780591,6095,237,4,1952,1955,"SYR",1,"osterwa01"
