"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Est_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
52,"Cliff Hagan",54.1159137669938,61,34.178975772176,39,19.9369379948178,3.36380984062165,8.02814592454963,"SF",29.0728051391863,27154,934,13,1957,1970,"STL",2,"hagancl01"
53,"Jeff Hornacek",53.3464193660511,56,36.2218837140971,45,17.124535651954,2.82185297225796,5.80283724305499,"SG",31.8241577649959,38730,1217,14,1987,2000,"UTA",3,"hornaje01"
54,"Bob Lanier",53.3284425589698,42,42.1209067950302,72,11.2075357639395,3.51660062137553,8.0370977544803,"C",33.5906432748538,34464,1026,14,1971,1984,"DET",2,"laniebo01"
55,"Patrick Ewing",50.9477544260127,50,40.1217478521914,75,10.8260065738213,2.35255641821698,6.54449050922666,"C",34.6452344931921,45801,1322,17,1986,2002,"NYK",3,"ewingpa01"
56,"Robert Parish",50.6535175802813,47,40.4720600436298,80,10.1814575366515,2.1825162035503,5.03143577706474,"C",28.9030640668524,51881,1795,21,1977,1997,"BOS",4,"parisro01"
57,"Rick Barry",50.2952930736117,55,36.568285367439,59,13.7270077061728,2.59225718312339,8.71049097663294,"SF",37.5235555555556,42214,1125,14,1966,1980,"GSW",6,"barryri01"
58,"Bobby Jones",49.9302717221573,59,34.4809960137389,52,15.4492757084184,3.50073693077115,5.70197797054773,"PF",27.489010989011,30018,1092,12,1975,1986,"PHI",3,"jonesbo01"
59,"Sidney Moncrief",49.312021035869,46,40.5283168187279,93,8.78370421714104,4.09097299651204,7.32001322599958,"SG",30.6697674418605,26376,860,11,1980,1991,"MIL",2,"moncrsi01"
60,"Wes Unseld",47.3726638800138,62,34.0730621168376,60,13.2996017631761,2.69984227639445,4.10623410306118,"C",36.9184043517679,40721,1103,13,1969,1981,"WSB",3,"unselwe01"
61,"John Havlicek",47.0312880922533,97,27.3290180749981,40,19.7022700172552,1.93900782624149,5.5103480621826,"SF",36.9840499306519,53331,1442,16,1963,1978,"BOS",1,"havlijo01"
62,"Bob Cousy",46.8018680386688,80,30.2332999123072,46,16.5685681263616,2.60726293728417,4.86045866855961,"PG",35.6392931392931,34285,962,13,1952,1970,"BOS",2,"cousybo01"
63,"Terry Porter",45.3572901838631,81,30.0629851971449,53,15.2943049867181,2.19582925218534,6.89172723664201,"PG",28.1065808297568,39293,1398,17,1986,2002,"POR",4,"portete01"
64,"Maurice Cheeks",44.6089438561702,83,29.7078864831759,55,14.9010573729943,2.49431711187983,4.20263409620038,"PG",32.1661264181524,39693,1234,15,1979,1993,"PHI",5,"cheekma01"
65,"Dwight Howard",44.4412191643726,70,32.3997630796183,69,12.0414560847543,2.99164308702261,8.1241379212904,"C",35.7827050997783,32276,902,12,2005,2016,"ORL",3,"howardw01"
66,"George Mikan",44.4365469242752,110,24.9684763303513,41,19.468070593924,5.89517084355281,10.6141141263864,"C",34.6830985915493,9850,284,4,1952,1956,"MNL",1,"mikange01"
67,"Ed Macauley",43.8109356990807,52,39.0097332670543,163,4.80120243202645,4.37760098814051,9.17826246946985,"C",35.3629764065336,19485,551,8,1952,1959,"BOS",2,"macaued01"
68,"Dominique Wilkins",43.4582930090509,43,41.8429016298374,330,1.61539137921345,2.79717199173456,6.86458695465824,"SF",35.6504424778761,40285,1130,15,1983,1999,"ATL",5,"wilkido01"
69,"Bill Laimbeer",43.4245698719917,73,31.2978781796983,67,12.1266916922934,2.66995387082945,4.20200557958351,"C",31.9144792548688,37691,1181,14,1981,1994,"DET",2,"laimbbi01"
70,"Ben Wallace",43.3203105071969,94,27.516370744967,48,15.8039397622299,2.52617264355028,5.33697838267347,"C",30.0566502463054,36609,1218,16,1997,2012,"DET",6,"wallabe01"
71,"Zelmo Beaty",42.8861160604677,75,30.9638089625887,70,11.922307097879,2.65704563524447,5.81794014005538,"C",33.8854581673307,34021,1004,12,1963,1975,"STL",4,"beatyze01"
72,"Tracy McGrady",42.8745093182775,51,39.7934565449831,225,3.08105277329442,3.12276593287703,10.1603626295757,"SG",32.7753036437247,32382,988,16,1998,2013,"HOU",7,"mcgratr01"
73,"Chet Walker",42.8273863235661,71,32.3573705306994,77,10.4700157928667,2.71706273946298,6.47954284390323,"SF",32.6481970096746,37121,1137,13,1963,1975,"CHI",3,"walkech01"
74,"Marques Johnson",42.7773858271838,64,33.9905033819449,92,8.78688244523892,3.66372456728374,5.77319453168293,"SF",34.6389261744966,25806,745,11,1978,1990,"MIL",3,"johnsma01"
75,"Jack Sikma",42.6230983487446,53,37.6880651340287,161,4.93503321471587,2.68394509024672,5.91712031420586,"C",33.4995864350703,40501,1209,14,1978,1991,"SEA",2,"sikmaja01"
76,"Shawn Marion",42.3462128091942,57,36.1093836566686,123,6.23682915252559,2.38261326634512,6.19233785972732,"SF",34.5393081761006,43934,1272,16,2000,2015,"PHO",5,"mariosh01"
77,"James Harden",41.8199993931113,84,29.5996836463697,64,12.2203157467416,4.67119983292312,10.2290469178287,"SG",32.6951672862454,17590,538,7,2010,2016,"HOU",2,"hardeja01"
78,"Kevin Johnson",41.3778905981133,85,29.2658993619301,68,12.1119912361832,2.91842713836802,6.13758064536556,"PG",34.4523809523809,28940,840,12,1988,2000,"PHO",2,"johnske02"
79,"Hal Greer",41.3492129052416,69,32.7651166282003,97,8.58409627704132,2.0461232673439,4.57301534128616,"SG",35.7742998352554,43430,1214,15,1959,1973,"PHI",2,"greerha01"
80,"Stephen Curry",41.1109669598454,86,28.8956821854473,65,12.215284774398,4.66016839885093,10.2274493524929,"PG",35.4649681528662,16704,471,7,2010,2016,"GSW",1,"curryst01"
81,"Cedric Maxwell",40.7456398903,104,25.7600833391713,54,14.9855565511287,3.12929742216152,5.97879710225107,"SF",28.281750266809,26500,937,11,1978,1988,"BOS",3,"maxwece01"
82,"Dan Issel",39.2692990429716,78,30.3325018974376,90,8.93679714553397,2.17866307498181,3.7750026241599,"C",34.4233900814212,46506,1351,15,1971,1985,"DEN",3,"isselda01"
83,"Vince Carter",38.6123279696194,65,33.5429128140649,157,5.06941515555451,2.26965953830575,6.92848297361001,"SG",33.3057915057915,43131,1295,18,1999,2016,"TOR",6,"cartevi01"
84,"Clyde Lovellette",38.3808420214582,74,30.9822592684868,116,7.39858275297138,3.66666050387493,5.60765674965132,"C",26.8007761966365,20717,773,11,1954,1964,"MNL",4,"lovelcl01"
85,"Chris Webber",37.9197481156176,67,33.1643231124177,165,4.75542500319985,2.49398000632925,5.40995359223318,"PF",37.0439077936334,33747,911,15,1994,2008,"SAC",6,"webbech01"
86,"Elton Brand",37.9164799264315,60,34.2707391661738,204,3.64574076025775,2.5117304563095,7.03600706769878,"PF",33.1433857539315,35828,1081,16,2000,2015,"LAC",5,"brandel01"
87,"Eddie Jones",37.298018463901,76,30.6223860416864,121,6.67563242221461,2.47770776873161,4.70678469441712,"SG",34.3410628019324,35543,1035,14,1995,2008,"MIA",5,"jonesed02"
88,"Alex English",37.2531581868219,79,30.2448622085751,119,7.00829597824686,2.13233903317508,5.48886265187675,"SF",32.1094369547978,40490,1261,15,1977,1991,"DEN",4,"englial01"
89,"Shawn Kemp",36.8670070295694,105,25.6210872202177,71,11.2459198093517,1.75262202936797,5.97959905123151,"PF",28.2967515364355,32230,1139,14,1990,2003,"SEA",4,"kempsh01"
90,"Russell Westbrook",36.8617622102467,95,27.4891326901368,85,9.37262952010994,3.54784173580328,8.3457834464824,"PG",34.4410256410256,20148,585,8,2009,2016,"OKC",1,"westbru01"
91,"Jerry Lucas",36.5351878587367,68,32.8390911555223,201,3.69609670321442,2.71449712401205,7.49772825489917,"PF",38.291897891232,34501,901,11,1964,1974,"CIN",3,"lucasje01"
92,"Dikembe Mutombo",36.4585857310256,91,28.124431276229,99,8.33415445479663,2.04634641971775,5.45084380539561,"C",30.769468003084,39908,1297,18,1992,2009,"HOU",6,"mutomdi01"
93,"Dennis Rodman",36.0188976167502,92,27.9760469934731,106,8.04285062327705,2.59874895425978,6.29630930325137,"PF",31.137037037037,33628,1080,14,1987,2000,"DET",5,"rodmade01"
94,"Robert Horry",35.6795118115328,247,10.8254899834106,28,24.8540218281222,1.49954808870403,4.51381321033854,"PF",25.0866025166543,33892,1351,16,1993,2008,"LAL",4,"horryro01"
95,"Vern Mikkelsen",35.5600152843345,101,26.407525076621,88,9.15249020771346,3.23451691294116,7.83470396989789,"PF",32.4565560821485,20545,633,8,1952,1959,"MNL",1,"mikkeve01"
96,"Willis Reed",34.6490833273134,107,25.0696617839488,84,9.57942154336462,2.82967536987244,7.05170877590622,"C",35.3214285714286,25714,728,10,1965,1974,"NYK",1,"reedwi01"
97,"Grant Hill",34.0391449757,72,32.2894898127208,318,1.74965516297918,2.14384395290431,8.88925397039177,"SF",33.8103286384977,36008,1065,18,1995,2013,"DET",4,"hillgr01"
98,"Frank Ramsey",33.9886226907284,187,14.588754827114,42,19.3998678636144,2.70753532749489,5.61179274544153,"SG",24.5852981969487,17726,721,9,1955,1964,"BOS",1,"ramsefr01"
99,"Gus Williams",33.8566652001634,141,19.1757392697247,57,14.6809259304387,2.07975300287412,4.8963232466751,"PG",31.2337662337662,28860,924,11,1976,1987,"SEA",4,"willigu01"
100,"Chris Mullin",33.4241188668299,77,30.337690480037,222,3.08642838679295,2.4947972383566,5.75325432537633,"SF",32.3746452223273,34220,1057,16,1986,2001,"GSW",2,"mullich01"
101,"Allen Iverson",33.4106393470981,98,27.2247285066168,124,6.18591084048121,1.94580424519132,5.23171163781085,"SG",41.4081218274112,40787,985,14,1997,2010,"PHI",4,"iversal01"
102,"George Gervin",33.2364469963122,109,25.0158769335812,104,8.22057006273098,1.93656823733631,4.32530106885256,"SG",33.9064685314685,38789,1144,14,1973,1986,"SAS",4,"gervige01"
103,"Tom Heinsohn",32.9158444476328,135,19.9874396523883,62,12.9284047952445,2.80664671592183,3.60445019524173,"PF",29.6530343007916,22477,758,9,1957,1965,"BOS",1,"heinsto01"
104,"Vlade Divac",32.6369605430434,113,24.2631978948722,98,8.37376264817114,2.16661777162931,4.20851448409625,"C",29.9330677290837,37566,1255,16,1990,2005,"LAL",3,"divacvl01"
105,"Hersey Hawkins",31.6976022083406,116,22.979090316601,95,8.71851189173961,2.21994495832727,4.05655091327413,"SG",32.6991485335856,34563,1057,13,1989,2001,"PHI",4,"hawkihe01"
106,"Anfernee Hardaway",31.3340662992184,123,22.254285181307,89,9.07978111791132,1.87586530305952,7.13623817837615,"SG",34.3111979166667,26351,768,14,1994,2008,"ORL",4,"hardaan01"
107,"Fat Lever",30.9435335699653,93,27.86096594632,224,3.08256762364526,3.00231536474193,6.88213680356848,"PG",31.56875,25255,800,11,1983,1994,"DEN",3,"leverfa01"
108,"Jack Twyman",30.5126884250648,90,28.3826524070872,286,2.13003601797752,2.73608992876075,5.09071001824752,"SF",31.7876312718786,27242,857,11,1956,1966,"CIN",2,"twymaja01"
109,"Detlef Schrempf",30.503765224095,88,28.6358738363678,307,1.86789138772715,2.15995718329259,5.17214210445486,"SF",29.548,36935,1250,16,1986,2001,"SEA",4,"schrede01"
110,"Mookie Blaylock",30.1421710415405,96,27.4082845114375,244,2.73388653010304,1.89994024567699,7.25858407550493,"PG",35.1930010604454,33187,943,13,1990,2002,"ATL",3,"blaylmo01"
111,"Marc Gasol",30.1157881309942,129,21.813671252594,101,8.30211687840014,3.33604793189185,6.27873829649472,"C",34.1986301369863,19972,584,8,2009,2016,"MEM",1,"gasolma01"
112,"Andrei Kirilenko",30.0607785897707,89,28.5349692178634,346,1.52580937190727,3.073125964855,6.53220571263683,"SF",29.8204225352113,25407,852,13,2002,2015,"UTA",3,"kirilan01"
113,"Buck Williams",29.8563114368784,103,25.8003370191297,189,4.0559744177487,1.86763924456025,4.88308700527957,"PF",32.6318021201413,46174,1415,17,1982,1998,"POR",3,"willibu01"
114,"Tim Hardaway",29.8255045921849,106,25.4554157925694,178,4.37008879961552,2.06085897149037,5.76512698081027,"PG",35.4041170097508,32678,923,13,1990,2003,"MIA",5,"hardati01"
115,"Alvan Adams",29.612747004443,112,24.8559740726938,164,4.75677293174919,2.54191870755779,3.4210700559975,"C",27.6651031894934,29491,1066,13,1976,1988,"PHO",1,"adamsal01"
116,"Dave Cowens",29.4793750967268,132,21.6126482511703,107,7.86672684555655,2.17496933334014,4.39614104937828,"C",38.9859649122807,33333,855,11,1971,1983,"BOS",2,"cowenda01"
117,"Steve Nash",29.3567756208184,122,22.2557900201027,118,7.10098560071575,1.62226702245454,4.07730446964677,"PG",31.6813762154076,42358,1337,18,1997,2014,"PHO",3,"nashst01"
118,"Rasheed Wallace",28.6556589717725,144,18.8363596394077,82,9.81929933236481,1.58776083149731,3.78274388325524,"PF",32.7223950233281,42081,1286,16,1996,2013,"POR",6,"wallara01"
119,"Larry Costello",28.6476737302429,118,22.6793583679611,132,5.9683153622818,2.69281216431822,4.77710786783129,"PG",29.9063324538259,22669,758,12,1955,1968,"SYR",3,"costela01"
120,"Doc Rivers",28.4518269764137,115,23.7474237500724,167,4.7044032263413,2.72217754969781,5.2901327457002,"PG",27.4708994708995,25960,945,13,1984,1996,"ATL",4,"riverdo01"
121,"Dan Majerle",28.0952058231362,140,19.208668199414,91,8.88653762372216,1.96563822144517,4.17020237013946,"SG",31.9526901669759,34445,1078,14,1989,2002,"PHO",3,"majerda01"
122,"Terry Cummings",27.6608504640204,127,22.1409210323712,139,5.51992943164917,1.52701343977895,5.09508983439633,"PF",28.5050270688322,36857,1293,18,1983,2000,"SAS",7,"cummite01"
123,"Sam Perkins",27.4233813526348,142,19.154907747791,103,8.26847360484385,1.64984013290054,4.12980677098503,"PF",28.4810736407433,41383,1453,17,1985,2001,"SEA",4,"perkisa01"
124,"Kenny Sears",27.2964862232557,100,26.6603069865491,523,0.636179236706599,4.08769227336316,9.05028825129507,"PF",27.9014869888476,15011,538,8,1956,1964,"NYK",2,"searske01"
125,"Brad Daugherty",26.8802843617799,121,22.3680461076311,171,4.51223825414883,3.13916281353219,6.22541555488285,"C",36.7215619694397,21629,589,8,1987,1994,"CLE",1,"daughbr01"
126,"Blake Griffin",26.7855663273303,120,22.4303371949117,179,4.35522913241855,4.01261479737874,5.36205079501502,"PF",35.5277777777778,15348,432,6,2011,2016,"LAC",1,"griffbl01"
127,"Bob McAdoo",26.6820356319263,108,25.0318369979011,325,1.65019863402528,1.72248484534585,6.51230745274017,"C",32.8128964059197,31041,946,14,1973,1986,"BUF",7,"mcadobo01"
128,"Otis Thorpe",26.5457166578203,119,22.5159277889596,192,4.02978886886066,1.55860636946751,3.22525545831091,"PF",31.5161048689139,42074,1335,17,1985,2001,"HOU",9,"thorpot01"
129,"Richie Guerin",26.1594820543889,124,22.2504628318379,193,3.90901922255093,2.16052593145687,6.06772896636669,"SG",32.352808988764,28794,890,13,1957,1970,"NYK",3,"gueriri01"
130,"Elvin Hayes",26.0981049432523,161,16.2305607530878,81,9.86754419016442,1.11363195281216,4.6593302048528,"PF",38.7133666904932,54160,1399,16,1969,1984,"WSB",5,"hayesel01"
131,"Bernard King",25.8427420750495,133,21.4553208029041,177,4.38742127214539,2.04251030116007,5.62327963613482,"SF",33.6485587583149,30351,902,14,1978,1993,"NYK",5,"kingbe01"
132,"Joakim Noah",25.7931799719651,130,21.6477681265102,187,4.14541184545487,3.36633226117508,6.27964792233572,"C",30.1954397394137,18540,614,9,2008,2016,"CHI",1,"noahjo01"
133,"Derek Harper",25.774992750973,125,22.1911078101354,208,3.58388494083759,1.26347490015055,4.60982817520995,"PG",31.5432098765432,40880,1296,16,1984,1999,"DAL",4,"harpede01"
134,"Alonzo Mourning",25.7473562155286,126,22.1511838889951,206,3.59617232653356,1.96054670912777,5.75734826721585,"C",30.6237942122186,28572,933,15,1993,2008,"MIA",3,"mournal01"
135,"Jerome Kersey",25.7236388339117,171,15.4272607930408,79,10.2963780408708,1.48852509550856,3.42726165637537,"SF",24.635652853792,31509,1279,17,1985,2001,"POR",6,"kerseje01"
136,"Kawhi Leonard",25.7109391992254,206,12.9109760283203,63,12.7999631709051,4.34392007799446,6.23627751051326,"SF",29.9422492401216,9851,329,5,2012,2016,"SAS",1,"leonaka01"
137,"Tyson Chandler",25.5751257275116,137,19.8860870764096,136,5.68903865110201,1.79800313250495,3.96989987677691,"C",28.7619047619048,28992,1008,15,2002,2016,"CHI",7,"chandty01"
138,"Lenny Wilkens",25.4917311423247,131,21.6270051657622,194,3.86472597656243,1.72436223155303,3.52285407214222,"PG",35.4662576687117,40467,1141,15,1961,1975,"STL",4,"wilkele01"
139,"Mark Price",25.4901247176544,117,22.923516726202,260,2.56660799145239,2.43564731170809,4.97104618057109,"PG",30.2353706111834,23251,769,12,1987,1998,"CLE",4,"pricema01"
140,"Alvin Robertson",25.4803702584612,114,23.8881933640676,331,1.5921768943936,2.65453330308672,6.14784451739869,"SG",31.7664141414141,25159,792,10,1985,1996,"SAS",4,"roberal01"
141,"Andre Iguodala",25.0111209692598,134,20.7834083393609,182,4.22771262989896,2.15645020434819,3.65388062301216,"SF",35.9586507072905,33046,919,12,2005,2016,"PHI",3,"iguodan01"
142,"Charles Oakley",24.9845969285276,147,18.0520111660543,120,6.9325857624733,1.21751411162511,3.91779163041516,"PF",31.8288920056101,45388,1426,19,1986,2004,"NYK",5,"oaklech01"
143,"Marcus Camby",24.8558102074914,138,19.3711715800987,140,5.4846386273927,1.79532470194407,5.19275599264008,"C",29.4001901140684,30929,1052,17,1997,2013,"DEN",6,"cambyma01"
144,"Byron Scott",24.3544344153955,217,12.1983559006622,66,12.1560785147333,1.10599921125624,5.16105743892805,"SG",28.2778662420382,35517,1256,14,1984,1997,"LAL",3,"scottby01"
145,"Anthony Mason",24.1465816973396,136,19.8875382991468,181,4.25904339819276,1.81199247394376,4.6773425705942,"PF",34.4550102249489,33697,978,13,1990,2003,"NYK",6,"masonan01"
