"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Est_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
11,"Charles Barkley",149.601596960279,6,113.055357501714,18,36.5462394585659,6.57157268421715,12.3300050134121,"PF",36.9389632107023,44179,1196,16,1985,2000,"PHI",3,"barklch01"
12,"Shaquille O'Neal",142.542596998536,18,81.0720351467526,10,61.4705618517834,4.5779767562487,12.1937741997157,"C",35.1482782853127,50016,1423,19,1993,2011,"LAL",6,"onealsh01"
13,"Julius Erving",138.051551541679,16,82.0159300288706,11,56.0356215128081,4.65129915517187,10.5948235279177,"SF",36.7171787709497,52579,1432,16,1972,1987,"PHI",3,"ervinju01"
14,"David Robinson",135.119133987927,7,101.812544763162,22,33.3065892247656,6.57714744123993,14.1256652606479,"C",34.6774774774775,38492,1110,14,1990,2003,"SAS",1,"robinda01"
15,"Hakeem Olajuwon",131.627860026978,17,81.9616848635179,14,49.6661751634604,4.69534416709709,11.4857582497077,"C",36.1323210412148,49971,1383,18,1985,2002,"HOU",2,"olajuha01"
16,"Oscar Robertson",129.764007109026,8,100.115785055126,35,29.6482220539,5.33475825290985,14.3310196538705,"PG",42.2371225577265,47559,1126,14,1961,1974,"CIN",2,"roberos01"
17,"Kobe Bryant",119.472139129204,24,67.9547365418344,13,51.51740258737,3.63820840580355,10.94940904177,"SG",36.9046357615894,55726,1510,20,1997,2016,"LAL",1,"bryanko01"
18,"Bob Pettit",118.969364585412,15,85.7560575831081,23,33.2133070023037,6.05087971462748,10.6390535814851,"PF",38.9034090909091,34235,880,11,1955,1965,"STL",2,"pettibo01"
19,"Clyde Drexler",113.78140801269,19,77.1920467511488,17,36.5893612615414,5.00430195072515,9.84907867088852,"SG",35.0194963444354,43109,1231,15,1984,1998,"POR",2,"drexlcl01"
20,"Scottie Pippen",112.507568167406,26,57.9000741068331,12,54.6074940605727,3.75075096299363,9.3581020622739,"SF",35.4790764790765,49174,1386,17,1988,2004,"CHI",3,"pippesc01"
21,"Kevin Garnett",108.722305242779,13,89.5232504611529,57,19.1990547816257,4.23581968422969,11.2918545734637,"PF",35.0551330798479,55317,1578,21,1996,2016,"MIN",3,"garneke01"
22,"John Stockton",107.401833263842,20,76.6679575983906,32,30.7338756654515,4.04496416088709,8.11531285589745,"PG",32.1245551601424,54162,1686,19,1985,2003,"UTA",1,"stockjo01"
23,"Dolph Schayes",101.397559225364,25,66.2541035969171,21,35.1434556284468,4.78128254457779,9.37070211532992,"PF",34.3777777777778,32487,945,13,1952,1964,"SYR",2,"schaydo01"
24,"Dirk Nowitzki",98.4793879962031,23,68.026358566425,33,30.453029429778,3.88538392582939,11.1862389368961,"PF",35.959802538787,50991,1418,18,1999,2016,"DAL",1,"nowitdi01"
25,"Artis Gilmore",90.2395949815257,22,69.11173839265,50,21.1278565888756,3.80238922886018,6.95627646463634,"C",35.5241427571728,50764,1429,17,1972,1988,"KEN",4,"gilmoar01"
26,"Chris Paul",90.0962061653627,21,74.900866648444,73,15.1953395169187,6.6310117717674,12.5292379114015,"PG",36.3410852713178,28128,774,11,2006,2016,"LAC",3,"paulch01"
27,"Dwyane Wade",86.7514572370193,29,54.2736607462573,26,32.477796490762,4.51276529580571,10.6401384475342,"SG",36.5868644067797,34538,944,13,2004,2016,"MIA",1,"wadedw01"
28,"Elgin Baylor",86.4409953458888,38,48.1286163138958,16,38.3123790319929,3.69091834580145,10.2353622212928,"SF",40.1765306122449,39373,980,14,1959,1972,"LAL",2,"bayloel01"
29,"Reggie Miller",81.1428899154592,28,56.5430100022416,42,24.5998799132176,3.34330609893179,6.17988065027666,"SG",34.5251141552511,52927,1533,18,1988,2005,"IND",1,"millere01"
30,"Sam Jones",76.201617375962,54,37.6286732831063,15,38.5729440928557,4.04518428734109,8.30121551966527,"SG",28.2331707317073,28939,1025,12,1958,1969,"BOS",1,"jonessa01"
31,"Moses Malone",75.4473040402572,32,52.256207779892,46,23.1910962603652,2.88873762632901,8.8348929023889,"C",34.3890675241158,53475,1555,21,1975,1995,"HOU",9,"malonmo01"
32,"Jason Kidd",74.9722841056094,37,51.2979777664179,43,23.6743063391914,2.83325546797303,6.91730062994334,"PG",36.2808263395739,56199,1549,19,1995,2013,"DAL",4,"kiddja01"
33,"Paul Arizin",74.9199387287786,30,53.8300730804541,51,21.0898656483245,4.82717135978411,10.094456815754,"SF",38.4345323741007,26712,695,9,1952,1962,"PHW",1,"arizipa01"
34,"Walt Frazier",73.9322084823408,41,42.4972953953969,30,31.4349130869439,3.76503676296329,7.99420299770397,"PG",38.037037037037,34918,918,13,1968,1980,"NYK",2,"fraziwa01"
35,"Kevin McHale",72.9865721929089,45,40.6753399569522,27,32.3112322359567,3.6439330732712,8.48422064709405,"PF",31.4333333333333,35834,1140,13,1981,1993,"BOS",1,"mchalke01"
36,"Manu Ginobili",70.0045657921604,49,40.1936460988927,34,29.8109196932677,4.25623785420906,8.54082000168174,"SG",27.15065913371,28834,1062,14,2003,2016,"SAS",1,"ginobma01"
37,"Kevin Durant",68.8886382337605,40,45.6759399528471,45,23.2126982809134,4.76513524091345,12.0268804367998,"SF",38.4584615384615,24998,650,9,2008,2016,"OKC",2,"duranke01"
38,"Bill Sharman",66.9020406978455,58,36.0501743316562,31,30.8518663661892,4.0053504515704,6.25831836761456,"SG",32.1451187335092,24366,758,10,1952,1961,"BOS",1,"sharmbi01"
39,"Horace Grant",66.8697675625454,63,34.0645934209548,25,32.8051741415906,2.63817993930681,8.26781015775139,"PF",33.552808988764,44793,1335,17,1988,2004,"CHI",4,"grantho01"
40,"Adrian Dantley",66.6162487409542,31,53.1612390782236,88,13.4550096627306,4.0014603899365,7.6244196230197,"SF",35.6673151750973,36666,1028,15,1977,1991,"UTA",7,"dantlad01"
41,"Pau Gasol",65.9996859523844,44,40.9336905556352,41,25.0659953967492,3.20254384306316,8.71982002578188,"C",35.7045045045045,39632,1110,15,2002,2016,"LAL",3,"gasolpa01"
42,"Bailey Howell",65.4762112541663,33,52.2138244636227,90,13.2623867905436,3.97663214968354,8.49087326068226,"PF",32.1901544401544,33349,1036,12,1960,1971,"DET",4,"howelba01"
43,"Neil Johnston",65.0469333275152,27,57.462612261899,156,7.58432106561622,6.2637767351821,12.0208804978895,"C",35.2504638218924,19000,539,8,1952,1959,"PHW",1,"johnsne01"
44,"Paul Pierce",64.4599471323415,39,47.3841244022093,65,17.0758227301322,2.92732126838168,6.22400264262099,"SF",35.7147887323944,50715,1420,18,1999,2016,"BOS",4,"piercpa01"
45,"Gary Payton",63.7125612232548,35,51.9966734147425,98,11.7158878085123,2.51664272794462,7.8756785344192,"PG",35.3243787777032,52598,1489,17,1991,2007,"SEA",5,"paytoga01"
46,"Cliff Hagan",62.6383893462338,61,34.178975772176,36,28.4594135740578,3.54310191489611,9.61077711449789,"SF",29.0728051391863,27154,934,13,1957,1970,"STL",2,"hagancl01"
47,"James Worthy",62.3676169046452,99,26.9697755524043,20,35.3978413522409,2.47854512193657,8.0693131205643,"SF",33.0196445275959,35298,1069,12,1983,1994,"LAL",1,"worthja01"
48,"Isiah Thomas",62.0874268333496,82,29.8528100967944,29,32.2346167365552,2.58974485275462,8.90687124540006,"PG",36.451376146789,39732,1090,13,1982,1994,"DET",1,"thomais01"
49,"Larry Nance",61.3604124510243,36,51.49108066505,121,9.86933178597426,4.23785467321993,6.36688062873537,"PF",33.5273279352227,33125,988,13,1982,1994,"CLE",2,"nancela01"
50,"Walt Bellamy",60.6729208974521,34,52.0359341359604,135,8.63698676149171,3.31860357540377,9.82409979700985,"C",37.5381083562902,40879,1089,14,1962,1975,"ATL",7,"bellawa01"
51,"John Havlicek",60.2198749595912,97,27.3290180749981,24,32.8908568845931,2.10448665178983,6.62534714472551,"SF",36.9840499306519,53331,1442,16,1963,1978,"BOS",1,"havlijo01"
52,"Ray Allen",59.5143793654894,48,40.4458007724718,58,19.0685785930175,2.56833165654531,6.11900705327869,"SG",35.6274643099932,52408,1471,18,1997,2014,"BOS",4,"allenra02"
53,"Chauncey Billups",59.3639798382927,66,33.3417719071562,39,26.0222079311364,2.6668012248073,6.9700594913415,"PG",32.2363330529857,38329,1189,17,1998,2014,"DET",7,"billuch01"
54,"Jeff Hornacek",58.0276610356927,56,36.2218837140971,48,21.8057773215955,2.90696168100499,5.80283724305499,"SG",31.8241577649959,38730,1217,14,1987,2000,"UTA",3,"hornaje01"
55,"Bob Cousy",57.4152032188037,80,30.2332999123072,37,27.1819033064965,2.80068105759174,4.86045866855961,"PG",35.6392931392931,34285,962,13,1952,1970,"BOS",2,"cousybo01"
56,"Rick Barry",57.0779368805044,55,36.568285367439,52,20.5096515130654,2.7039690476796,8.71049097663294,"SF",37.5235555555556,42214,1125,14,1966,1980,"GSW",6,"barryri01"
57,"Robert Parish",55.8071494200123,47,40.4720600436298,70,15.3350893763825,2.26312502087907,5.03143577706474,"C",28.9030640668524,51881,1795,21,1977,1997,"BOS",4,"parisro01"
58,"Bob Lanier",55.6234813075642,42,42.1209067950302,87,13.5025745125339,3.56270523113741,8.0370977544803,"C",33.5906432748538,34464,1026,14,1971,1984,"DET",2,"laniebo01"
59,"Bobby Jones",54.4631070766812,59,34.4809960137389,53,19.9821110629423,3.60288879304206,5.70197797054773,"PF",27.489010989011,30018,1092,12,1975,1986,"PHI",3,"jonesbo01"
60,"Patrick Ewing",54.1436574344893,50,40.1217478521914,80,14.0219095822978,2.42346827303456,6.54449050922666,"C",34.6452344931921,45801,1322,17,1986,2002,"NYK",3,"ewingpa01"
61,"Wes Unseld",53.5414835564747,62,34.0730621168376,56,19.4684214396371,2.81217816927165,4.42934428976874,"C",36.9184043517679,40721,1103,13,1969,1981,"WSB",3,"unselwe01"
62,"Zelmo Beaty",52.1825782621964,75,30.9638089625887,49,21.2187692996076,2.83434490583759,5.81794014005538,"C",33.8854581673307,34021,1004,12,1963,1975,"STL",4,"beatyze01"
63,"Sidney Moncrief",51.4794730241378,46,40.5283168187279,108,10.9511562054099,4.16706037234613,7.32001322599958,"SG",30.6697674418605,26376,860,11,1980,1991,"MIL",2,"moncrsi01"
64,"George Mikan",50.5118384713509,110,24.9684763303513,40,25.5433621409997,6.14260226747576,12.4077332320774,"C",34.6830985915493,9850,284,4,1952,1956,"MNL",1,"mikange01"
65,"Maurice Cheeks",49.2991539421107,83,29.7078864831759,54,19.5912674589348,2.57352970486339,4.30783716237097,"PG",32.1661264181524,39693,1234,15,1979,1993,"PHI",5,"cheekma01"
66,"Terry Porter",48.6814812981295,81,30.0629851971449,60,18.6184961009845,2.26126400859159,8.1143753202657,"PG",28.1065808297568,39293,1398,17,1986,2002,"POR",4,"portete01"
67,"Chet Walker",48.618006060449,71,32.3573705306994,68,16.2606355297496,2.84799564853015,6.97240106932063,"SF",32.6481970096746,37121,1137,13,1963,1975,"CHI",3,"walkech01"
68,"Ed Macauley",48.4068967406562,52,39.0097332670543,125,9.39716347360187,4.48874937801084,9.17826246946985,"C",35.3629764065336,19485,551,8,1952,1959,"BOS",2,"macaued01"
69,"George Yardley",47.8194296083908,87,28.7725479393039,59,19.0468816690869,4.33609679361697,8.03644040029952,"SF",33.7607003891051,17353,514,7,1954,1960,"FTW",3,"yardlge01"
70,"Hal Greer",47.6687834810802,69,32.7651166282003,76,14.9036668528799,2.16635299779458,5.45446226441691,"SG",35.7742998352554,43430,1214,15,1959,1973,"PHI",2,"greerha01"
71,"Ben Wallace",47.0120969593777,94,27.516370744967,55,19.4957262144108,2.60592797115989,6.32916681920812,"C",30.0566502463054,36609,1218,16,1997,2012,"DET",6,"wallabe01"
72,"Bill Laimbeer",46.8205287118748,73,31.2978781796983,69,15.5226505321766,2.73528322326802,4.80896109759172,"C",31.9144792548688,37691,1181,14,1981,1994,"DET",2,"laimbbi01"
73,"Dwight Howard",46.7443674070454,70,32.3997630796183,78,14.3446043274271,3.05211468242586,8.1241379212904,"C",35.7827050997783,32276,902,12,2005,2016,"ORL",3,"howardw01"
74,"Dan Issel",45.60347568748,78,30.3325018974376,72,15.2709737900424,2.28219691363861,4.81304493736899,"C",34.4233900814212,46506,1351,15,1971,1985,"DEN",3,"isselda01"
75,"Shawn Marion",45.1902637421315,57,36.1093836566686,131,9.08088008546289,2.43833923405997,6.19233785972732,"SF",34.5393081761006,43934,1272,16,2000,2015,"PHO",5,"mariosh01"
76,"Jack Sikma",45.0682657715676,53,37.6880651340287,163,7.38020063753885,2.74276023519637,5.91712031420586,"C",33.4995864350703,40501,1209,14,1978,1991,"SEA",2,"sikmaja01"
77,"Marques Johnson",44.5748115345704,64,33.9905033819449,112,10.5843081526255,3.7199830883964,5.77319453168293,"SF",34.6389261744966,25806,745,11,1978,1990,"MIL",3,"johnsma01"
78,"Kevin Johnson",44.4469792962419,85,29.2658993619301,74,15.1810799343118,3.00816833567279,6.13758064536556,"PG",34.4523809523809,28940,840,12,1988,2000,"PHO",2,"johnske02"
79,"Dominique Wilkins",44.2117994027509,43,41.8429016298374,361,2.36889777291347,2.82555045145903,6.86458695465824,"SF",35.6504424778761,40285,1130,15,1983,1999,"ATL",5,"wilkido01"
80,"James Harden",44.1165131138689,84,29.5996836463697,77,14.5168294674992,4.76140691080829,10.2290469178287,"SG",32.6951672862454,17590,538,7,2010,2016,"HOU",2,"hardeja01"
81,"Cedric Maxwell",43.8246851031793,104,25.7600833391713,61,18.064601764008,3.20298921561622,6.1524210606546,"SF",28.281750266809,26500,937,11,1978,1988,"BOS",3,"maxwece01"
82,"Tracy McGrady",43.3402571163805,51,39.7934565449831,285,3.5468005713974,3.14832591475997,10.1603626295757,"SG",32.7753036437247,32382,988,16,1998,2013,"HOU",7,"mcgratr01"
83,"Tom Heinsohn",43.2832163509228,135,19.9874396523883,44,23.2957766985345,3.04554247292098,4.50630881472358,"PF",29.6530343007916,22477,758,9,1957,1965,"BOS",1,"heinsto01"
84,"Vern Mikkelsen",43.2229254593216,101,26.407525076621,66,16.8154003827006,3.39596708708761,7.83470396989789,"PF",32.4565560821485,20545,633,8,1952,1959,"MNL",1,"mikkeve01"
85,"Robert Horry",43.0795722717101,247,10.8254899834106,28,32.2540822882994,1.64326404291505,5.61137004067658,"PF",25.0866025166543,33892,1351,16,1993,2008,"LAL",4,"horryro01"
86,"Clyde Lovellette",42.9369265673282,74,30.9822592684868,94,11.9546672988414,3.79181492086468,5.60765674965132,"C",26.8007761966365,20717,773,11,1954,1964,"MNL",4,"lovelcl01"
87,"Stephen Curry",42.7159309672979,86,28.8956821854473,82,13.8202487818506,4.7247033904697,10.949742516737,"PG",35.4649681528662,16704,471,7,2010,2016,"GSW",1,"curryst01"
88,"Frank Ramsey",41.1756984442278,187,14.588754827114,38,26.5869436171137,2.93100886405649,6.5175105210269,"SG",24.5852981969487,17726,721,9,1955,1964,"BOS",1,"ramsefr01"
89,"Jerry Lucas",40.6668249556424,68,32.8390911555223,152,7.8277338001201,2.81152786331714,7.49772825489917,"PF",38.291897891232,34501,901,11,1964,1974,"CIN",3,"lucasje01"
90,"Larry Foust",40.3042187719167,102,26.2261512229307,79,14.078067548986,3.14018331270486,8.78300697586896,"C",29.228802153432,21717,743,11,1952,1962,"FTW",3,"foustla01"
91,"Dennis Rodman",39.8899126924892,92,27.9760469934731,96,11.913865699016,2.69821528807885,6.29630930325137,"PF",31.137037037037,33628,1080,14,1987,2000,"DET",5,"rodmade01"
92,"Vince Carter",39.6822123747753,65,33.5429128140649,191,6.13929956071037,2.30563682112009,6.92848297361001,"SG",33.3057915057915,43131,1295,18,1999,2016,"TOR",6,"cartevi01"
93,"Chris Webber",39.2122581490988,67,33.1643231124177,193,6.04793503668108,2.5470147575664,5.40995359223318,"PF",37.0439077936334,33747,911,15,1994,2008,"SAC",6,"webbech01"
94,"Shawn Kemp",39.2090808019987,105,25.6210872202177,86,13.587993581781,1.8112758923453,5.97959905123151,"PF",28.2967515364355,32230,1139,14,1990,2003,"SEA",4,"kempsh01"
95,"Russell Westbrook",39.1488924906572,95,27.4891326901368,99,11.6597598005204,3.63007851393989,8.3457834464824,"PG",34.4410256410256,20148,585,8,2009,2016,"OKC",1,"westbru01"
96,"Eddie Jones",39.0633261635771,76,30.6223860416864,138,8.4409401218907,2.52474800601733,4.70678469441712,"SG",34.3410628019324,35543,1035,14,1995,2008,"MIA",5,"jonesed02"
97,"Alex English",38.8360971399409,79,30.2448622085751,136,8.59123493136584,2.16985999177317,5.48886265187675,"SF",32.1094369547978,40490,1261,15,1977,1991,"DEN",4,"englial01"
98,"Willis Reed",38.8339576334708,107,25.0696617839488,83,13.764295849522,2.97673256438478,7.05170877590622,"C",35.3214285714286,25714,728,10,1965,1974,"NYK",1,"reedwi01"
99,"Dikembe Mutombo",38.4700866315931,91,28.124431276229,116,10.3456553553641,2.09379112695772,5.45084380539561,"C",30.769468003084,39908,1297,18,1992,2009,"HOU",6,"mutomdi01"
100,"Elton Brand",38.4516790142589,60,34.2707391661738,251,4.18093984808511,2.53043413725092,7.03600706769878,"PF",33.1433857539315,35828,1081,16,2000,2015,"LAC",5,"brandel01"
101,"Gus Williams",37.2336080403185,141,19.1757392697247,62,18.0578687705938,2.15764743642481,5.71718868363201,"PG",31.2337662337662,28860,924,11,1976,1987,"SEA",4,"willigu01"
102,"George Gervin",35.8523816688738,109,25.0158769335812,109,10.8365047352926,1.9972242222805,4.32530106885256,"SG",33.9064685314685,38789,1144,14,1973,1986,"SAS",4,"gervige01"
103,"Vlade Divac",35.3136758634117,113,24.2631978948722,105,11.0504779685395,2.22903620536138,4.20851448409625,"C",29.9330677290837,37566,1255,16,1990,2005,"LAL",3,"divacvl01"
104,"Allen Iverson",35.1974806971707,98,27.2247285066168,147,7.97275219055382,1.99183951804573,5.23171163781085,"SG",41.4081218274112,40787,985,14,1997,2010,"PHI",4,"iversal01"
105,"Chris Mullin",34.7204298494815,77,30.337690480037,239,4.38273936944455,2.53289540559876,5.75325432537633,"SF",32.3746452223273,34220,1057,16,1986,2001,"GSW",2,"mullich01"
106,"Grant Hill",34.4641795762529,72,32.2894898127208,388,2.17468976353206,2.16256722273324,8.88925397039177,"SF",33.8103286384977,36008,1065,18,1995,2013,"DET",4,"hillgr01"
107,"Hersey Hawkins",33.9396605105964,116,22.979090316601,107,10.9605701939953,2.26670522477652,4.05655091327413,"SG",32.6991485335856,34563,1057,13,1989,2001,"PHI",4,"hawkihe01"
108,"Anfernee Hardaway",33.5014200353859,123,22.254285181307,103,11.2471348540789,1.93649255629469,7.13623817837615,"SG",34.3111979166667,26351,768,14,1994,2008,"ORL",4,"hardaan01"
109,"Dave Cowens",33.0340182011498,132,21.6126482511703,102,11.4213699499795,2.27963206481594,5.46225505019675,"C",38.9859649122807,33333,855,11,1971,1983,"BOS",2,"cowenda01"
110,"Rasheed Wallace",32.4910350069884,144,18.8363596394077,84,13.6546753675806,1.67814438453845,3.78274388325524,"PF",32.7223950233281,42081,1286,16,1996,2013,"POR",6,"wallara01"
111,"Steve Nash",32.4658436362679,122,22.2557900201027,118,10.2100536161652,1.68812897082535,4.07730446964677,"PG",31.6813762154076,42358,1337,18,1997,2014,"PHO",3,"nashst01"
112,"Jack Twyman",32.2726270625139,90,28.3826524070872,265,3.88997465542664,2.79212289256664,5.09071001824752,"SF",31.7876312718786,27242,857,11,1956,1966,"CIN",2,"twymaja01"
113,"Fat Lever",31.9377476863313,93,27.86096594632,257,4.0767817400113,3.0379096772993,6.88213680356848,"PG",31.56875,25255,800,11,1983,1994,"DEN",3,"leverfa01"
114,"Larry Costello",31.8159144972692,118,22.6793583679611,129,9.13655612930813,2.78387348220395,4.77710786783129,"PG",29.9063324538259,22669,758,12,1955,1968,"SYR",3,"costela01"
115,"Buck Williams",31.8072236638082,103,25.8003370191297,194,6.00688664467852,1.91943508384932,4.88308700527957,"PF",32.6318021201413,46174,1415,17,1982,1998,"POR",3,"willibu01"
116,"Detlef Schrempf",31.7962566759652,88,28.6358738363678,312,3.16038283959743,2.21690037926598,5.17214210445486,"SF",29.548,36935,1250,16,1986,2001,"SEA",4,"schrede01"
117,"Alvan Adams",31.7951321893083,112,24.8559740726938,172,6.9391581166145,2.59747105467938,3.4210700559975,"C",27.6651031894934,29491,1066,13,1976,1988,"PHO",1,"adamsal01"
118,"Marc Gasol",31.6002655605139,129,21.813671252594,122,9.78659430791993,3.39983762487461,6.27873829649472,"C",34.1986301369863,19972,584,8,2009,2016,"MEM",1,"gasolma01"
119,"Dan Majerle",31.2452198048724,140,19.208668199414,93,12.0365516054584,2.04760491696573,4.17020237013946,"SG",31.9526901669759,34445,1078,14,1989,2002,"PHO",3,"majerda01"
120,"Mookie Blaylock",30.9713782392251,96,27.4082845114375,284,3.56309372778764,1.93494207872407,7.25858407550493,"PG",35.1930010604454,33187,943,13,1990,2002,"ATL",3,"blaylmo01"
121,"Tim Hardaway",30.9039314460685,106,25.4554157925694,208,5.44851565349911,2.09689524522013,5.76512698081027,"PG",35.4041170097508,32678,923,13,1990,2003,"MIA",5,"hardati01"
122,"Andrei Kirilenko",30.9038351640176,89,28.5349692178634,362,2.36886594615422,3.10778206356796,6.53220571263683,"SF",29.8204225352113,25407,852,13,2002,2015,"UTA",3,"kirilan01"
123,"Sam Perkins",30.3796729813004,142,19.154907747791,104,11.2247652335094,1.72814304864665,5.3107925151915,"PF",28.4810736407433,41383,1453,17,1985,2001,"SEA",4,"perkisa01"
124,"Byron Scott",30.1796640983872,217,12.1983559006622,63,17.9813081977251,1.21565903637763,5.16105743892805,"SG",28.2778662420382,35517,1256,14,1984,1997,"LAL",3,"scottby01"
125,"Elvin Hayes",30.1388774197121,161,16.2305607530878,81,13.9083166666242,1.17259073745133,5.75532162310032,"PF",38.7133666904932,54160,1399,16,1969,1984,"WSB",5,"hayesel01"
126,"Michael Cooper",30.0593900224743,302,7.75471577814537,47,22.3046742443289,1.49597385750744,4.8462828576173,"SG",27.2612872238232,28379,1041,12,1979,1990,"LAL",1,"coopemi01"
127,"Lenny Wilkens",29.7271469288594,131,21.6270051657622,144,8.10014176309714,1.81194576388877,3.61187441558137,"PG",35.4662576687117,40467,1141,15,1961,1975,"STL",4,"wilkele01"
128,"Doc Rivers",29.6268310017804,115,23.7474237500724,197,5.87940725170802,2.77569566410459,5.2901327457002,"PG",27.4708994708995,25960,945,13,1984,1996,"ATL",4,"riverdo01"
129,"Bob Dandridge",29.5588422917145,222,11.7821531540308,64,17.7766891376837,1.58600514608701,4.70660668189216,"SF",35.6286019210245,33384,937,13,1970,1982,"MIL",2,"dandrbo01"
130,"Harry Gallatin",29.3794795867302,111,24.8761251380011,234,4.50335444872915,3.56854951766145,6.12154568556345,"PF",31.7834274952919,16877,531,7,1952,1958,"NYK",2,"gallaha01"
131,"Terry Cummings",29.1876035346977,127,22.1409210323712,170,7.04668250232648,1.57523315606984,5.09508983439633,"PF",28.5050270688322,36857,1293,18,1983,2000,"SAS",7,"cummite01"
132,"Jerome Kersey",29.0412486724724,171,15.4272607930408,85,13.6139878794315,1.56193358910689,4.34810198863289,"SF",24.635652853792,31509,1279,17,1985,2001,"POR",6,"kerseje01"
133,"Richie Guerin",28.7801603229548,124,22.2504628318379,178,6.52969749111684,2.22782190641799,6.06772896636669,"SG",32.352808988764,28794,890,13,1957,1970,"NYK",3,"gueriri01"
134,"Dennis Johnson",28.6879522932126,213,12.3445776610859,67,16.3433746321267,1.32651058241253,4.43467711614695,"PG",33.553125,42948,1280,14,1977,1990,"BOS",3,"johnsde01"
135,"Kawhi Leonard",28.2302981329868,206,12.9109760283203,71,15.3193221046665,4.49580702686598,7.33126254890531,"SF",29.9422492401216,9851,329,5,2012,2016,"SAS",1,"leonaka01"
136,"Otis Thorpe",28.1606358519696,119,22.5159277889596,203,5.64470806301002,1.59219720967451,3.22525545831091,"PF",31.5161048689139,42074,1335,17,1985,2001,"HOU",9,"thorpot01"
137,"Brad Daugherty",27.8014021243939,121,22.3680461076311,210,5.4333560167628,3.18119714198918,6.22541555488285,"C",36.7215619694397,21629,589,8,1987,1994,"CLE",1,"daughbr01"
138,"Blake Griffin",27.7678197100518,120,22.4303371949117,211,5.33748251514007,4.07487618060719,5.36205079501502,"PF",35.5277777777778,15348,432,6,2011,2016,"LAC",1,"griffbl01"
139,"Bob McAdoo",27.6764229830708,108,25.0318369979011,340,2.64458598516975,1.78394246904089,6.51230745274017,"C",32.8128964059197,31041,946,14,1973,1986,"BUF",7,"mcadobo01"
140,"Kenny Sears",27.6700744685132,100,26.6603069865491,558,1.00976748196405,4.09578900242851,9.05028825129507,"PF",27.9014869888476,15011,538,8,1956,1964,"NYK",2,"searske01"
141,"Charles Oakley",27.5456597661599,147,18.0520111660543,123,9.49364860010568,1.285177724254,4.4312757368254,"PF",31.8288920056101,45388,1426,19,1986,2004,"NYK",5,"oaklech01"
142,"Derek Harper",27.4464602828931,125,22.1911078101354,212,5.25535247275766,1.31214371867967,4.60982817520995,"PG",31.5432098765432,40880,1296,16,1984,1999,"DAL",4,"harpede01"
143,"Tom Gola",27.3035996527476,143,19.1092318002153,142,8.19436785253226,2.08663063648029,5.66185218141199,"SG",32.5630936227951,23999,737,10,1956,1966,"PHW",3,"golato01"
144,"Tyson Chandler",27.077287943486,137,19.8860870764096,166,7.19120086707638,1.84348530985437,4.7099347877801,"C",28.7619047619048,28992,1008,15,2002,2016,"CHI",7,"chandty01"
145,"Alonzo Mourning",26.9553612677793,126,22.1511838889951,222,4.80417737878426,2.01341629087509,5.75734826721585,"C",30.6237942122186,28572,933,15,1993,2008,"MIA",3,"mournal01"
