"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Equiv_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
422,"Ryan Anderson",7.8402403704817,328,7.66211430821617,1117,0.178126062265535,1.49333751944165,3.67743183230106,"PF",25.3135964912281,11543,456,8,2009,2016,"ORL",4,"anderry01"
423,"Phil Smith",7.82711255894962,463,4.32843817997304,348,3.49867437897658,0.247936116112327,3.11124062714298,"SG",28.7796610169492,20376,708,9,1975,1983,"GSW",3,"smithph01"
424,"David Wesley",7.79014676883509,381,6.11759642391797,535,1.67255034491712,0.275511691909928,1.67255034491712,"SG",32.0776892430279,32206,1004,14,1994,2007,"CHH",6,"wesleda01"
425,"Tony Allen",7.75517105323727,511,3.5668847707926,307,4.18828628244467,0.612887499559022,2.00160792963765,"SG",21.1592356687898,16610,785,12,2005,2016,"MEM",2,"allento01"
426,"Doug Moe",7.69806570366005,544,3.12476636665338,284,4.57329933700668,0.671462325622806,2.75377118031745,"SF",32.472602739726,14223,438,5,1968,1972,"VIR",4,"moedo01"
427,"Tom Meschery",7.64707453112731,747,1.46926205199026,227,6.17781247913705,0.032945416120054,2.66606647356784,"PF",30.3304773561812,24780,817,10,1962,1971,"SFW",3,"meschto01"
428,"Chris Morris",7.62809786423753,444,4.65291354366954,382,2.97518432056799,0.735442160848313,1.95277811297974,"SF",24.375,19890,816,11,1989,1999,"NJN",3,"morrich01"
429,"Matt Barnes",7.58473171848915,466,4.2861272251805,364,3.29860449330865,0.457105411118756,1.46774775842512,"SF",23.230504587156,20257,872,13,2004,2016,"LAC",9,"barnema02"
430,"Lonnie Shelton",7.56813533641701,443,4.67236156085468,390,2.89577377556233,0.599889854001175,1.9488012810169,"PF",27.7806896551724,20141,725,10,1977,1986,"SEA",3,"sheltlo01"
431,"Cazzie Russell",7.50334930205918,534,3.20842841999135,301,4.29492088206783,0.0633228239360171,2.33573514265124,"SF",26.748031496063,23779,889,12,1967,1978,"NYK",4,"russeca01"
432,"Gus Johnson",7.45298985760492,440,4.79606624108257,419,2.65692361652234,0.127684885059482,1.75885124132396,"PF",32.5542521994135,22202,682,10,1964,1973,"BAL",3,"johnsgu01"
433,"Amir Johnson",7.40943284547277,341,7.12961325461,1013,0.279819590862768,1.80718728446476,2.01457762858312,"PF",22.3381642512077,13872,621,11,2006,2016,"TOR",3,"johnsam01"
434,"Dick Snyder",7.40073478575475,336,7.15906128299564,1048,0.241673502759109,0.273866554212501,3.18841442798618,"SG",26.3798994974874,26248,995,13,1967,1979,"CLE",4,"snydedi01"
435,"Nick Van Exel",7.39805099829189,524,3.37114024623303,321,4.02691075205886,-0.0221961994977669,2.9981217471384,"PG",32.8023012552301,31359,956,13,1994,2006,"LAL",6,"vanexni01"
436,"Micheal Williams",7.33218150882834,397,5.81403216302304,565,1.5181493458053,1.49980894600489,2.55064754383287,"PG",25.0722610722611,10756,429,10,1989,1999,"MIN",6,"willimi02"
437,"Sidney Wicks",7.31582163471428,377,6.20998616999919,653,1.1058354647151,0.161892669544357,3.42672977091988,"PF",33.8400520156047,26023,769,10,1972,1981,"POR",3,"wickssi01"
438,"Marvin Barnes",7.31359936928547,481,4.09612844317314,370,3.21747092611232,0.957068534359475,3.21747092611232,"PF",29.9230769230769,9725,325,6,1975,1980,"SSL",5,"barnema01"
439,"Mike Miller",7.31096133107058,358,6.54773136884787,750,0.763229962222712,0.627629223479742,1.70022149761726,"SF",27.0383895131086,28877,1068,16,2001,2016,"MEM",7,"millemi01"
440,"Bill Bradley",7.25328085602907,644,2.20694424229141,270,5.04633661373767,-0.314956931396212,2.13324454475122,"SF",31.015531660693,25960,837,10,1968,1977,"NYK",1,"bradlbi01"
441,"Derek Anderson",7.23334431414803,345,6.97288542546258,1031,0.26045888868545,0.803104739175698,3.42981892305443,"SG",28.8513302034429,18436,639,11,1998,2008,"POR",7,"anderde01"
442,"Antoine Walker",7.20925973372179,412,5.5634460330446,540,1.64581370067719,0.0470185947849695,2.32403503703426,"PF",35.5193312434692,33992,957,12,1997,2008,"BOS",5,"walkean02"
443,"Ed Pinckney",7.18737950547008,424,5.07792078314477,479,2.10945872232531,0.646948100504068,1.98843969124813,"PF",19.7545565006075,16258,823,12,1986,1997,"BOS",7,"pincked01"
444,"Joe Caldwell",7.17813133359082,573,2.80831475152552,297,4.36981658206531,-0.308150201517661,1.70326553795514,"SF",32.3962040332147,27310,843,11,1965,1975,"CAR",5,"caldwjo01"
445,"Bill Keller",7.16778039053106,897,0.738921043612724,221,6.42885934691833,0.0439873164520829,3.47959465583875,"PG",24.7511520737327,16113,651,7,1970,1976,"INA",1,"kellebi01"
446,"Mike Dunleavy",7.14242958493137,442,4.71085610128815,444,2.43157348364322,0.459774915722924,1.74269483432143,"SF",28.5678879310345,26511,928,13,2003,2015,"IND",4,"dunlemi02"
447,"Eddie Johnson",7.14047029278075,503,3.7354443233736,358,3.40502596940715,0.0317288949079715,1.70342203135308,"SG",29.2977528089888,20860,712,10,1978,1987,"ATL",3,"johnsed02"
448,"Roy Hibbert",7.10254049642706,594,2.6310445440871,292,4.47149595233995,0.611990093790625,2.86625477429151,"C",26.4716666666667,15883,600,8,2009,2016,"IND",2,"hibbero01"
449,"Dana Barros",7.09744501351774,365,6.45138960172311,792,0.646055411794628,0.321239847359241,5.37840030280391,"PG",22.410896708286,19744,881,14,1990,2004,"BOS",4,"barroda01"
450,"Reggie Theus",7.08993825594585,390,5.90216305304637,629,1.18777520289949,0.212899167156233,2.01000600505737,"SG",33.6960690316395,35145,1043,13,1979,1991,"CHI",6,"theusre01"
451,"Mike Riordan",7.0166839057238,441,4.76723951640507,464,2.24944438931872,-0.147110356009251,3.55961350137247,"SF",24.2572614107884,17538,723,9,1969,1977,"NYK",4,"riordmi01"
452,"Don Chaney",6.99551602027864,460,4.41405592990283,429,2.58146009037581,-0.0753462781584364,2.31572985673484,"SG",24.0883720930233,20716,860,12,1969,1980,"BOS",3,"chanedo01"
453,"John Wall",6.96971494761007,395,5.83645525443627,649,1.1332596931738,1.39952862587065,2.51758185649327,"PG",36.0080428954424,13431,373,6,2011,2016,"WAS",1,"walljo01"
454,"Wesley Person",6.95685287078723,363,6.4847224423074,877,0.47213042847983,0.409662466521236,4.51560807004511,"SG",28.3026315789474,21510,760,11,1995,2005,"CLE",7,"persowe01"
455,"Elden Campbell",6.95602560840435,407,5.64363086142683,597,1.31239474697752,0.0534109290198414,2.13800354551241,"PF",24.3860869565217,28044,1150,15,1991,2005,"LAL",6,"campbel01"
456,"Avery Johnson",6.94548266037095,741,1.52585685285826,253,5.41962580751269,-0.782831703135955,2.57683138048097,"PG",25.7185314685315,29422,1144,16,1989,2004,"SAS",6,"johnsav01"
457,"Gary Bradds",6.92978111979728,583,2.73529787698583,306,4.19448324281145,1.38540192537549,3.98561592743432,"PF",21.115523465704,5849,277,6,1965,1971,"BAL",5,"braddga01"
458,"Wil Jones",6.86274349003439,520,3.41245104654225,352,3.45029244349214,-0.0361712699959472,1.97835715848638,"PF",30.3275862068966,22867,754,9,1970,1978,"KEN",6,"joneswi02"
459,"Shawn Bradley",6.84887287080338,398,5.80362602197176,670,1.04524684883162,0.0692161217834875,2.35558131529335,"C",22.9577142857143,20088,875,12,1994,2005,"DAL",3,"bradlsh01"
460,"Raef LaFrentz",6.84518862928659,401,5.70983778290746,648,1.13535084637913,1.24471095383969,1.55478588796612,"C",25.8628762541806,15466,598,10,1999,2008,"BOS",4,"lafrera01"
461,"Raja Bell",6.83353978093134,588,2.6539758708065,310,4.17956391012483,-0.12114385094797,1.4338093308268,"SG",27.8759689922481,21576,774,12,2001,2012,"PHO",6,"bellra01"
462,"Joe Graboski",6.82683355285833,538,3.15876848651229,342,3.66806506634604,-1.21768752065883,3.62089214265215,"PF",31.1965006729475,23179,743,11,1952,1962,"PHW",3,"grabojo01"
463,"Bruce Bowen",6.80780970126356,595,2.62651128689058,309,4.18129841437298,0.215097355949164,1.28032975988034,"SF",28.0188492063492,28243,1008,13,1997,2009,"SAS",4,"bowenbr01"
464,"Antonio Davis",6.78701906860303,570,2.83022261978731,327,3.95679644881572,0.0859790237788489,1.50337711142288,"PF",28.8463855421687,28731,996,13,1994,2006,"IND",4,"davisan01"
465,"Vin Baker",6.76820818597656,389,5.92314429072192,722,0.845063895254644,-0.125842785148396,2.5004790373244,"C",32.4981595092025,26486,815,13,1994,2006,"SEA",6,"bakervi01"
466,"Steve Hawes",6.73759526778454,490,3.95080300262097,406,2.78679226516357,0.556285554319022,1.71538649178404,"PF",22.9763888888889,16543,720,10,1975,1984,"ATL",4,"hawesst01"
467,"Wally Szczerbiak",6.69800942179623,370,6.39406656628756,990,0.303942855508665,0.866013745399576,1.73494168169554,"SF",30.4936170212766,21498,705,10,2000,2009,"MIN",4,"szczewa02"
468,"Steve Kerr",6.63235961370834,480,4.09788250203403,434,2.53447711167431,0.0533929533374367,1.81422299354409,"PG",17.5375722543353,18204,1038,15,1989,2003,"CHI",6,"kerrst01"
469,"Greg Monroe",6.61450421156505,355,6.61450421156505,2764,0,1.80595108637238,2.31775283240916,"C",31.306905370844,12241,391,6,2011,2016,"DET",2,"monrogr01"
470,"Glen Combs",6.60910417527911,438,4.8389683580506,521,1.77013581722851,0.80197087077457,1.67395034729625,"SG",32.5968992248062,16820,516,7,1969,1975,"UTS",5,"combsgl01"
471,"George Johnson",6.59534012634796,719,1.66783206272327,276,4.92750806362469,0.137644189747132,2.2025932755895,"C",19.8805815160955,19145,963,13,1973,1986,"GSW",6,"johnsge02"
472,"Allan Houston",6.58917643218721,497,3.86135430839487,415,2.72782212379234,0.0308837279089514,1.4672453347331,"SG",34.1862527716186,30836,902,12,1994,2005,"NYK",2,"houstal01"
473,"Brook Lopez",6.58844199061144,430,5.01431339121925,555,1.57412859939219,1.35252883596806,1.69364812152447,"C",32.6825396825397,14413,441,8,2009,2016,"BRK",2,"lopezbr01"
474,"Ronnie Brewer",6.58201760690361,427,5.06451950352809,566,1.51749810337552,1.13072697443453,2.47419470018869,"SG",22.5755919854281,12394,549,8,2007,2014,"UTA",6,"brewero02"
475,"Vern Fleming",6.58111396312612,382,6.05672486950777,846,0.524389093618357,0.216943149916799,2.35303858082611,"PG",27.3935483870968,25476,930,12,1985,1996,"IND",2,"flemive01"
476,"Goran Dragic",6.56140659535985,368,6.41445961015217,1159,0.146946985207684,0.933769987420362,3.91657993344395,"PG",25.7566037735849,13651,530,8,2009,2016,"PHO",3,"dragigo01"
477,"Wesley Matthews",6.55974520325412,378,6.18337033060273,937,0.376374872651383,1.27040064020631,2.16286942306273,"SG",32.4104166666667,15557,480,7,2010,2016,"POR",3,"matthwe02"
478,"Don Ohl",6.54733142790942,870,0.838637091770338,243,5.70869433613908,-0.773727406105766,3.37779122787958,"SG",30.8720930232558,23895,774,10,1961,1970,"DET",4,"ohldo01"
479,"Jose Calderon",6.45484404156514,384,6.03659450353651,904,0.418249538028621,0.517450235866953,2.75247564116515,"PG",28.7372881355932,20346,708,11,2006,2016,"TOR",4,"caldejo01"
480,"J.R. Smith",6.44772528885708,499,3.85061993542485,427,2.59710535343222,0.0167103626621573,1.17314513969556,"SG",26.6302021403092,22396,841,12,2005,2016,"DEN",5,"smithjr01"
481,"Bob Houbregs",6.44536377445306,586,2.69074985949509,338,3.75461391495797,0.941286129361538,3.10888976925447,"C",24.4458333333333,5867,240,5,1954,1958,"FTW",4,"houbrbo01"
482,"Corey Maggette",6.43634160752322,392,5.87982015712199,832,0.556521450401231,0.418588751296929,1.81297752240677,"SF",28.1883194278903,23650,839,14,2000,2013,"LAC",6,"maggeco01"
483,"DeMarcus Cousins",6.38357391016569,371,6.38357391016569,2764,0,1.15476147600205,3.24187423380128,"C",31.0779944289694,11157,359,6,2011,2016,"SAC",1,"couside01"
484,"Levern Tart",6.38191783953958,456,4.44441552391872,501,1.93750231562085,0.813012190412049,3.79966192049719,"SG",33.9859649122807,9686,285,4,1968,1971,"NYA",6,"tartle01"
485,"Vinnie Johnson",6.33698114281679,505,3.64612553934974,417,2.69085560346704,0.202535058141631,1.32120341238906,"SG",24.5263636363636,26979,1100,13,1980,1992,"DET",3,"johnsvi01"
486,"Kurt Rambis",6.30036269621158,560,2.9885551514065,363,3.31180754480507,0.657416106428848,1.03311106148467,"PF",18.5122669283611,18864,1019,14,1982,1995,"LAL",4,"rambiku01"
487,"Cliff Levingston",6.27028986562902,423,5.09215357041401,636,1.17813629521502,0.786888623214845,1.48754013122838,"PF",19.7467105263158,18009,912,11,1983,1995,"ATL",4,"levincl01"
488,"Jared Dudley",6.24748296533755,492,3.9347167512692,457,2.31276621406835,0.853504960483996,2.05508479356952,"SF",23.7488151658768,15033,633,9,2008,2016,"PHO",5,"dudleja01"
489,"Xavier McDaniel",6.24549845078702,500,3.80429508947121,442,2.44120336131581,0.0213444876390341,1.37010040812856,"SF",29.2442996742671,26934,921,12,1986,1998,"SEA",5,"mcdanxa01"
490,"Willie Somerset",6.19409092596324,446,4.59691909810693,551,1.59717182785631,2.04978356205219,4.29563183732941,"PG",38.9109589041096,5681,146,3,1966,1969,"HSM",3,"somerwi01"
491,"Nick Collison",6.11558003315173,641,2.22181021977511,331,3.89376981337662,0.416595696173885,1.86125770085696,"C",21.2398239823982,19307,909,12,2005,2016,"OKC",2,"collini01"
492,"Gene Banks",6.10369221104994,426,5.06549494332726,671,1.03819726772268,1.26682939869948,2.23832248470831,"SF",27.830303030303,13776,495,6,1982,1987,"SAS",2,"banksge01"
493,"Jerry Stackhouse",6.07145575664292,393,5.86529463293475,1083,0.206161123708168,-0.268890286379702,3.3492482660988,"SG",30.9894736842105,32384,1045,18,1996,2013,"DAL",8,"stackje01"
494,"Cedric Ceballos",6.06173136047741,450,4.53097017404456,561,1.53076118643285,0.333656253490726,2.4081431033573,"SF",23.8398203592814,15925,668,11,1991,2001,"PHO",5,"cebalce01"
495,"Ralph Sampson",6.03039368756197,663,2.04642829228845,325,3.98396539527352,-0.0801346961350732,3.78514999023786,"C",30.1578947368421,14898,494,9,1984,1992,"HOU",4,"sampsra01"
496,"Damon Stoudamire",6.0290246585391,445,4.63420141653693,584,1.39482324200217,0.180658042248913,1.14168099179254,"PG",32.8700322234157,30602,931,13,1996,2008,"POR",4,"stoudda01"
497,"Billy Kenville",6.02285571661783,944,0.618964539113172,254,5.40389117750466,-0.717367036436039,4.318702161673,"SG",19.5310880829016,7539,386,6,1954,1960,"SYR",3,"kenvibi01"
498,"Jim Brewer",5.93489940754021,550,3.09708780989146,398,2.83781159764876,0.124421331273128,1.98206409364112,"PF",22.7220708446866,16678,734,9,1974,1982,"CLE",4,"breweji01"
499,"Tom Burleson",5.89293959399014,633,2.27897620994443,343,3.61396338404571,0.495607619785148,2.65741669695625,"C",21.6854663774403,9997,461,7,1975,1981,"SEA",3,"burleto01"
500,"Aaron McKie",5.88584704341762,540,3.14690577881894,413,2.73894126459869,0.296953359698152,1.52584648468227,"SG",24.5334101382488,21295,868,13,1995,2007,"PHI",4,"mckieaa01"
501,"Kendall Gill",5.84374817896996,411,5.61507990527914,1059,0.228668273690823,-0.112526349708507,2.61525323558433,"SG",30.4904330312185,30277,993,15,1991,2005,"NJN",7,"gillke01"
502,"Al Cervi",5.82098945598915,510,3.57611603227311,465,2.24487342371604,5.6786863850772,2.58394271326946,"PG",12.421568627451,1267,102,2,1952,1953,"SYR",1,"cervial01"
503,"Craig Ehlo",5.8087917491781,467,4.28025068502479,562,1.52854106415331,0.394439971838566,1.35903164851151,"SG",24.145416227608,22914,949,14,1984,1997,"CLE",4,"ehlocr01"
504,"Julian Hammond",5.78854513888782,539,3.14886489119262,421,2.63968024769521,1.54741485560165,1.31284383493854,"SF",24.8668555240793,8778,353,5,1968,1972,"DNR",1,"hammoju01"
505,"Kevin Willis",5.78748343202934,449,4.54789849507075,617,1.23958493695859,-0.771259391633432,1.80102089827582,"PF",26.7667542706965,40739,1522,21,1985,2007,"ATL",8,"willike02"
506,"Rudy Gay",5.77303085623085,403,5.69141197436694,1281,0.0816188818639013,0.403256368525213,1.75876328286105,"SF",35.8348214285714,24081,672,10,2007,2016,"MEM",3,"gayru01"
507,"Charlie Scott",5.76119452758523,434,4.89079745786882,712,0.870397069716406,-0.0549066403153997,1.18465749632602,"SG",35.7020997375328,27205,762,10,1971,1980,"BOS",5,"scottch01"
508,"Troy Murphy",5.7540180137267,400,5.74964050209048,1505,0.00437751163622559,0.369330424492953,2.51736860468375,"PF",27.1648501362398,19939,734,12,2002,2013,"GSW",6,"murphtr01"
509,"Marvin Webster",5.74890351291826,569,2.8638265258803,391,2.88507698703797,0.383636792990006,2.47595657068189,"C",21.9778761061947,14901,678,10,1976,1987,"NYK",5,"webstma01"
510,"Steve Jones",5.7169303455872,530,3.27626145766814,443,2.44066888791905,-0.300159925993654,1.44343949297449,"SG",30.029689608637,22252,741,9,1968,1976,"CAR",8,"jonesst01"
511,"Stu Lantz",5.70600105382618,436,4.84510355081555,718,0.86089750301063,0.206498315136371,3.61727955597001,"SG",28.0392857142857,15702,560,8,1969,1976,"SDR",5,"lantzst01"
512,"Connie Simmons",5.68466807883097,833,0.985401000478488,281,4.69926707835249,-0.309327370090808,3.48827326664121,"C",23.4527027027027,6942,296,4,1952,1956,"NYK",2,"simmoco01"
513,"Dave Greenwood",5.67853005123249,491,3.94589449315252,529,1.73263555807997,0.157720592046745,1.53906852212777,"PF",28.2934911242604,23908,845,12,1980,1991,"CHI",4,"greenda01"
514,"Kurt Thomas",5.65006831604919,494,3.8871299405958,523,1.76293837545339,0.0913891710014706,1.69144034330565,"PF",24.0912106135987,29054,1206,18,1996,2013,"NYK",9,"thomaku01"
515,"Chuck Williams",5.64955379838807,547,3.11107416933067,433,2.5384796290574,-0.444564393812504,3.03495237793792,"PG",28.1881481481481,19027,675,8,1971,1978,"SDA",8,"willich02"
516,"Jon Barry",5.63875400980803,447,4.57357901224473,666,1.0651749975633,0.369362473076093,1.85855711000326,"SG",16.7701019252548,14808,883,14,1993,2006,"SAC",8,"barryjo01"
517,"George Lynch",5.62747062456138,531,3.27473709193757,455,2.35273353262381,-0.014709629031424,1.22170996136521,"SF",22.9593301435407,19194,836,12,1994,2005,"PHI",5,"lynchge01"
518,"Brendan Haywood",5.53202143366351,642,2.20957852592778,362,3.32244290773572,0.0591466230910374,1.43996927299817,"C",22.7816091954023,19820,870,13,2002,2015,"WAS",4,"haywobr01"
519,"Campy Russell",5.49017045690834,471,4.22490869633728,610,1.26526176057106,0.59243818029625,1.35226538848084,"SF",29.6689419795222,17386,586,9,1975,1985,"CLE",2,"russeca02"
520,"Rick Mahorn",5.46214045273834,584,2.72108237940066,411,2.74105807333768,-0.285570837353485,1.25016594700926,"PF",23.0645952575634,28208,1223,18,1981,1999,"DET",4,"mahorri01"
521,"Rodney Rogers",5.44502145044603,596,2.62605569772491,399,2.81896575272112,-0.0888928232799087,1.74444043496836,"SF",24.8839662447257,23590,948,12,1994,2005,"LAC",7,"rogerro01"
522,"Arthur Becker",5.37986723172589,473,4.20161643751472,635,1.17825079421117,0.984273967117083,3.38994360407985,"PF",24.9863325740319,10969,439,6,1968,1973,"DNR",5,"beckear01"
523,"B.J. Armstrong",5.3734571956936,684,1.8955250586533,351,3.47793213704031,-0.350759012045969,1.4077155738973,"PG",23.6549295774648,20154,852,11,1990,2000,"CHI",4,"armstbj01"
524,"John Lucas",5.31469674339788,567,2.89176384647886,445,2.42293289691902,-0.0375560894881188,1.91370783614299,"PG",27.431654676259,26691,973,14,1977,1990,"HOU",6,"lucasjo01"
525,"Greg Smith",5.30129556914006,784,1.22170089410251,315,4.07959467503755,-0.466705903091167,3.82510399844555,"SF",23.8175182481752,13052,548,8,1969,1976,"MIL",3,"smithgr01"
526,"Pep Saul",5.28066723866613,1304,0.0650505350404839,262,5.21561670362565,-0.493167298977709,3.59488876669661,"SG",23.7459016393443,5794,244,4,1952,1955,"MNL",2,"saulpe01"
527,"Norm Nixon",5.23098885992424,651,2.16181736372183,376,3.06917149620241,-0.384166842833914,2.10067239638805,"PG",35.7590799031477,29537,826,10,1978,1989,"LAL",3,"nixonno01"
528,"Dick Garmaker",5.20124253831261,603,2.57484980320375,423,2.62639273510886,0.372772579931426,1.92355433687106,"SG",29.0113122171946,12823,442,6,1956,1961,"MNL",2,"garmadi01"
529,"Jerome Williams",5.19750662548281,462,4.34660776702146,721,0.850898858461354,0.972086589586729,1.5053683463564,"PF",21.671568627451,13263,612,9,1997,2005,"DET",4,"willije01"
530,"M.L. Carr",5.19310417059005,425,5.06610245578072,1191,0.127001714809329,0.489672102474751,2.77558749280874,"SF",23.3489932885906,17395,745,10,1976,1985,"BOS",3,"carrml01"
531,"Jay Humphries",5.17419578204234,483,4.07881106315692,656,1.09538471888542,-0.0809702867092203,1.74906996065137,"PG",29.1507840772014,24166,829,11,1985,1995,"MIL",4,"humphja01"
532,"Eric Bledsoe",5.16667031449798,498,3.85510283847984,598,1.31156747601814,0.838864076589721,1.41331581091251,"PG",25.0854700854701,8805,351,6,2011,2016,"LAC",2,"bledser01"
533,"Chuck Person",5.16337737865036,715,1.67855821938244,350,3.48481915926792,-0.483636940434357,1.49732707109342,"SF",30.4557344064386,30273,994,13,1987,2000,"IND",5,"persoch01"
534,"Les Hunter",5.1494888213927,555,3.02747354455724,478,2.12201527683546,0.181850008678003,2.37114718094057,"PF",25.3692307692308,13192,520,7,1965,1973,"KEN",6,"huntele01"
535,"Chandler Parsons",5.14935101860255,433,4.93850961128,1079,0.210841407322545,1.71202218132748,1.93667859438972,"SF",33.887417218543,10234,302,5,2012,2016,"HOU",2,"parsoch01"
536,"DeMarre Carroll",5.13944159862034,542,3.13723457746179,492,2.00220702115855,1.11020042957684,1.7777591230464,"SF",22.9352112676056,8142,355,7,2010,2016,"ATL",6,"carrode01"
537,"Kenny Smith",5.13814397510254,585,2.71924473060625,446,2.41889924449629,-0.262476609627305,1.23803864704178,"PG",30.1316770186335,24256,805,10,1988,1997,"HOU",6,"smithke01"
538,"Reggie Williams",5.1274841251464,469,4.26051529876852,715,0.866968826377878,-0.076124443412542,1.45479418466736,"SF",26.5666131621188,16551,623,10,1988,1997,"DEN",6,"willire01"
539,"Mike Newlin",5.11994790025464,526,3.34739779283881,520,1.77255010741583,0.0255415328161905,1.51354108349251,"SG",29.4016298020955,25256,859,11,1972,1982,"HOU",3,"newlimi01"
540,"Chris Mills",5.10900503343147,536,3.20270807048702,503,1.90629696294445,0.319194321826425,1.6823095958287,"SF",30.3339011925043,17806,587,10,1994,2003,"CLE",3,"millsch01"
541,"Charles Smith",5.05345505285015,454,4.4936429419018,827,0.55981211094835,0.54765035821435,1.87584785953323,"SF",28.5619047619048,17994,630,9,1989,1997,"NYK",3,"smithch01"
542,"Danny Schayes",5.04315341843888,575,2.78433560045922,461,2.25881781797966,-0.812871734729628,2.06171602450178,"C",19.3794531897266,23391,1207,18,1982,1999,"DEN",7,"schayda01"
543,"Greg Ostertag",5.03146597220038,632,2.29423102935714,414,2.73723494284324,0.283866093264425,0.987678001344119,"C",19.5514792899408,16521,845,11,1996,2006,"UTA",2,"ostergr01"
544,"Chuck Hayes",5.00865795478797,476,4.14908813487652,719,0.859569819911449,0.530520630007092,2.27213582819084,"C",18.2681481481481,12331,675,11,2006,2016,"HOU",3,"hayesch01"
545,"Mark West",4.99915611467082,551,3.09582135556015,504,1.90333475911068,-0.767197975644706,1.46779252731603,"C",18.5383966244726,21968,1185,17,1984,2000,"PHO",7,"westma01"
546,"Mike Gminski",4.9957531833141,509,3.57823075951942,581,1.41752242379469,-0.0439494270688039,1.76596530406307,"C",25.6680369989723,24975,973,14,1981,1994,"NJN",4,"gminsmi01"
547,"Larry Siegfried",4.98174226685368,537,3.16589698459312,513,1.81584528226056,0.534265289683667,1.01865785228345,"PG",24.5755166931638,15458,629,9,1964,1972,"BOS",4,"siegfla01"
548,"Dee Brown",4.93764299294257,488,4.04056494707381,703,0.897078045868761,0.253027080246339,1.34199695897061,"PG",27.5821596244131,17625,639,12,1991,2002,"BOS",3,"brownde01"
549,"Dennis Awtrey",4.87636185199756,851,0.899611404889043,326,3.97675044710852,-1.1251931030967,3.53915699215686,"C",19.1335012594458,15192,794,12,1971,1982,"PHO",6,"awtrede01"
550,"Larry Smith",4.86878349551118,593,2.63505230886907,468,2.23373118664211,0.230823238683895,1.77441517725927,"PF",25.7505470459519,23536,914,13,1981,1993,"GSW",3,"smithla01"
551,"Robin Lopez",4.864635984583,484,4.06212264581587,734,0.802513338767127,0.711826358465605,2.74506912616153,"C",21.5788423153693,10811,501,8,2009,2016,"PHO",4,"lopezro01"
552,"Orlando Woolridge",4.86114830888813,474,4.20032422400851,783,0.660824084879628,-0.0282081082286,1.59601504025232,"SF",28.1240135287486,24946,887,13,1982,1994,"CHI",7,"woolror01"
553,"Brandan Wright",4.84088987109843,465,4.31099487390953,843,0.529894997188891,1.79642775205721,1.42133725153526,"PF",16.3023872679045,6146,377,8,2008,2016,"DAL",6,"wrighbr03"
554,"Damon Jones",4.83370358488731,665,2.03155684690593,403,2.80214673798138,-0.70773093444496,2.22284007802112,"PG",20.4329608938547,14630,716,11,1999,2009,"CLE",10,"jonesda01"
555,"Steve Stipanovich",4.82684936194445,457,4.43927380762841,925,0.387575554316041,1.02480584305213,2.57632756328594,"C",31.3022113022113,12740,407,5,1984,1988,"IND",1,"stipast01"
556,"Donald Sidle",4.82063752019547,527,3.33423332318205,568,1.48640419701342,1.26793528541006,2.23649409055813,"PF",26.9940119760479,9016,334,4,1969,1972,"INA",4,"sidledo01"
557,"Walt Williams",4.81335493983052,489,3.99038621127459,728,0.822968728555932,0.0352515503633081,1.13924699668665,"SF",26.1130551816958,19402,743,11,1993,2003,"POR",6,"williwa02"
558,"Mo Williams",4.77285919790188,487,4.06078894042145,769,0.71207025748043,-0.400220350756111,2.44695195773508,"PG",29.7622461170848,24911,837,13,2004,2016,"CLE",7,"willima01"
559,"Mike Gale",4.75412330674454,853,0.89416894476845,333,3.85995436197609,-0.274322945015815,2.11717131315041,"PG",24.6508810572687,22383,908,11,1972,1982,"SAS",6,"galemi01"
560,"Sonny Parker",4.7489838165726,448,4.57310602620645,1122,0.17587779036615,1.40842070228555,1.75292650152419,"SF",23.8874458874459,11036,462,6,1977,1982,"GSW",1,"parkeso01"
561,"T.R. Dunn",4.74654498597622,553,3.05645808089759,533,1.69008690507863,0.16249439827872,0.760189729012657,"SG",23.1188026192703,24714,1069,14,1978,1991,"DEN",3,"dunntr01"
562,"Rod Higgins",4.7036551300379,709,1.7505973584869,383,2.95305777155101,-0.139044910380628,2.71463051442035,"SF",22.0714285714286,17922,812,13,1983,1995,"GSW",7,"higgiro01"
563,"Mario Chalmers",4.693754687824,681,1.92121416861877,407,2.77254051920523,0.267622799103328,1.97423285389038,"PG",27.8950715421304,17546,629,8,2009,2016,"MIA",2,"chalmma01"
564,"Oliver Miller",4.69350706481865,514,3.50656276513578,630,1.18694429968286,0.565880390396093,2.21352359533866,"C",22.260147601476,12065,542,9,1993,2004,"PHO",6,"milleol01"
565,"Bobby Jackson",4.66348065817057,705,1.7925614761419,394,2.87091918202866,-0.508811325789473,1.37196957273662,"PG",22.2029520295203,18051,813,12,1998,2009,"SAC",7,"jacksbo01"
566,"Tyrone Hill",4.65919455457416,478,4.13422559546075,845,0.524968959113413,-0.166066667508421,2.28415811021533,"PF",27.7268571428571,24261,875,14,1991,2004,"CLE",5,"hillty01"
567,"Dick Schnittker",4.64565623602254,721,1.66448484112823,380,2.98117139489432,0.395755399465993,2.98117139489432,"SF",19.5837837837838,7246,370,6,1953,1958,"MNL",1,"schnidi01"
