"Rank","player","Hall_Rating","Avg_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Teams","player_id"
639,"Wayne Embry",3.09443246053211,-0.581204053797169,1.03063348786504,"C",26.054114994363,23110,887,11,1959,1969,3,"embrywa01"
640,"Mike Gale",3.0905927791481,-0.280808549949835,1.17720460087423,"PG",24.6508810572687,22383,908,11,1972,1982,6,"galemi01"
641,"Bradley Beal",3.08923750310672,0.273296770124655,1.73657620399579,"SG",34.0681818181818,7495,220,4,2013,2016,1,"bealbr01"
642,"Willie Murrell",3.08854139392863,0.660596243989572,1.27040324975694,"SF",29.5079365079365,7436,252,3,1968,1970,3,"murrewi01"
643,"Warren Davis",3.08288892004113,0.48439306871075,1.11834892371411,"PF",29.2935982339956,13270,453,6,1968,1973,7,"daviswa02"
644,"Juwan Howard",3.05755575968477,-0.582118721960215,0.776571829853674,"PF",29.843277645187,37513,1257,19,1995,2013,9,"howarju01"
645,"Lance Stephenson",3.01402346298556,-0.213941141801062,1.49264168508261,"SG",27,8775,325,6,2011,2016,3,"stephla01"
646,"Julius Keye",2.99930466265191,-0.409302172103901,1.12445720413937,"PF",32.766590389016,14319,437,6,1970,1975,2,"keyeju01"
647,"Clem Haskins",2.99043460366213,-0.00231719055216837,0.929709711395348,"SG",25.311706629055,17946,709,9,1968,1976,3,"haskicl01"
648,"Antoine Carr",2.98954308061057,-0.5217152195257,1.08379395046024,"PF",19.7550274223035,21612,1094,16,1985,2000,6,"carran01"
649,"Terry Tyler",2.9857301048838,-0.269629611777323,1.11968181843702,"SF",24.7882882882883,22012,888,11,1979,1989,3,"tylerte01"
650,"Mike Green",2.97781129866665,0.472921190775437,1.78075713093387,"C",25.0914634146341,12345,492,7,1974,1980,6,"greenmi01"
651,"Rod Higgins",2.96708566186709,-0.140983202389174,1.11458570458857,"SF",22.0714285714286,17922,812,13,1983,1995,7,"higgiro01"
652,"Matt Harpring",2.95796388152898,0.159147748843278,2.13106331486006,"SF",26.1318373071529,18632,713,11,1999,2009,4,"harprma01"
653,"Vinny Del Negro",2.95704019566747,-0.533143870698726,1.32804658741342,"SG",24.9442424242424,20579,825,12,1989,2002,5,"delnevi01"
654,"Pervis Ellison",2.93701552716644,0.0607064162281132,2.08406099003348,"C",24.3953974895398,11661,478,11,1990,2001,4,"ellispe01"
655,"Kemba Walker",2.93184907907254,0.57766833452111,0.769629406222493,"PG",33.2,9960,300,5,2012,2016,2,"walkeke02"
656,"Craig Raymond",2.91871838705866,-0.758567661597886,2.02458786376917,"C",20.5871212121212,5435,264,5,1969,1973,7,"raymocr01"
657,"Anthony Parker",2.90072973956405,0.177463263333912,1.25219665605602,"SG",28.1375968992248,14519,516,9,1998,2012,4,"parkean01"
658,"Willie Anderson",2.88527749678499,-0.119441668672454,0.907131696011719,"SG",28.1943986820428,17114,607,9,1989,1997,4,"anderwi01"
659,"John Roche",2.88262476416327,-1.14193633532853,1.94147850263634,"SG",27.0834951456311,13948,515,8,1972,1982,5,"rochejo01"
660,"John Brisker",2.85200733459148,0.670219899196139,1.83685889972569,"SF",30.0694864048338,9953,331,6,1970,1975,3,"briskjo01"
661,"Ted McClain",2.83567768778009,-0.691927019504135,1.91058196070244,"SG",22.6074313408724,13994,619,8,1972,1979,7,"mcclate01"
662,"Monta Ellis",2.83139191097501,-0.205795217784684,1.70159773757856,"SG",35.5766016713092,25544,718,11,2006,2016,4,"ellismo01"
663,"Jim McDaniels",2.82716857447313,-1.09027738022931,2.82716857447313,"C",19.0035587188612,5340,281,5,1972,1978,5,"mcdanji01"
664,"Brian Winters",2.82590490752395,-0.186726483789827,0.590759722125749,"SG",30.8104196816208,21290,691,9,1975,1983,2,"wintebr01"
665,"Mike Lewis",2.8192747792234,0.815722909990622,1.59295224653502,"C",29.7936046511628,10249,344,6,1969,1974,5,"lewismi01"
666,"Bob Sura",2.76844460727661,-0.24121896010091,0.861910411586961,"SG",23.6238805970149,15828,670,10,1996,2005,5,"surabo01"
667,"Walter Dukes",2.75150905140981,-0.65643269176995,1.07169364023567,"C",26.9251700680272,15832,588,8,1956,1963,3,"dukeswa01"
668,"Rasho Nesterovic",2.74931028535481,-0.0244171819830452,1.58448835268452,"C",21.8114285714286,19085,875,12,1999,2010,4,"nestera01"
669,"Jamaal Tinsley",2.7278409594632,-0.945279948591269,0.94189213523646,"PG",26.2874149659864,15457,588,11,2002,2014,3,"tinslja01"
670,"Kent Benson",2.71706147784047,0.259849529857836,1.14639207827794,"C",22.7799717912553,16151,709,11,1978,1988,4,"bensoke01"
671,"Curtis Rowe",2.6984899799952,-0.345579803224886,1.69301274096469,"PF",31.0744336569579,19204,618,8,1972,1979,2,"rowecu01"
672,"Larry Steele",2.69709027125748,-0.22159604024452,0.952900533316395,"SG",24.021978021978,15302,637,9,1972,1980,1,"steella01"
673,"Dennis Awtrey",2.67418887560173,-1.13600742788998,1.48733713093514,"C",19.1335012594458,15192,794,12,1971,1982,6,"awtrede01"
674,"Gerald Govan",2.66878752513344,-0.569236702222216,0.833301466352743,"C",33.2730923694779,24855,747,9,1968,1976,4,"govange01"
675,"Alton Lister",2.66551417724613,-0.585358280641104,0.797533856087524,"C",19.9634615384615,20762,1040,16,1982,1998,5,"listeal01"
676,"Jayson Williams",2.64946646211593,-1.14162697721735,2.11213962645847,"PF",20.5537190082645,9948,484,9,1991,1999,2,"willija01"
677,"Dick Schnittker",2.64808408647353,0.377768840389644,1.20206217997376,"SF",19.5837837837838,7246,370,6,1953,1958,1,"schnidi01"
678,"Brian Cardinal",2.6405589517642,-0.035343121968492,1.97256262416975,"PF",13.9725738396624,6623,474,12,2001,2012,6,"cardibr01"
679,"Luis Scola",2.63453621788823,0.0994055974239948,1.25883072612497,"PF",26.5622254758419,18142,683,9,2008,2016,4,"scolalu01"
680,"DeJuan Blair",2.62995920301572,0.508496493388645,0.599923795724577,"PF",16.4263038548753,7244,441,7,2010,2016,3,"blairde01"
681,"Patrick Mills",2.62677643084441,0.262063575351602,1.17126903642975,"PG",14.1623188405797,4886,345,7,2010,2016,2,"millspa02"
682,"Keith Van Horn",2.62176086312479,0.245248398807409,0.548259304136507,"SF",31.0348101265823,19614,632,9,1998,2006,5,"vanhoke01"
683,"Lou Williams",2.61568894792787,0.0224747030048631,1.0157782085734,"PG",23.0625,15867,688,11,2006,2016,4,"willilo02"
684,"Eric Snow",2.61301180384585,-0.67750698483643,1.19037816889104,"PG",26.9789251844046,25603,949,13,1996,2008,3,"snower01"
685,"Jack George",2.59822877358531,-1.05976442411114,1.68645141783777,"PG",31.5075757575758,16636,528,8,1954,1961,2,"georgja01"
686,"Paul Neumann",2.58761372727353,0.511135030440201,1.122612645214,"PG",24.1895833333333,11611,480,6,1962,1967,3,"neumapa01"
687,"Dennis Scott",2.58614479499594,-0.328199791922016,2.02377061679961,"SF",28.8278931750742,19430,674,10,1991,2000,6,"scottde01"
688,"Greg Anthony",2.58599581115111,-0.18375234966874,0.510537369469529,"PG",20.3108265424913,17447,859,11,1992,2002,6,"anthogr01"
689,"Joe Smith",2.56506174847249,-0.436176716123276,0.599489440246592,"PF",25.7335164835165,28101,1092,16,1996,2011,12,"smithjo02"
690,"Patrick Patterson",2.55721994823251,0.301157808317065,1.29470234052544,"PF",23.4763231197772,8428,359,6,2011,2016,3,"pattepa01"
691,"Bill McGill",2.55603241923575,1.26481631440862,1.58509481020483,"C",17.0260586319218,5227,307,5,1963,1970,9,"mcgilbi01"
692,"Raymond Felton",2.54132230972281,-0.454697762768386,1.14045123861377,"PG",33.1117166212534,24304,734,11,2006,2016,5,"feltora01"
693,"Rich Jones",2.53993102509328,-0.712484047809041,0.940136476761986,"SF",33.2138939670932,18168,547,8,1970,1977,5,"jonesri01"
694,"Billy Owens",2.53887907600772,-0.00257552845321269,0.743495500876998,"PF",29.5155482815057,18034,611,10,1992,2001,6,"owensbi01"
695,"Bob Lavoy",2.52721644287639,1.15071050005825,0.914871326115256,"PF",27.1376146788991,5916,218,3,1952,1954,3,"lavoybo01"
696,"Bob Rule",2.52390400098087,0.170989014438795,1.40498981719484,"C",29.4342431761787,11862,403,8,1968,1975,4,"rulebo01"
697,"Taj Gibson",2.51852078822276,0.296404465921542,0.580596135341107,"PF",24.296812749004,12197,502,7,2010,2016,1,"gibsota01"
698,"Skip Thoren",2.49284014546946,1.33145604004517,1.03641051039998,"C",28.9239130434783,5322,184,3,1968,1970,2,"thoresk01"
699,"Scott Burrell",2.48787705561075,0.374234695016104,1.46222603337729,"SF",19.371921182266,7865,406,8,1994,2001,4,"burresc01"
700,"Coby Dietrick",2.48630467569195,-0.547904141209951,0.736826224981682,"C",19.4428251121076,17343,892,13,1971,1983,5,"dietrco01"
701,"Ray Scott",2.47895747773014,-0.74823418459355,1.28620406019861,"PF",29.0651920838184,24967,859,11,1962,1972,3,"scottra01"
702,"Walt Hazzard",2.47833758705183,-0.736763494715181,1.15821001064481,"PG",26.5703324808184,20778,782,10,1965,1974,5,"abdulma01"
703,"Bobby Phills",2.47447092093428,0.276630090907224,1.23360778063469,"SG",28.4503042596349,14026,493,9,1992,2000,2,"phillbo01"
704,"Mitch Kupchak",2.45660933283006,-0.431528063799595,0.980544445488723,"PF",19.2387543252595,11120,578,9,1977,1986,2,"kupchmi01"
705,"Drew Gooden",2.45120157170494,-0.689278183842973,1.10753915974561,"PF",25.8012048192771,21415,830,14,2003,2016,10,"goodedr01"
706,"Muggsy Bogues",2.45062564254821,-0.472276245931863,0.952092021667203,"PG",28.7081497797357,26067,908,14,1988,2001,4,"boguemu01"
707,"Don Kojis",2.44709161284949,-0.616232820624526,1.72513221154507,"SF",23.6989117291415,19599,827,12,1964,1975,6,"kojisdo01"
708,"Carl Landry",2.44112004354177,0.130204228760323,0.737911360347408,"PF",22.8793774319066,11760,514,8,2008,2015,4,"landrca01"
709,"Slick Watts",2.43463377406204,0.0850126713653652,1.36074018291728,"PG",26.5088105726872,12035,454,6,1974,1979,3,"wattssl01"
710,"Armen Gilliam",2.43393380574896,-0.409986170783298,0.637607249540835,"PF",28.1547248182762,27113,963,13,1988,2000,6,"gilliar01"
711,"Josh McRoberts",2.42892934674919,0.590104110966,1.36131085831695,"PF",19.5736040609137,7712,394,9,2008,2016,6,"mcrobjo01"
712,"Gene Moore",2.40228121136003,-0.0413417855746193,0.839214881954097,"C",24.830078125,12713,512,7,1969,1975,6,"moorege01"
713,"Kenny Thomas",2.40034245708638,-0.388294632089817,0.728424994942776,"PF",27.4748091603053,17996,655,11,2000,2010,3,"thomake01"
714,"Mickael Pietrus",2.38928994184976,-0.841233922219281,1.23276304308898,"SF",21.4888178913738,13452,626,10,2004,2013,5,"pietrmi01"
715,"George Irvine",2.3538429784679,0.0191696739764957,1.85858254339489,"SF",19.6118980169972,6923,353,6,1971,1976,2,"irvinge01"
716,"DeSagana Diop",2.33906408455233,-0.970956540573895,0.916983794971148,"C",14.2289348171701,8950,629,12,2002,2013,4,"diopde01"
717,"Goo Kennedy",2.33555582241928,0.696288605452555,1.15738163353026,"SF",19.6676056338028,6982,355,6,1972,1977,5,"kennego01"
718,"Mark Olberding",2.32965003645365,-0.231868947739267,0.910086385985284,"PF",25.131,25131,1000,12,1976,1987,6,"olberma01"
719,"Ed Davis",2.32917409428602,0.881320892608014,1.30548118311001,"PF",20.6901041666667,7945,384,6,2011,2016,4,"davised01"
720,"Lester Conner",2.30502937933733,0.075627795733273,1.06989494715296,"PG",21.52,15064,700,12,1983,1995,7,"connele01"
721,"LaSalle Thompson",2.29397003248099,-0.856838022943798,0.760731117370185,"C",21.5054294175716,21785,1013,15,1983,1997,5,"thompla01"
722,"Scott Skiles",2.29390374537051,-0.778444982798517,1.21932565262336,"PG",27.9269102990033,16812,602,10,1987,1996,5,"skilesc01"
723,"Bob Warren",2.27283020994936,-0.384188084447626,0.640265440909521,"SG",20.8119001919386,10843,521,8,1969,1976,7,"warrebo01"
724,"Al Attles",2.23916744740121,-0.279321624205214,0.553692993025479,"PG",25.006468305304,19330,773,11,1961,1971,2,"attleal01"
725,"Eduardo Najera",2.23840226115424,-0.288453674743301,0.801575920627776,"PF",17.9085545722714,12142,678,12,2001,2012,5,"najered01"
726,"Vladimir Radmanovic",2.23796753114565,-0.624232579687295,0.751705391381731,"PF",21.8762755102041,17151,784,12,2002,2013,7,"radmavl01"
727,"Chris Ford",2.2274155765179,-0.243698862744804,0.863600854529074,"SG",27.6056338028169,23520,852,10,1973,1982,2,"fordch01"
728,"Dave Gambee",2.22680063305786,0.0131490908030264,0.984901974900288,"SF",20.2855191256831,14849,732,11,1959,1970,7,"gambeda01"
729,"Sly Williams",2.2106289797242,-0.0057858914712439,0.85269440400669,"SF",21.650641025641,6755,312,7,1980,1986,3,"willisl01"
730,"Darren Collison",2.20611002979864,0.056785278106926,0.873415082497994,"PG",28.8039215686275,13221,459,7,2010,2016,5,"collida01"
731,"Junior Bridgeman",2.19774133112923,-0.548550310639076,0.863166736585921,"SF",25.184855233853,22616,898,12,1976,1987,2,"bridgju01"
732,"Monk Meineke",2.1927514237689,-0.382310350375919,0.914776558174378,"PF",19.8097826086957,7290,368,5,1953,1958,3,"meinemo01"
733,"Harrison Barnes",2.19202305017911,-0.105695861423378,0.740006098637098,"SF",28.1959459459459,8346,296,4,2013,2016,1,"barneha02"
734,"Craig Hodges",2.18983917523556,-1.14354587189392,0.728902053081647,"SG",21.5238693467337,17133,796,10,1983,1992,4,"hodgecr01"
735,"Jimmy Walker",2.18193785935282,-0.143802847174866,0.665229657469885,"SG",33.712676056338,23936,710,9,1968,1976,4,"walkeji01"
736,"Gar Heard",2.16419415493099,-0.879676398594338,0.925082092266438,"PF",25.290780141844,21396,846,11,1971,1981,5,"heardga01"
737,"Willie Naulls",2.16412524223517,-0.504522578251212,0.653727208139592,"SF",28.1025299600533,21105,751,10,1957,1966,4,"naullwi01"
738,"Adrian Griffin",2.15584996029747,0.133581959281118,0.83546190457123,"SG",16.4361904761905,8629,525,9,2000,2008,5,"griffad01"
739,"Brevin Knight",2.14690819750897,-0.877295812999238,1.81961302324696,"PG",24.7994616419919,18426,743,12,1998,2009,9,"knighbr01"
740,"Kevin Loughery",2.13830416913704,-1.03260542690391,1.56166570248319,"SG",29.3032581453634,23384,798,11,1963,1973,3,"loughke01"
741,"Jamario Moon",2.13006201333421,0.482773330078545,1.01411244360469,"SF",21.9934426229508,6708,305,5,2008,2012,5,"moonja01"
742,"Morris Peterson",2.12771237978603,-0.157617563779263,0.677311256779262,"SG",27.0309139784946,20111,744,11,2001,2011,3,"petermo01"
743,"Samuel Dalembert",2.12722876490026,-0.220911347958925,0.50038614992851,"C",24.4873765093304,22308,911,13,2002,2015,6,"dalemsa01"
744,"John Block",2.12151437529905,0.0934724846017896,0.462254531821481,"PF",23.631067961165,14604,618,10,1967,1976,7,"blockjo01"
745,"Mike Woodson",2.11888986610698,-0.911056634546441,1.35816432948191,"SG",25.4931163954944,20369,799,11,1981,1991,7,"woodsmi01"
746,"Fabricio Oberto",2.11789747530491,0.437604279625809,1.02601847926888,"C",14.8507853403141,5673,382,6,2006,2011,3,"obertfa01"
747,"Kevin Porter",2.09699876931565,-0.619007476718645,0.827233382130209,"PG",29.014450867052,20078,692,10,1973,1983,5,"porteke01"
748,"Terrence Jones",2.09406181940354,1.37964668011701,1.37693205107616,"PF",25.0987654320988,4066,162,4,2013,2016,1,"joneste01"
749,"Paul Griffin",2.08909280187842,0.296160451000239,0.80592894019437,"PF",21.030612244898,10305,490,7,1977,1983,2,"griffpa01"
750,"Phil Jackson",2.08850278110357,-0.74755448823091,0.61479254457712,"PF",17.6475972540046,15424,874,12,1968,1980,2,"jacksph01"
751,"Charles Dudley",2.08802363979971,0.0329631758465989,0.976022712399651,"PG",17.4937027707809,6945,397,6,1973,1979,3,"dudlech01"
752,"Sarunas Marciulionis",2.08555455275112,0.0759280083582244,0.703711262827001,"SG",22.5342105263158,8563,380,7,1990,1997,4,"marcisa01"
753,"Spud Webb",2.07786289206572,-0.490382639637314,1.09291992892035,"PG",24.6342321219226,21013,853,12,1986,1998,4,"webbsp01"
754,"Jamal Crawford",2.07497197364599,-0.460316815596794,0.833104292245294,"SG",30.9532110091743,33739,1090,16,2001,2016,6,"crawfja01"
755,"Jim King",2.06105608568599,-1.51014132809217,1.84296432127659,"PG",18.5867647058824,12639,680,10,1964,1973,4,"kingji01"
756,"George Carter",2.06067275341893,-0.469035898433216,0.711050727028775,"SF",34.0923379174853,17353,509,8,1968,1976,8,"cartege01"
757,"Johnny Egan",2.05709921688141,-1.18888170974022,1.4170361129011,"PG",20.4177718832891,15395,754,11,1962,1972,7,"eganjo01"
758,"Tony Battie",2.04980827502947,-1.07237958992404,0.828261163644785,"C",20.7816349384099,18558,893,14,1998,2012,6,"battito01"
759,"Andrew Toney",2.04086930997868,-0.538584114723662,0.732038400462537,"SG",27.3222222222222,14754,540,8,1981,1988,1,"toneyan01"
760,"Adam Keefe",2.03742920320787,-0.312971097434207,1.0237569382723,"PF",16.1674008810573,11010,681,9,1993,2001,3,"keefead01"
761,"Bob Harris",2.03218309202484,-0.496506866546924,1.35239763108551,"SF",27.9189189189189,6198,222,3,1952,1954,1,"harribo01"
762,"Maurice Stokes",2.02511907976736,1.05098241234847,0.936764365614293,"PF",37.3546798029557,7583,203,3,1956,1958,2,"stokema01"
763,"Nate Robinson",2.01925788671446,-0.171443726982368,1.06106274026783,"PG",22.1876923076923,14422,650,11,2006,2016,8,"robinna01"
764,"Mel Counts",2.00634192564998,-0.739754044748169,0.892162615952372,"C",17.3741418764302,15185,874,12,1965,1976,6,"countme01"
765,"Guy Rodgers",1.98962595782442,-0.927284801690068,0.702094995156939,"PG",32.2174840085288,30220,938,12,1959,1970,5,"rodgegu01"
766,"Tristan Thompson",1.98901781108789,-0.314688664128949,1.49379984745607,"PF",29.0265486725664,9840,339,5,2012,2016,1,"thomptr01"
767,"Nikola Pekovic",1.98735788692128,0.297433773252907,0.732687305006495,"C",25.4362934362934,6588,259,5,2011,2015,1,"pekovni01"
768,"Fred Schaus",1.98433795929078,0.878253116772377,1.84142458885654,"SF",33.4433962264151,7090,212,3,1952,1954,2,"schaufr01"
769,"Walter Simon",1.97616900926865,-0.0568472796008851,0.528840110646051,"SF",25.8133333333333,15488,600,7,1968,1974,3,"simonwa01"
770,"Mike Mitchell",1.97356175942224,-0.720517768336163,0.87335071812207,"SF",32.367758186398,25700,794,11,1979,1990,2,"mitchmi01"
771,"Marvin Williams",1.97009039539903,-0.42398670621714,0.796500283092138,"SF",28.562582345191,21679,759,11,2006,2016,3,"willima02"
772,"Jim Washington",1.96371351388825,-0.381792706767439,0.92407056758398,"PF",29.1348039215686,23774,816,11,1966,1976,5,"washiji01"
773,"Jason Maxiell",1.95984048653852,-1.49551903155456,1.04503338262636,"C",18.3154670750383,11960,653,10,2006,2015,3,"maxieja01"
774,"Manny Leaks",1.95642039102208,-1.36385999420245,1.1031723116225,"C",28.3768736616702,13252,467,6,1969,1974,8,"leaksma01"
775,"Mike James",1.92052267584163,-1.04149556390396,1.38925810283027,"PG",23.5,14758,628,12,2002,2014,11,"jamesmi01"
776,"Bryant Stith",1.91786959407329,-0.392490396636349,0.724489649947358,"SG",28.1447587354409,16915,601,10,1993,2002,3,"stithbr01"
777,"Tyreke Evans",1.91345132260623,0.273316492707333,0.827851259632095,"SG",33.5072815533981,13805,412,6,2010,2015,2,"evansty01"
778,"Terry Mills",1.90572635855346,-0.496189385725715,0.753564508632743,"PF",24.2172661870504,16831,695,11,1991,2001,5,"millste01"
779,"Glenn Robinson",1.89841964609162,-0.184978191754832,0.763440265282293,"SF",36.3658872077029,26438,727,11,1995,2005,4,"robingl01"
780,"Lewis Lloyd",1.88546048693681,0.179091073935181,0.785596383921306,"SG",24.6222760290557,10169,413,7,1982,1990,3,"lloydle01"
781,"Brandon Bass",1.8838843369913,-0.295676840173893,0.551273214092277,"PF",22.6605633802817,16089,710,11,2006,2016,5,"bassbr01"
782,"Malik Rose",1.86548184859273,-1.20895931181244,1.01693847300196,"PF",16.5765363128492,14836,895,13,1997,2009,4,"rosema01"
783,"Brad Davis",1.86440810967641,-0.469724124364575,0.710803872809624,"PG",23.1133200795229,23252,1006,15,1978,1992,4,"davisbr01"
784,"John Salmons",1.86400742344113,-1.01622097061713,0.993214090969776,"SG",26.3997833152763,24367,923,13,2003,2015,6,"salmojo01"
785,"James Jones",1.85856568417994,-0.499541039030411,0.653754796827737,"SF",16.2480106100796,12251,754,13,2004,2016,5,"jonesja02"
786,"Michael Smith",1.84330806465969,0.543367730132082,0.730224216035552,"PF",23.485651214128,10639,453,7,1995,2001,3,"smithmi02"
787,"Austin Croshere",1.83295275880526,-0.365237640591271,0.608241129222764,"PF",17.4910591471802,12716,727,12,1998,2009,5,"croshau01"
788,"Arron Afflalo",1.8285735383412,-0.478655559294043,1.08958527700653,"SG",27.546925566343,17024,618,9,2008,2016,5,"afflaar01"
789,"Bobby Simmons",1.81802350784006,-0.41994896189437,1.16577055733612,"SF",24.64,11704,475,10,2002,2012,5,"simmobo01"
790,"Matt Geiger",1.81579494556689,-0.710058006922584,0.621053417058702,"C",21.6502546689304,12752,589,10,1993,2002,3,"geigema01"
791,"Darrell Walker",1.81370495435129,-0.149318555628178,1.37569951512003,"PG",25.3435013262599,19109,754,10,1984,1993,5,"walkeda01"
792,"Greg Buckner",1.8067450441545,-0.574638751192818,0.75904654141924,"SG",18.8618421052632,11468,608,10,2000,2009,5,"buckngr01"
793,"Andres Nocioni",1.801006277079,-1.20695058266241,0.980107695883735,"SF",23.56052141527,12652,537,8,2005,2012,3,"nocioan01"
794,"Jim Baechtold",1.79432256513958,-0.455708580700207,1.01569233643228,"SF",25.9484848484848,8563,330,5,1953,1957,2,"baechji01"
795,"Roy Hinson",1.78679112517742,-0.352856860997887,0.819161252255605,"SF",30.6627906976744,15822,516,8,1984,1991,3,"hinsoro01"
796,"Dan Anderson",1.77783129581338,1.30164207012036,1.61338432676626,"C",28.0206896551724,4063,145,2,1968,1969,4,"anderda01"
797,"Sam Bowie",1.7677655045927,-0.17858923155866,1.42143731027616,"C",27.3,14742,540,10,1985,1995,3,"bowiesa01"
798,"Ed Kalafat",1.76160311411839,-2.0892923569316,1.22761877486508,"SF",20.5044642857143,4593,224,3,1955,1957,1,"kalafed01"
799,"Leroy Ellis",1.7610318924557,-0.767674266920951,0.833177808286643,"C",26.0854316546763,29007,1112,14,1963,1976,4,"ellisle01"
800,"Travis Best",1.75674211299262,-0.702481959639362,0.761210241975258,"PG",21.2347600518807,16372,771,10,1996,2005,5,"besttr01"
801,"Thurl Bailey",1.74761596085872,-0.848707069020283,0.572787354595342,"PF",27.0712136409228,26990,997,12,1984,1999,2,"baileth01"
802,"John Johnson",1.73339848052985,-0.71020170976578,0.62809721588657,"SF",29.3874734607219,27683,942,12,1971,1982,4,"johnsjo01"
803,"Quinn Buckner",1.73218242824569,-0.56932577446124,0.596194279619417,"PG",21.9847522236341,17302,787,10,1977,1986,3,"bucknqu01"
804,"DeMar DeRozan",1.73052511837507,-0.694709868772907,1.24439475860396,"SG",33.7505330490405,15829,469,7,2010,2016,1,"derozde01"
805,"George McCloud",1.71647335083765,-1.079870155349,0.740179328420174,"SF",22.7833333333333,17771,780,12,1990,2002,5,"mccloge01"
806,"Rony Seikaly",1.68605146687864,-0.902204928143707,0.872740508236499,"C",31.5028901734104,21800,692,11,1989,1999,4,"seikaro01"
807,"Courtney Lee",1.67605133026676,-0.225977153846535,0.992489938835254,"SG",27.0709342560554,15647,578,8,2009,2016,5,"leeco01"
808,"Dorell Wright",1.67110281357966,0.0380468784053011,0.693289728677674,"SF",22.1347517730496,12484,564,11,2005,2015,4,"wrighdo01"
809,"Brent Price",1.67103487941727,-1.31830039576153,1.53691419189306,"PG",16.8149882903981,7180,427,9,1993,2002,4,"pricebr01"
810,"Randy Denton",1.66512386098057,-0.479026149986138,0.44553549880386,"C",24.8687350835322,10420,419,6,1972,1977,6,"dentora01"
811,"Patrick Beverley",1.66233084200996,1.0678649279835,0.755175087211981,"PG",27.3546511627907,4705,172,4,2013,2016,1,"beverpa01"
812,"Gene Littles",1.66032219444972,-0.122944554075189,1.26282676785903,"PG",24.6903765690377,11802,478,6,1970,1975,2,"littlge01"
813,"Gerald Henderson",1.65184890694887,-1.0124489649493,0.575401587137428,"PG",21.2992700729927,20426,959,13,1980,1992,7,"hendege01"
814,"Zaza Pachulia",1.64850513562681,-0.610660555535944,0.647007529387059,"C",20.992,18368,875,13,2004,2016,4,"pachuza01"
815,"Si Green",1.64578419788105,-1.85090332360823,1.47409360753018,"PG",25.0105485232068,11855,474,8,1957,1966,6,"greensi01"
816,"Dell Curry",1.64233172542645,-0.685423042476407,0.542819057854104,"SG",21.5520282186949,24440,1134,16,1987,2002,5,"curryde01"
817,"Rudy Fernandez",1.6412897208836,0.812296668323308,1.27312401664569,"SG",23.6966292134831,6327,267,4,2009,2012,2,"fernaru01"
818,"Tony Delk",1.63852058849095,-1.11919141281119,1.37912891314554,"PG",21.304347826087,12740,598,10,1997,2006,8,"delkto01"
819,"Nikola Vucevic",1.629631451724,0.629463319246856,0.747239907800839,"C",29.6481481481481,8005,270,5,2012,2016,2,"vucevni01"
820,"Tom Boswell",1.62898944459202,-0.175591146262265,0.824691051782374,"PF",18.9248704663212,7305,386,6,1976,1984,3,"bosweto01"
821,"Darnell Hillman",1.59847499668717,-0.435865251252679,0.600132788764071,"PF",25.5673575129534,19738,772,9,1972,1980,6,"hillmda01"
822,"Chris Childs",1.59678959197354,-1.02920764417694,0.889336405640687,"PG",25.3583061889251,15570,614,9,1995,2003,3,"childch01"
823,"Iman Shumpert",1.59174652795892,-0.3868237291543,0.909426104970968,"SG",26.5897435897436,7259,273,4,2012,2015,2,"shumpim01"
824,"Derek Smith",1.58766657277983,-0.686368904657413,1.53123101892563,"SG",23.6350710900474,9974,422,9,1983,1991,6,"smithde02"
825,"Jim Chones",1.58206582346969,-0.420508036002981,0.681754668692384,"C",29.7647058823529,24794,833,10,1973,1982,5,"choneji01"
826,"Keith Erickson",1.57564887775895,-1.38595296076326,1.29677243147838,"SF",24.8933177022274,21234,853,12,1966,1977,4,"erickke01"
827,"James Edwards",1.56433601302897,-1.11251670174716,0.93484844052975,"C",23.8999218139171,30568,1279,19,1978,1996,8,"edwarja01"
828,"Nazr Mohammed",1.5617336545698,-1.52984681902181,0.800429475540278,"C",15.7082179132041,17012,1083,17,1999,2015,8,"mohamna01"
829,"Ernie Grunfeld",1.54875212765761,-0.840052652911375,1.29676772012441,"SF",18.8571428571429,13860,735,9,1978,1986,3,"grunfer01"
830,"Eric Williams",1.54136558593635,-1.74455705991885,1.37081007029734,"SF",24.1637426900585,16528,684,12,1996,2007,7,"willier01"
831,"Mike Bantom",1.53318887366955,-0.333643145276185,0.514562231509034,"SF",27.6040816326531,20289,735,9,1974,1982,5,"bantomi01"
832,"James Johnson",1.52809793093841,-0.373701404587204,0.791179860561545,"SF",18.1745152354571,6561,361,7,2010,2016,4,"johnsja01"
833,"Jack McMahon",1.52673093508196,-2.72979820583058,0.897938784865686,"PG",27.4799301919721,15746,573,8,1953,1960,2,"mcmahja01"
834,"P.J. Tucker",1.52311256897903,0.552560358231757,1.00433757744782,"SF",26.9029850746269,7210,268,5,2007,2016,2,"tuckepj01"
835,"Don Otten",1.51349010676468,2.30920757991544,1.12670978116316,"C",24.6931818181818,2173,88,2,1952,1953,2,"ottendo01"
836,"Wali Jones",1.51090633464748,-2.2297593647501,1.12494125184893,"PG",23.32802124834,17566,753,11,1965,1976,5,"joneswa02"
837,"Charles Jones",1.50843958444354,-0.222749634133316,0.581011668839899,"PF",19.0727272727273,14686,770,15,1984,1998,5,"jonesch01"
