"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Equiv_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
539,"Kenny Smith",5.11622379122711,588,2.70620323235626,451,2.41002055887085,-0.261681717517071,1.23319907748933,"PG",30.1316770186335,24256,805,10,1988,1997,"HOU",6,"smithke01"
540,"Reggie Williams",5.10687305047779,469,4.24374054137904,717,0.863132509098754,-0.0798028918959313,1.44925340086678,"SF",26.5666131621188,16551,623,10,1988,1997,"DEN",6,"willire01"
541,"Mike Newlin",5.08525832717785,529,3.31862120267597,524,1.76663712450189,0.0202632618489062,1.50789263542664,"SG",29.4016298020955,25256,859,11,1972,1982,"HOU",3,"newlimi01"
542,"Charles Smith",5.03032507605548,457,4.47235417156414,830,0.557970904491346,0.542957815744765,1.86577091402398,"SF",28.5619047619048,17994,630,9,1989,1997,"NYK",3,"smithch01"
543,"Danny Schayes",5.02594706140895,578,2.77234455429408,466,2.25360250711487,-0.815053414973229,2.05785523091165,"C",19.3794531897266,23391,1207,18,1982,1999,"DEN",7,"schayda01"
544,"Greg Ostertag",5.01894473442149,635,2.28608805711615,417,2.73285667730535,0.281650480369156,0.986765219313765,"C",19.5514792899408,16521,845,11,1996,2006,"UTA",2,"ostergr01"
545,"Chuck Hayes",4.99734600823044,477,4.13840475826531,720,0.858941249965126,0.528504411661541,2.26567076771713,"C",18.2681481481481,12331,675,11,2006,2016,"HOU",3,"hayesch01"
546,"Andy Phillip",4.98620185799282,573,2.82824586743803,479,2.15795599055479,0.297949209346308,1.53266317420227,"PG",30.3826086956522,13976,460,7,1952,1958,"FTW",3,"phillan01"
547,"Mark West",4.982870551954,550,3.08511704848085,510,1.89775350347315,-0.769102077284212,1.4609621721125,"C",18.5383966244726,21968,1185,17,1984,2000,"PHO",7,"westma01"
548,"Mike Gminski",4.96673513023025,512,3.55151051603207,582,1.41522461419818,-0.0479618104262454,1.75776890263088,"C",25.6680369989723,24975,973,14,1981,1994,"NJN",4,"gminsmi01"
549,"Dee Brown",4.95170219286766,488,4.02473506294563,701,0.926967129922035,0.249957919491952,1.33749108455745,"PG",27.5821596244131,17625,639,12,1991,2002,"BOS",3,"brownde01"
550,"Larry Siegfried",4.9424082590614,541,3.13628684390276,518,1.80612141515864,0.526530527766145,1.00958147719142,"PG",24.5755166931638,15458,629,9,1964,1972,"BOS",4,"siegfla01"
551,"Dennis Awtrey",4.87990740228659,852,0.893209861823773,325,3.98669754046282,-1.12693509356166,3.55063944009311,"C",19.1335012594458,15192,794,12,1971,1982,"PHO",6,"awtrede01"
552,"Bob Kauffman",4.85382543765095,440,4.85382543765095,2764,0,0.767043189141075,1.67675545496694,"PF",25.6452830188679,13592,530,7,1969,1975,"BUF",4,"kauffbo01"
553,"Robin Lopez",4.84888261887145,485,4.04856886836995,739,0.800313750501507,0.708226657467711,2.73638077371898,"C",21.5788423153693,10811,501,8,2009,2016,"PHO",4,"lopezro01"
554,"Larry Smith",4.84656493814674,600,2.6173638618854,471,2.22920107626134,0.227170638026869,1.7699689428669,"PF",25.7505470459519,23536,914,13,1981,1993,"GSW",3,"smithla01"
555,"Brandan Wright",4.83439358864419,464,4.30476384500222,844,0.52962974364197,1.79380773753998,1.41918099300859,"PF",16.3023872679045,6146,377,8,2008,2016,"DAL",6,"wrighbr03"
556,"Orlando Woolridge",4.83245674659909,474,4.17278601970075,787,0.659670726898339,-0.0314103032101434,1.58536544311778,"SF",28.1240135287486,24946,887,13,1982,1994,"CHI",7,"woolror01"
557,"Mike Gale",4.82776381899255,856,0.885241299671898,332,3.94252251932065,-0.276185255282405,2.20473990332976,"PG",24.6508810572687,22383,908,11,1972,1982,"SAS",6,"galemi01"
558,"Damon Jones",4.81967108114144,668,2.02345917164747,407,2.79621190949397,-0.710190611667645,2.21804407538238,"PG",20.4329608938547,14630,716,11,1999,2009,"CLE",10,"jonesda01"
559,"Steve Stipanovich",4.80578042849753,459,4.42017795109539,928,0.385602477402134,1.01955020173401,2.56677412988458,"C",31.3022113022113,12740,407,5,1984,1988,"IND",1,"stipast01"
560,"Walt Williams",4.79582296128799,489,3.97393956676085,732,0.821883394527145,0.0317099088904467,1.13609105218105,"SF",26.1130551816958,19402,743,11,1993,2003,"POR",6,"williwa02"
561,"Jack George",4.77682019802975,1091,0.288857089535175,296,4.48796310849458,-1.04871379865687,2.83744287362181,"PG",31.5075757575758,16636,528,8,1954,1961,"PHW",2,"georgja01"
