"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Est_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
19,"Clyde Drexler",101.42467652377,20,68.6469069449159,18,32.7777695788543,4.54511013309521,9.14605307181217,"SG",35.0194963444354,43109,1231,15,1984,1998,"POR",2,"drexlcl01"
20,"Scottie Pippen",99.7346726477562,28,50.4930880287572,11,49.2415846189989,3.32525752110612,8.70021964831555,"SF",35.4790764790765,49174,1386,17,1988,2004,"CHI",3,"pippesc01"
21,"Kevin Garnett",99.4988743010732,13,81.9127988733201,51,17.5860754277531,3.91650807790535,10.75524439275,"PF",35.0551330798479,55317,1578,21,1996,2016,"MIN",3,"garneke01"
22,"John Stockton",94.0769690875804,21,66.911877557433,32,27.1650915301474,3.61162822548147,7.37049437615482,"PG",32.1245551601424,54162,1686,19,1985,2003,"UTA",1,"stockjo01"
23,"Dirk Nowitzki",90.4491681328736,22,62.1022852825077,27,28.3468828503659,3.5961636783767,10.6351077258956,"PF",35.959802538787,50991,1418,18,1999,2016,"DAL",1,"nowitdi01"
24,"Dolph Schayes",87.5176360865392,24,56.2591374294431,20,31.2584986570961,4.1441576616928,8.23951081068562,"PF",34.3777777777778,32487,945,13,1952,1964,"SYR",2,"schaydo01"
25,"Chris Paul",86.4435761044736,18,71.7290101800496,65,14.7145659244239,6.39678183892437,12.1240482878132,"PG",36.3410852713178,28128,774,11,2006,2016,"LAC",3,"paulch01"
26,"Dwyane Wade",81.6200466785227,26,50.9254996146497,22,30.6945470638731,4.25922784716427,10.2287400555632,"SG",36.5868644067797,34538,944,13,2004,2016,"MIA",1,"wadedw01"
27,"Elgin Baylor",72.9887763003601,40,39.8029048617556,17,33.1858714386045,3.11977202100213,9.30836825851997,"SF",40.1765306122449,39373,980,14,1959,1972,"LAL",2,"bayloel01"
28,"Artis Gilmore",71.251401480598,25,54.5185507355493,53,16.7328507450486,3.15941805675205,5.45917012732842,"C",35.5241427571728,50764,1429,17,1972,1988,"KEN",4,"gilmoar01"
29,"Reggie Miller",69.1441850656655,29,47.0483942612951,43,22.0957908043704,2.93206730973611,5.65082473631547,"SG",34.5251141552511,52927,1533,18,1988,2005,"IND",1,"millere01"
30,"Kevin Durant",66.1598626810839,36,43.769367283353,42,22.3904953977309,4.5499503423895,11.7432012107022,"SF",38.4584615384615,24998,650,9,2008,2016,"OKC",2,"duranke01"
31,"Jason Kidd",65.2745274906676,35,43.816464838302,44,21.4580626523656,2.50097881287165,6.347365177094,"PG",36.2808263395739,56199,1549,19,1995,2013,"DAL",4,"kiddja01"
32,"Sam Jones",65.0800299955059,54,30.801213099001,15,34.2788168965049,3.47765987364276,7.81637885328216,"SG",28.2331707317073,28939,1025,12,1958,1969,"BOS",1,"jonessa01"
33,"Manu Ginobili",64.6424786932605,41,37.1506330120737,30,27.4918456811868,3.98987126076339,8.11044437955943,"SG",27.15065913371,28834,1062,14,2003,2016,"SAS",1,"ginobma01"
34,"Paul Arizin",64.1157703761868,30,45.2955848362243,48,18.8201855399625,4.19886883621762,8.77098080442937,"SF",38.4345323741007,26712,695,9,1952,1962,"PHW",1,"arizipa01"
35,"Kevin McHale",62.2739721649731,48,34.1092507086097,28,28.1647214563634,3.15633737303976,7.75132269688898,"PF",31.4333333333333,35834,1140,13,1981,1993,"BOS",1,"mchalke01"
36,"Moses Malone",61.9711120005795,38,42.1748616305609,45,19.7962503700186,2.35165919051349,8.15875434697323,"C",34.3890675241158,53475,1555,21,1975,1995,"HOU",9,"malonmo01"
37,"Walt Frazier",61.5188652783574,47,34.1479270434179,31,27.3709382349394,3.15637812260974,7.13315327850257,"PG",38.037037037037,34918,918,13,1968,1980,"NYK",2,"fraziwa01"
38,"Pau Gasol",60.6062366497686,42,37.0770554515858,39,23.5291811981827,2.9360400587936,8.24826743755037,"C",35.7045045045045,39632,1110,15,2002,2016,"LAL",3,"gasolpa01"
39,"Neil Johnston",57.3488108861769,27,50.7232099786361,150,6.62560090754083,5.58715818447522,10.6850013181946,"C",35.2504638218924,19000,539,8,1952,1959,"PHW",1,"johnsne01"
40,"Horace Grant",56.7544413950519,67,27.9524559735508,26,28.8019854215011,2.21106965946035,7.62062216126347,"PF",33.552808988764,44793,1335,17,1988,2004,"CHI",4,"grantho01"
41,"Adrian Dantley",56.6840027263317,31,44.9379092812673,80,11.7460934450644,3.475736883376,6.83191516620043,"SF",35.6673151750973,36666,1028,15,1977,1991,"UTA",7,"dantlad01"
42,"Paul Pierce",56.4117780669668,39,40.9927045837269,63,15.4190734832399,2.64165016700889,5.79328585639966,"SF",35.7147887323944,50715,1420,18,1999,2016,"BOS",4,"piercpa01"
43,"Bill Sharman",55.1254394064913,64,28.3051266896361,34,26.8203127168552,3.35704820514522,5.32828001662833,"SG",32.1451187335092,24366,758,10,1952,1961,"BOS",1,"sharmbi01"
44,"Bailey Howell",55.0733502619816,34,44.2118921403457,90,10.8614581216358,3.40317648574212,7.61409980543032,"PF",32.1901544401544,33349,1036,12,1960,1971,"DET",4,"howelba01"
45,"Gary Payton",54.5613995900021,32,44.5320929778416,96,10.0293066121605,2.12197112241161,7.20821569613777,"PG",35.3243787777032,52598,1489,17,1991,2007,"SEA",5,"paytoga01"
46,"Cliff Hagan",53.5839558178523,61,28.3588898504082,36,25.2250659674442,2.93288649020017,8.97698170222991,"SF",29.0728051391863,27154,934,13,1957,1970,"STL",2,"hagancl01"
47,"Chauncey Billups",53.3974637488585,58,29.4674416509393,37,23.9300220979192,2.35309584570822,6.51079619792742,"PG",32.2363330529857,38329,1189,17,1998,2014,"DET",7,"billuch01"
48,"Isiah Thomas",53.1949021449641,83,23.7043213404976,24,29.4905808044665,2.10965108282907,8.30590780564059,"PG",36.451376146789,39732,1090,13,1982,1994,"DET",1,"thomais01"
49,"Larry Nance",53.0430824697744,33,44.4667083164209,117,8.57637415335344,3.75974456191172,5.71493889040547,"PF",33.5273279352227,33125,988,13,1982,1994,"CLE",2,"nancela01"
50,"James Worthy",52.2426888335211,98,21.2541331847639,21,30.9885556487571,2.00442124717329,7.37158309487615,"SF",33.0196445275959,35298,1069,12,1983,1994,"LAL",1,"worthja01"
51,"Ray Allen",51.5409560758245,46,34.2275963130153,52,17.3133597628092,2.25963459293429,5.51736826251822,"SG",35.6274643099932,52408,1471,18,1997,2014,"BOS",4,"allenra02"
52,"Walt Bellamy",50.663339064428,37,43.4109505991894,136,7.25238846523862,2.73533536950037,8.80957331098411,"C",37.5381083562902,40879,1089,14,1962,1975,"ATL",7,"bellawa01"
53,"Jeff Hornacek",48.805178472212,57,29.8963116510561,47,18.9088668211558,2.4682918187221,5.1060745102149,"SG",31.8241577649959,38730,1217,14,1987,2000,"UTA",3,"hornaje01"
54,"Bob Lanier",45.4785027488857,49,33.855057518365,83,11.6234452305207,2.97733451844785,7.10913581592794,"C",33.5906432748538,34464,1026,14,1971,1984,"DET",2,"laniebo01"
55,"Patrick Ewing",45.1172073719247,50,33.3470762280308,78,11.7701311438939,1.98353575807401,5.82754769473789,"C",34.6452344931921,45801,1322,17,1986,2002,"NYK",3,"ewingpa01"
56,"John Havlicek",44.7966329054725,125,17.7813311341187,33,27.0153017713538,1.51282910627311,5.76088375037668,"SF",36.9840499306519,53331,1442,16,1963,1978,"BOS",1,"havlijo01"
57,"George Mikan",44.6740256193981,96,21.7508243800186,40,22.9232012393795,5.4423099240486,11.6683653877249,"C",34.6830985915493,9850,284,4,1952,1956,"MNL",1,"mikange01"
58,"Sidney Moncrief",44.5937052042186,44,35.3802195832731,108,9.21348562094551,3.65498414642706,6.57720157435834,"SG",30.6697674418605,26376,860,11,1980,1991,"MIL",2,"moncrsi01"
59,"Bob Cousy",44.2381972845265,97,21.6370296594416,41,22.6011676250849,2.16306885424692,4.1254904749562,"PG",35.6392931392931,34285,962,13,1952,1970,"BOS",2,"cousybo01"
60,"Rick Barry",44.1113454260077,69,27.6832985961586,58,16.4280468298491,2.04698660853878,7.7928536537333,"SF",37.5235555555556,42214,1125,14,1966,1980,"GSW",6,"barryri01"
61,"Robert Parish",43.7493470806678,51,32.3140501387646,87,11.4352969419032,1.76288911434341,4.36436403866391,"C",28.9030640668524,51881,1795,21,1977,1997,"BOS",4,"parisro01"
62,"Bobby Jones",43.4226816036055,70,26.9530338732469,56,16.4696477303587,3.00971363878033,4.96071624838068,"PF",27.489010989011,30018,1092,12,1975,1986,"PHI",3,"jonesbo01"
63,"Dwight Howard",42.6918827593563,59,29.2166836706498,70,13.4751990887065,2.80122832935968,7.66842279239364,"C",35.7827050997783,32276,902,12,2005,2016,"ORL",3,"howardw01"
64,"James Harden",42.2654450335343,62,28.3541026517603,67,13.911342381774,4.58052457889597,9.99972446299385,"SG",32.6951672862454,17590,538,7,2010,2016,"HOU",2,"hardeja01"
65,"Stephen Curry",41.22251117784,68,27.7592699909108,71,13.4632411869292,4.53819068265768,10.7167531591802,"PG",35.4649681528662,16704,471,7,2010,2016,"GSW",1,"curryst01"
66,"Ben Wallace",41.219486564086,86,23.5981995379733,50,17.6212870261126,2.28021441511728,5.86211601398479,"C",30.0566502463054,36609,1218,16,1997,2012,"DET",6,"wallabe01"
67,"Terry Porter",41.0555832869821,79,24.5164211575691,55,16.5391621294129,1.82363298709783,7.39225929760168,"PG",28.1065808297568,39293,1398,17,1986,2002,"POR",4,"portete01"
68,"Zelmo Beaty",40.1105283672106,84,23.6820257666393,57,16.4285026005713,2.15777558376199,4.99195418486341,"C",33.8854581673307,34021,1004,12,1963,1975,"STL",4,"beatyze01"
69,"Wes Unseld",40.0884937535151,76,24.6411707539131,62,15.447322999602,2.21226880537344,3.59083619615484,"C",36.9184043517679,40721,1103,13,1969,1981,"WSB",3,"unselwe01"
70,"George Yardley",39.9623857517574,87,23.2336494309413,54,16.7287363208161,3.69297698163636,7.37149818109443,"SF",33.7607003891051,17353,514,7,1954,1960,"FTW",3,"yardlge01"
71,"Ed Macauley",39.1301986573376,52,31.8691089536259,135,7.26108970371162,3.8077040203815,8.04665607696134,"C",35.3629764065336,19485,551,8,1952,1959,"BOS",2,"macaued01"
72,"Shawn Marion",38.9349906831295,53,31.2013417381117,124,7.73364894501779,2.14566403326743,5.64588126311249,"SF",34.5393081761006,43934,1272,16,2000,2015,"PHO",5,"mariosh01"
73,"Tracy McGrady",38.8463040063993,43,35.6347087639573,257,3.21159524244202,2.81942522135847,9.65747284365805,"SG",32.7753036437247,32382,988,16,1998,2013,"HOU",7,"mcgratr01"
74,"Maurice Cheeks",38.642685949644,90,22.6783102046329,59,15.9643757450112,2.06914042250798,3.68460257789432,"PG",32.1661264181524,39693,1234,15,1979,1993,"PHI",5,"cheekma01"
75,"Kevin Johnson",37.9283556346446,74,24.7868696552788,74,13.1414859793659,2.56012404609456,5.52880365761884,"PG",34.4523809523809,28940,840,12,1988,2000,"PHO",2,"johnske02"
76,"Chet Walker",37.5625716349615,81,24.0143352488478,69,13.5482363861137,2.26048897592075,6.31170854116622,"SF",32.6481970096746,37121,1137,13,1963,1975,"CHI",3,"walkech01"
77,"Bill Laimbeer",37.5209593427542,80,24.2689814407865,73,13.2519779019678,2.25065534595436,4.28014498371366,"C",31.9144792548688,37691,1181,14,1981,1994,"DET",2,"laimbbi01"
78,"Marques Johnson",37.3813694173524,65,28.242184887656,109,9.1391845296964,3.17882140884415,5.05379084356829,"SF",34.6389261744966,25806,745,11,1978,1990,"MIL",3,"johnsma01"
79,"Russell Westbrook",37.134647162338,71,26.1288486775766,88,11.0057984847614,3.42918601248982,8.1686951234264,"PG",34.4410256410256,20148,585,8,2009,2016,"OKC",1,"westbru01"
80,"Dominique Wilkins",36.5161694775855,45,34.8143095225938,379,1.70185995499178,2.353560522375,6.15348433565208,"SF",35.6504424778761,40285,1130,15,1983,1999,"ATL",5,"wilkido01"
81,"Cedric Maxwell",36.4085471048851,105,20.647187064436,60,15.7613600404491,2.67029869661325,5.52524434602436,"SF",28.281750266809,26500,937,11,1978,1988,"BOS",3,"maxwece01"
82,"Robert Horry",36.1035280791529,242,7.95268861450181,29,28.1508394646511,1.24947101895615,5.0764254323421,"PF",25.0866025166543,33892,1351,16,1993,2008,"LAL",4,"horryro01"
83,"Hal Greer",36.0091599295627,85,23.6744822757927,75,12.33467765377,1.58772745480843,4.62949591347274,"SG",35.7742998352554,43430,1214,15,1959,1973,"PHI",2,"greerha01"
84,"Jack Sikma",35.7354183158838,55,30.3404094570131,181,5.39500885887072,2.22747105971127,5.08308313897685,"C",33.4995864350703,40501,1209,14,1978,1991,"SEA",2,"sikmaja01"
85,"Clyde Lovellette",34.6213539470795,77,24.5782445648311,95,10.0431093822484,3.16471275801189,4.60400552013656,"C",26.8007761966365,20717,773,11,1954,1964,"MNL",4,"lovelcl01"
86,"Frank Ramsey",34.6011717253219,195,10.7660084494736,38,23.8351632758483,2.33282161591959,6.12589664134455,"SG",24.5852981969487,17726,721,9,1955,1964,"BOS",1,"ramsefr01"
87,"Vince Carter",34.4577847774711,60,28.8951257599488,178,5.56265901752227,2.00993014091191,6.35568592737305,"SG",33.3057915057915,43131,1295,18,1999,2016,"TOR",6,"cartevi01"
88,"Vern Mikkelsen",34.2203605759131,102,20.878683082668,72,13.341677493245,2.72706839140088,6.77871511431565,"PF",32.4565560821485,20545,633,8,1952,1959,"MNL",1,"mikkeve01"
89,"Elton Brand",33.9734122269421,56,30.0462420393527,222,3.92717018758944,2.22928429294187,6.5170156509322,"PF",33.1433857539315,35828,1081,16,2000,2015,"LAC",5,"brandel01"
90,"Tom Heinsohn",33.8559047942376,148,14.3573279015095,46,19.4985768927281,2.45671023375691,4.03929285493616,"PF",29.6530343007916,22477,758,9,1957,1965,"BOS",1,"heinsto01"
91,"Chris Webber",33.5839975384232,63,28.3173264074155,184,5.26667113100763,2.16945527097659,4.84870016909434,"PF",37.0439077936334,33747,911,15,1994,2008,"SAC",6,"webbech01"
92,"Shawn Kemp",33.3131367587693,99,21.2502074893611,76,12.0629292694082,1.38851038411237,5.35657343211739,"PF",28.2967515364355,32230,1139,14,1990,2003,"SEA",4,"kempsh01"
93,"Eddie Jones",32.8283172170821,72,25.4586461591167,131,7.36967105796541,2.15250601673432,4.15975748651756,"SG",34.3410628019324,35543,1035,14,1995,2008,"MIA",5,"jonesed02"
94,"Larry Foust",32.3590419801534,103,20.7266006727257,82,11.6324413074277,2.48291651910966,7.91857991529567,"C",29.228802153432,21717,743,11,1952,1962,"FTW",3,"foustla01"
95,"Dennis Rodman",31.7839089992857,92,22.3894103123397,105,9.39449868694602,2.25410524328322,5.54906635942255,"PF",31.137037037037,33628,1080,14,1987,2000,"DET",5,"rodmade01"
96,"Willis Reed",31.2998577549958,111,19.5491673181163,79,11.7506904368795,2.38662679057756,6.08648166880113,"C",35.3214285714286,25714,728,10,1965,1974,"NYK",1,"reedwi01"
97,"Dikembe Mutombo",31.2345646278475,94,22.1178393787114,110,9.11672524913616,1.69182604776325,4.94481859022016,"C",30.769468003084,39908,1297,18,1992,2009,"HOU",6,"mutomdi01"
98,"Dan Issel",31.1885970273365,107,20.265045733013,89,10.9235512943235,1.59858702772322,3.62293654591672,"C",34.4233900814212,46506,1351,15,1971,1985,"DEN",3,"isselda01"
99,"Jerry Lucas",30.5876673826317,78,24.5366486991399,164,6.05101868349171,2.22752599725612,6.56529179004094,"PF",38.291897891232,34501,901,11,1964,1974,"CIN",3,"lucasje01"
100,"Gus Williams",30.4519320023497,141,15.0035427413062,61,15.4483892610435,1.60984519163227,4.96935708674764,"PG",31.2337662337662,28860,924,11,1976,1987,"SEA",4,"willigu01"
101,"Alex English",30.3227451197656,89,23.000634378196,133,7.32211074156959,1.65786587250237,4.6932754094629,"SF",32.1094369547978,40490,1261,15,1977,1991,"DEN",4,"englial01"
102,"Grant Hill",29.8919695189959,66,27.9654662205074,349,1.92650329848851,1.81801403182664,8.19962715799302,"SF",33.8103286384977,36008,1065,18,1995,2013,"DET",4,"hillgr01"
103,"Marc Gasol",29.4735749669948,109,20.1100239775698,106,9.36355098942498,3.20353464546126,6.04457272349802,"C",34.1986301369863,19972,584,8,2009,2016,"MEM",1,"gasolma01"
104,"Allen Iverson",29.0757400624793,93,22.1212451510881,140,6.95449491139118,1.64477040400519,4.68114292365057,"SG",41.4081218274112,40787,985,14,1997,2010,"PHI",4,"iversal01"
105,"Anfernee Hardaway",28.5151755687365,118,18.6987836970392,98,9.81639187169731,1.53573633529744,6.4488435190477,"SG",34.3111979166667,26351,768,14,1994,2008,"ORL",4,"hardaan01"
106,"Vlade Divac",28.4093713367035,116,18.9593646545024,102,9.45000668220104,1.82159524020403,3.55981443734753,"C",29.9330677290837,37566,1255,16,1990,2005,"LAL",3,"divacvl01"
107,"Chris Mullin",28.2189109236286,75,24.744010001689,242,3.47490092193958,2.08998507285298,5.02522556838485,"SF",32.3746452223273,34220,1057,16,1986,2001,"GSW",2,"mullich01"
108,"Andrei Kirilenko",27.3868851201275,73,25.4468807221508,347,1.94000439797668,2.81502828293991,6.05139900475503,"SF",29.8204225352113,25407,852,13,2002,2015,"UTA",3,"kirilan01"
109,"Fat Lever",27.1201907440788,82,23.8077416960025,252,3.3124490480762,2.55569687738888,6.15623315389294,"PG",31.56875,25255,800,11,1983,1994,"DEN",3,"leverfa01"
110,"Kawhi Leonard",27.0287938724927,169,12.3008020741771,64,14.7279917983155,4.337448153349,7.09327238321661,"SF",29.9422492401216,9851,329,5,2012,2016,"SAS",1,"leonaka01"
111,"Hersey Hawkins",26.9448159607753,127,17.456549909314,100,9.48826605146135,1.83169083036389,3.45282613788215,"SG",32.6991485335856,34563,1057,13,1989,2001,"PHI",4,"hawkihe01"
112,"Steve Nash",26.7850052210101,122,18.0941135277985,115,8.69089169321163,1.37833160098646,3.64352229070835,"PG",31.6813762154076,42358,1337,18,1997,2014,"PHO",3,"nashst01"
113,"Rasheed Wallace",26.1679627345044,146,14.6457346924532,85,11.5222280420512,1.33342746661626,3.2174456905944,"PF",32.7223950233281,42081,1286,16,1996,2013,"POR",6,"wallara01"
114,"Blake Griffin",26.1645360299414,101,21.0894193197406,189,5.07511671020072,3.89807877643252,5.10190549574615,"PF",35.5277777777778,15348,432,6,2011,2016,"LAC",1,"griffbl01"
115,"George Gervin",26.1611025221124,126,17.5932793119181,118,8.56782321019432,1.38773108856155,3.46722528238738,"SG",33.9064685314685,38789,1144,14,1973,1986,"SAS",4,"gervige01"
116,"Mookie Blaylock",26.0086929441546,88,23.1194654488239,284,2.88922749533064,1.50863231769525,6.58889880741132,"PG",35.1930010604454,33187,943,13,1990,2002,"ATL",3,"blaylmo01"
117,"Tim Hardaway",25.1973990820096,106,20.4983024459099,200,4.69909663609977,1.67678825405116,5.0779106847561,"PG",35.4041170097508,32678,923,13,1990,2003,"MIA",5,"hardati01"
118,"Larry Costello",25.1376966735276,128,17.3459558252428,123,7.79174084828474,2.1932876278208,3.71259404927295,"PG",29.9063324538259,22669,758,12,1955,1968,"SYR",3,"costela01"
119,"Joakim Noah",24.8509906034111,108,20.1642712184819,202,4.68671938492915,3.22267306008156,6.0234098001079,"C",30.1954397394137,18540,614,9,2008,2016,"CHI",1,"noahjo01"
120,"Dan Majerle",24.834749644353,143,14.8406049998616,97,9.99414464449143,1.61619084731533,3.43446058576938,"SG",31.9526901669759,34445,1078,14,1989,2002,"PHO",3,"majerda01"
121,"Detlef Schrempf",24.8250857423801,91,22.6470875319248,326,2.17799821045533,1.77769078844342,4.50518509165942,"SF",29.548,36935,1250,16,1986,2001,"SEA",4,"schrede01"
122,"Tyson Chandler",24.4885797993099,123,17.8568441402504,149,6.63173565905944,1.58541218805468,4.39833599436484,"C",28.7619047619048,28992,1008,15,2002,2016,"CHI",7,"chandty01"
123,"Doc Rivers",24.4345134624433,112,19.461868235705,192,4.97264522673826,2.30759417210069,4.66980408850049,"PG",27.4708994708995,25960,945,13,1984,1996,"ATL",4,"riverdo01"
124,"Jack Twyman",24.3813013558891,100,21.239331752894,264,3.14196960299509,2.20296369125907,4.22673862619626,"SF",31.7876312718786,27242,857,11,1956,1966,"CIN",2,"twymaja01"
125,"Alvan Adams",23.9101342999088,117,18.7048986382775,186,5.20523566163126,2.05331137757247,2.83977376355554,"C",27.6651031894934,29491,1066,13,1976,1988,"PHO",1,"adamsal01"
126,"Dave Cowens",23.8483504442181,139,15.1251335593963,114,8.72321688482178,1.68106074453111,4.62762196844487,"C",38.9859649122807,33333,855,11,1971,1983,"BOS",2,"cowenda01"
127,"Byron Scott",23.3478947168781,221,9.08358878761814,66,14.26430592926,0.749944078569327,4.4382366861639,"SG",28.2778662420382,35517,1256,14,1984,1997,"LAL",3,"scottby01"
128,"Brad Daugherty",23.2984169930133,119,18.5606299866326,197,4.73778700638074,2.72558607479975,5.60650928988132,"C",36.7215619694397,21629,589,8,1987,1994,"CLE",1,"daughbr01"
129,"Michael Cooper",23.2022401364354,327,4.92951939226282,49,18.2727207441726,0.989321690578434,4.31145896127485,"SG",27.2612872238232,28379,1041,12,1979,1990,"LAL",1,"coopemi01"
130,"Jerome Kersey",23.1213246740224,182,11.5823075795496,84,11.5390170944727,1.11429496196494,3.72060806549036,"SF",24.635652853792,31509,1279,17,1985,2001,"POR",6,"kerseje01"
131,"Sam Perkins",23.0180489634885,155,13.6586385861846,107,9.35941037730399,1.27848451515362,4.64149383860446,"PF",28.4810736407433,41383,1453,17,1985,2001,"SEA",4,"perkisa01"
132,"Andre Iguodala",23.010058418607,124,17.784910410749,185,5.22514800785807,1.95327526234007,3.6856024984244,"SF",35.9586507072905,33046,919,12,2005,2016,"PHI",3,"iguodan01"
133,"Terry Cummings",22.9385685705931,130,17.1054961685663,171,5.83307240202674,1.10803097692994,4.38102823948571,"PF",28.5050270688322,36857,1293,18,1983,2000,"SAS",7,"cummite01"
134,"Buck Williams",22.8924016400832,121,18.2959275942391,205,4.59647404584411,1.44438996730239,4.09468880421283,"PF",32.6318021201413,46174,1415,17,1982,1998,"POR",3,"willibu01"
135,"Kenny Sears",22.6616261836941,95,21.809080767283,530,0.852545416411075,3.48012038180458,8.22484762052348,"PF",27.9014869888476,15011,538,8,1956,1964,"NYK",2,"searske01"
136,"Chris Bosh",22.6178389952349,137,15.711382649777,142,6.90645634545789,1.68155137770086,3.06135030376281,"C",35.7938363443146,33682,941,13,2004,2016,"MIA",2,"boshch01"
137,"Alonzo Mourning",22.3901024204412,120,18.4390018762406,219,3.95110054420053,1.61038742747428,5.27234979690279,"C",30.6237942122186,28572,933,15,1993,2008,"MIA",3,"mournal01"
138,"Harry Gallatin",22.3750859860241,115,19.190884835105,260,3.18420115091915,2.88659071620862,5.03128021427123,"PF",31.7834274952919,16877,531,7,1952,1958,"NYK",2,"gallaha01"
139,"Marcus Camby",22.1103956715356,133,16.2468839898021,170,5.8635116817335,1.51420861409863,5.52814397558533,"C",29.4001901140684,30929,1052,17,1997,2013,"DEN",6,"cambyma01"
140,"Richie Guerin",22.0512480710715,131,16.5093770747226,179,5.5418709963489,1.64990914127926,5.0519889319127,"SG",32.352808988764,28794,890,13,1957,1970,"NYK",3,"gueriri01"
141,"Mark Price",21.9438182472211,114,19.2140841573427,296,2.72973408987846,2.023672490883,4.3302814966424,"PG",30.2353706111834,23251,769,12,1987,1998,"CLE",4,"pricema01"
142,"Bob McAdoo",21.4988942584068,110,19.6774885128203,358,1.82140574558643,1.20559109705991,5.42136929184546,"C",32.8128964059197,31041,946,14,1973,1986,"BUF",7,"mcadobo01"
143,"Kevin Love",21.2786516312826,104,20.6739267305238,602,0.604724900758773,3.22464328106906,8.76655133234943,"PF",32.9385964912281,15020,456,8,2009,2016,"MIN",2,"loveke01"
144,"Derek Harper",21.1837905595652,129,17.1544909492278,217,4.02929961033734,0.854676848297384,3.99764282856807,"PG",31.5432098765432,40880,1296,16,1984,1999,"DAL",4,"harpede01"
145,"Charles Oakley",21.1557363223508,157,13.5291820660216,126,7.62655425632915,0.850315767047603,3.76492380781063,"PF",31.8288920056101,45388,1426,19,1986,2004,"NYK",5,"oaklech01"
