Rank,player,Hall_Rating,Reg_Season_Rank,Reg_Season_Hall_Rating,Playoff_Rank,Playoff_Hall_Rating,Equiv_BPM,Best_Season,Position,MPG,Minutes,Games,Seasons,Rookie_Yr,Final_Yr,Primary_Team,Teams,player_id
974,Otis Smith,0.956226889,840,0.956226889,2764,0,-0.800176054,0.567994301,SG,20.38743455,7788,382,6,1987,1992,DEN,3,smithot01
975,Ben Poquette,0.953885797,849,0.905948932,1297,0.047936866,-0.449865178,0.549870448,PF,21.95844875,15854,722,10,1978,1987,CLE,4,poquebe01
976,Spencer Hawes,0.946264367,893,0.751531067,998,0.194733301,-1.151469624,0.520142605,C,23.57026144,14425,612,9,2008,2016,PHI,5,hawessp01
977,Enes Kanter,0.944278734,842,0.944278734,2764,0,-1.683160712,0.796524023,C,21.27184466,6573,309,5,2012,2016,UTA,2,kanteen01
978,Charles Williams,0.932401648,2775,0,622,0.932401648,-2.040618131,0.855584446,PG,31.00995025,12466,402,6,1968,1973,MMP,6,willich01
979,JaVale McGee,0.928277084,896,0.738036634,1008,0.19024045,-0.373239559,0.492598383,C,19.97727273,7911,396,8,2009,2016,DEN,4,mcgeeja01
980,Marc Iavaroni,0.92587379,2775,0,623,0.92587379,-2.544854177,0.865544698,PF,15.83972125,9092,574,7,1983,1989,UTA,3,iavarma01
981,Keon Clark,0.921614929,898,0.735316842,1015,0.186298088,-0.187945614,0.411228439,C,22.09711286,8419,381,6,1999,2004,TOR,4,clarkke01
982,Al-Farouq Aminu,0.916888517,1069,0.327874197,723,0.58901432,-0.931353076,0.58901432,SF,22.79596977,9050,397,6,2011,2016,DAL,5,aminual01
983,Jay Vincent,0.914934304,846,0.914934304,2764,0,-1.099120201,0.433744504,SF,26.91693811,16527,614,9,1982,1990,DAL,6,vinceja01
984,Hubert Davis,0.9102151,926,0.664644414,948,0.245570687,-1.447624816,0.403572225,SG,21.7493188,15964,734,12,1993,2004,NYK,6,davishu01
985,Eric Piatkowski,0.908211189,869,0.834062358,1204,0.074148831,-0.616669908,0.337550442,SG,18.30521092,14754,806,14,1995,2008,LAC,4,piatker01
986,Joel Kramer,0.905126372,2775,0,627,0.905126372,-0.884451493,0.804364883,PF,12.83146067,4568,356,5,1979,1983,PHO,1,kramejo01
987,Chris Gatling,0.900842934,955,0.587909026,888,0.312933908,-1.234683642,0.405871386,PF,19.65874126,14056,715,11,1992,2002,GSW,8,gatlich01
988,Martell Webster,0.897624735,850,0.897624735,2764,0,-0.814002709,0.824999893,SF,23.85451505,14265,598,10,2006,2015,POR,3,webstma02
989,Steve Johnson,0.896454976,851,0.896454976,2764,0,-0.840308341,0.335394923,C,21.69640063,13864,639,10,1982,1991,POR,7,johnsst03
990,Terry Furlow,0.894744833,1369,0.034245655,640,0.860499177,-1.374808458,0.843356907,SG,20.0745098,5119,255,4,1977,1980,ATL,4,furlote01
991,Jeremy Evans,0.891825139,863,0.857080651,1354,0.034744489,0.749236796,0.294506685,SF,10.69396552,2481,232,6,2011,2016,UTA,2,evansje01
992,Glen Gondrezick,0.890581319,854,0.889380841,1518,0.001200477,-0.01968786,0.391075663,SF,17.18222222,7732,450,6,1978,1983,DEN,2,gondrgl01
993,Jon Koncak,0.890413124,1079,0.311431834,728,0.57898129,-0.643877403,0.316604417,C,20.83273596,17437,837,11,1986,1996,ATL,2,koncajo01
994,Jim Hadnot,0.888814114,855,0.888814114,2764,0,1.107762996,0.888814114,C,39.01298701,3004,77,1,1968,1968,OAK,1,hadnoji01
995,Devean George,0.886302425,1249,0.097655052,660,0.788647373,-1.371715498,0.589183882,SF,18.38128492,13161,716,11,2000,2010,LAL,3,georgde01
996,Henry Logan,0.880067108,1014,0.451308119,808,0.428758989,-0.048238122,0.451308119,PG,22.328,2791,125,3,1969,1971,OAK,3,loganhe01
997,Bob Hansen,0.877180056,1137,0.20458717,699,0.672592886,-1.483795711,0.437917234,SG,19.52403846,12183,624,9,1984,1992,UTA,3,hansebo01
998,Jason Collins,0.877016863,1320,0.055342289,653,0.821674574,-1.841309898,0.821674574,C,20.49156627,17008,830,13,2002,2014,NJN,7,collija04
999,Clemon Johnson,0.867476993,987,0.509101457,858,0.358375536,-0.835954322,0.210360319,C,17.44619105,14428,827,10,1979,1988,PHI,4,johnscl01
1000,Khris Middleton,0.86582779,859,0.86582779,2764,0,-0.425029113,0.86582779,SF,29,6003,207,4,2013,2016,MIL,2,middlkh01
1001,Billy Ray Bates,0.861250303,1158,0.181990223,695,0.67926008,-1.139922299,0.487457391,SG,18.37823834,3547,193,4,1980,1983,POR,3,batesbi01
1002,Johnny Newman,0.859217907,889,0.753871686,1141,0.105346221,-1.08246985,0.753871686,SF,24.4457429,29286,1198,16,1987,2002,NYK,7,newmajo01
1003,Fred Scolari,0.858256516,980,0.516961042,869,0.341295474,-1.386666928,0.404643012,PG,26.22137405,6870,262,4,1952,1955,FTW,3,scolafr01
1004,Phil Hubbard,0.857309477,884,0.777192996,1192,0.080116481,-0.733043452,0.628810475,SF,23.75334324,15986,673,10,1980,1989,CLE,2,hubbaph01
1005,Glen Davis,0.851698345,2775,0,644,0.851698345,-1.487035623,0.475753018,PF,20.78360656,12678,610,8,2008,2015,BOS,3,davisgl01
1006,Alvin Scott,0.850711091,917,0.681865808,1036,0.168845282,-0.620407813,0.366744213,SF,17.05087209,11731,688,8,1978,1985,PHO,1,scottal01
1007,Carey Scurry,0.849529321,865,0.849529321,2764,0,0.731687451,0.69144799,SF,13.2287234,2487,188,3,1986,1988,UTA,2,scurrca01
1008,Gorgui Dieng,0.84777938,866,0.84777938,2764,0,0.940019878,0.828751034,C,22.30821918,3257,146,3,2014,2016,MIN,1,dienggo01
1009,Jim Price,0.844714756,867,0.844714756,2764,0,-0.786391882,0.481035749,PG,24.94746717,13297,533,7,1973,1979,LAL,5,priceji01
1010,Gary Trent,0.844411193,868,0.844411193,2764,0,-0.952927754,0.614684375,PF,18.91011236,10098,534,9,1996,2004,MIN,4,trentga01
1011,Corey Brewer,0.837063276,891,0.751962278,1180,0.085100999,-1.336192184,0.64066324,SF,25.30820771,15109,597,9,2008,2016,MIN,4,breweco01
1012,Erick Strickland,0.834667419,902,0.729022615,1139,0.105644803,-1.698853037,0.653047599,SG,19.94241843,10390,521,9,1997,2005,DAL,6,stricer01
1013,Marquis Daniels,0.834260066,890,0.753053733,1188,0.081206333,-1.331969273,0.432283751,SG,20.29363785,12440,613,10,2004,2013,DAL,4,daniema01
1014,Ime Udoka,0.831641444,1057,0.3512194,777,0.480422044,-0.948898535,0.480422044,SF,17.95548961,6051,337,7,2004,2011,SAS,5,udokaim01
1015,Alvin Williams,0.830935817,901,0.730971561,1150,0.099964256,-0.666662604,0.310421446,PG,27.80962343,13293,478,9,1998,2007,TOR,3,willial02
1016,Shandon Anderson,0.826802253,1006,0.465996128,855,0.360806125,-1.144132519,0.314875924,SG,21.71626734,17221,793,10,1997,2006,UTA,4,andersh01
1017,Noble Jorgensen,0.826787577,887,0.765436827,1243,0.06135075,-0.256426777,0.765436827,C,19.77241379,2867,145,2,1952,1953,SYR,1,jorgeno01
1018,Stan McKenzie,0.825397331,872,0.825397331,2764,0,-1.031372698,0.617217978,SF,18.73449132,7550,403,7,1968,1974,PHO,4,mckenst01
1019,Mark Blount,0.823425106,942,0.620535106,983,0.20289,-1.98766942,0.620535106,C,22.88995215,14352,627,9,2001,2009,BOS,4,blounma01
1020,Jonas Valanciunas,0.821062967,876,0.821062967,2764,0,0.38951077,0.670431189,C,26.40322581,6548,248,4,2013,2016,TOR,1,valanjo01
1021,Don Reid,0.818005266,892,0.751598943,1229,0.066406323,-0.468231129,0.432154161,PF,13.12679426,5487,418,8,1996,2003,DET,3,reiddo01
1022,Anthony Peeler,0.810696393,1096,0.274009206,750,0.536687187,-1.072480231,0.371233091,SG,24.75226244,21881,884,13,1993,2005,MIN,5,peelean01
1023,Harvey Catchings,0.808507761,1106,0.259522374,740,0.548985387,-0.960943506,0.276954956,C,17.65809769,13738,778,11,1975,1985,MIL,4,catchha01
1024,Darnell Valentine,0.808089311,1029,0.410765827,829,0.397323484,-1.269909003,0.313787031,PG,23.37770898,15102,646,9,1982,1991,POR,3,valenda01
1025,Ricky Davis,0.801123125,880,0.801123125,2764,0,-0.89644444,0.587945484,SG,29.83935743,22290,747,12,1999,2010,BOS,6,davisri01
1026,Ronald Franz,0.797287578,881,0.797287578,2764,0,-0.940833194,0.707831687,SF,24.52619048,10301,420,6,1968,1973,FLO,5,franzro01
1027,Lionel Simmons,0.791695559,953,0.594070893,994,0.197624666,-0.395892251,0.324783268,SF,29.58296943,13549,458,7,1991,1997,SAC,1,simmoli01
1028,Harold Pressley,0.791364317,882,0.791364317,2764,0,-0.419610225,0.791364317,SF,22.74916388,6802,299,4,1987,1990,SAC,1,pressha01
1029,John Tresvant,0.790054291,1045,0.375486596,815,0.414567694,-0.597264306,0.31263212,PF,21.96661102,13158,599,9,1965,1973,BAL,6,tresvjo01
1030,Marv Roberts,0.787854255,1275,0.079286396,685,0.708567859,-1.874737688,0.687316722,SF,19.16666667,8165,426,6,1972,1977,DNR,5,roberma01
1031,Don May,0.779076953,897,0.736635414,1321,0.042441539,-1.305892134,0.736635414,SF,17.16284987,6745,393,7,1969,1975,NYK,5,maydo01
1032,Chris Whitney,0.778117969,883,0.778117969,2764,0,-1.057825951,0.653500829,PG,17.28862479,10183,589,11,1994,2004,WAS,5,whitnch01
1033,Anthony Johnson,0.773751379,1265,0.088829906,693,0.684921473,-1.756385588,0.430152048,PG,19.17245241,17121,893,13,1998,2010,ATL,7,johnsan02
1034,Chico Vaughn,0.773574807,1064,0.340259243,804,0.433315564,-1.103045621,0.379166989,SG,25.78624535,13873,538,8,1963,1970,STL,4,vaughch01
1035,Jae Crowder,0.771412977,1013,0.452947877,882,0.318465099,-0.245625285,0.339567497,SF,18.42366412,4827,262,4,2013,2016,DAL,2,crowdja01
1036,Larry Spriggs,0.771141281,2775,0,667,0.771141281,-1.705773874,0.704277055,SF,12.55778894,2499,199,5,1982,1986,LAL,3,sprigla01
1037,Tim Perry,0.771090749,959,0.584414366,1013,0.186676383,-1.030280405,0.553434155,PF,19.32142857,9738,504,8,1989,1996,PHO,3,perryti01
1038,Dean Meminger,0.764320879,1048,0.366535309,828,0.39778557,-0.694582718,0.39778557,SG,20.24511931,9333,461,6,1972,1977,NYK,2,meminde01
1039,Vincent Askew,0.762097026,949,0.60303575,1051,0.159061276,-0.507013622,0.503381954,SG,19.47388781,10068,517,9,1988,1998,SEA,8,askewvi01
1040,Elliot Perry,0.762027982,990,0.503902604,937,0.258125377,-2.076618407,0.325489695,PG,17.05633803,9688,568,10,1992,2002,PHO,7,perryel01
1041,Leon Powe,0.76001388,888,0.76001388,2764,0,-0.664396894,0.420598465,C,13.42066421,3637,271,5,2007,2011,BOS,3,powele01
1042,Darwin Cook,0.753039736,919,0.680818428,1213,0.072221308,-0.784967724,0.65325017,PG,23.04709576,14681,637,8,1981,1989,NJN,4,cookda01
1043,Tim Bassett,0.749216379,2775,0,671,0.749216379,-1.675602895,0.749216379,PF,23.78672032,11822,497,7,1974,1980,NJN,5,basseti01
1044,Pooh Richardson,0.748684447,894,0.748684447,2764,0,-0.872910993,0.594630785,PG,30.25116279,19512,645,10,1990,1999,LAC,3,richapo01
1045,Aaron Brooks,0.748398531,1085,0.297346254,796,0.451052277,-1.196728366,0.451052277,PG,22.99809886,12097,526,8,2008,2016,HOU,5,brookaa01
1046,Mike Barrett,0.743371267,2775,0,673,0.743371267,-0.791208189,0.427860943,SG,29.11594203,6027,207,4,1970,1973,VIR,3,barremi01
1047,Al Skinner,0.735724961,1050,0.361281557,846,0.374443404,-0.454269833,0.374443404,SG,21.51123596,7658,356,6,1975,1980,NYA,5,skinnal01
1048,Len Chappell,0.725916113,1055,0.354242836,848,0.371673277,-1.282249944,0.354242836,PF,17.76005747,12361,696,10,1963,1972,CIN,10,chapple01
1049,Andray Blatche,0.72528106,936,0.637952627,1175,0.087328433,-0.817958002,0.637952627,PF,21.8037225,12886,591,9,2006,2014,WAS,2,blatcan01
1050,Larry McNeill,0.72411147,2775,0,678,0.72411147,-0.693953133,0.688648356,PF,16.88673139,5218,309,6,1974,1979,GSW,6,mcneila01
1051,C.J. Watson,0.720882771,922,0.666405797,1272,0.054476974,-0.488560736,0.436074658,PG,20.29233512,11384,561,9,2008,2016,CHI,5,watsocj01
1052,Kris Humphries,0.714706314,907,0.714706314,2764,0,-1.301651346,0.317783727,PF,18.21030641,13075,718,12,2005,2016,TOR,7,humphkr01
1053,George Stone,0.707781024,1139,0.202367149,765,0.505413875,-0.183956406,0.505413875,SF,27.55442177,8101,294,4,1969,1972,LAS,3,stonege01
1054,Corky Devlin,0.701641012,2775,0,687,0.701641012,-2.662321948,0.586726078,SG,19.57013575,4325,221,3,1956,1958,FTW,2,devlico01
1055,Al Harrington,0.699996133,971,0.555479807,1074,0.144516326,-1.046345127,0.390267068,PF,28.12065637,29133,1036,16,1999,2014,IND,7,harrial01
1056,Jud Buechler,0.69701788,951,0.602060673,1162,0.094957207,-1.250053955,0.496786219,SF,11.38432364,9005,791,12,1991,2002,CHI,7,buechju01
1057,Lee Shaffer,0.696034925,1102,0.264320956,806,0.431713968,-0.969013421,0.431713968,SF,28.11004785,5875,209,3,1962,1964,SYR,2,shaffle01
1058,Mike McGee,0.69277056,1115,0.245004458,798,0.447766103,-1.308013114,0.245004458,SF,17.19217687,10109,588,9,1982,1990,LAL,5,mcgeemi01
1059,Kevin Williams,0.6890205,2775,0,691,0.6890205,-2.86700159,0.6890205,SG,11.66903915,3279,281,5,1984,1989,SEA,5,willike01
1060,Phil Jordon,0.68871246,1002,0.472164815,972,0.216547646,-2.302129716,0.472164815,C,24.09388646,11035,458,7,1957,1963,DET,4,jordoph01
1061,Johnny McCarthy,0.686883976,2775,0,692,0.686883976,-2.253294107,0.549190117,PG,28.09912536,9638,343,6,1957,1964,STL,4,mccarjo01
1062,Tyrone Nesby,0.682784297,916,0.682784297,2764,0,-1.437478455,0.682784297,SF,26.11372549,6659,255,4,1999,2002,LAC,2,nesbyty01
1063,Franklin Edwards,0.680295764,2775,0,694,0.680295764,-3.417022194,0.65983828,PG,14.41324921,4569,317,7,1982,1988,PHI,3,edwarfr01
1064,Wayne Cooper,0.677809607,1051,0.358458027,881,0.319351579,-1.396124255,0.358458027,C,20.36862004,21550,1058,14,1979,1992,DEN,5,coopewa01
1065,Gary Brokaw,0.677576734,2775,0,696,0.677576734,-2.35927073,0.632726961,SG,19.74089069,4876,247,4,1975,1978,MIL,3,brokaga01
1066,Walter McCarty,0.675423803,2775,0,698,0.675423803,-1.599686421,0.592844343,PF,17.39593114,11116,639,10,1997,2006,BOS,4,mccarwa01
1067,Dale Schlueter,0.675137618,929,0.659724667,1429,0.015412951,-0.47484183,0.659724667,C,16.14096186,9733,603,10,1969,1978,BUF,6,schluda01
1068,Fred Jones,0.674642349,1141,0.199715802,779,0.474926547,-0.982675698,0.443536516,SG,23.67818575,10963,463,7,2003,2009,IND,5,jonesfr01
1069,Lionel Hollins,0.674583221,1101,0.265227259,821,0.409355962,-1.403126484,0.265227259,PG,27.66133333,20746,750,10,1976,1985,POR,5,hollili01
1070,Charlie Criss,0.668515866,2775,0,700,0.668515866,-2.072091622,0.668515866,PG,21.20090293,9392,443,8,1978,1985,ATL,3,crissch01
1071,Larry Miller,0.665242396,924,0.665242396,2764,0,-0.995871737,0.665242396,SG,30.49292929,15094,495,7,1969,1975,CAR,5,millela01
1072,Clint Capela,0.662417163,1123,0.232046329,807,0.430370834,1.162322984,0.430370834,C,10.90697674,469,43,2,2015,2016,HOU,1,capelca01
1073,Ron Brewer,0.662409876,1082,0.303197188,856,0.359212689,-1.770787693,0.359212689,SG,25.7311412,13303,517,8,1979,1986,POR,6,brewero01
1074,Tyler Zeller,0.661411593,928,0.661411593,2764,0,-0.68139235,0.661411593,C,20.58264463,4981,242,4,2013,2016,BOS,2,zellety01
1075,Wayne Chapman,0.656090114,2775,0,701,0.656090114,-3.852681705,0.333184892,SF,15.45132743,3492,226,4,1969,1972,KEN,3,chapmwa01
1076,Cory Joseph,0.651802442,938,0.629960381,1402,0.021842061,0.148312582,0.277304997,PG,14.25384615,3706,260,5,2012,2016,SAS,2,josepco01
1077,Markieff Morris,0.651148474,931,0.651148474,2764,0,-0.544057689,0.651148474,PF,25.33855799,8083,319,5,2012,2016,PHO,1,morrima02
1078,Johnny Dawkins,0.649582356,932,0.649582356,2764,0,-1.401873811,0.512925849,PG,27.61371841,15298,554,9,1987,1995,PHI,3,dawkijo01
1079,Ed Nealy,0.649160213,1027,0.418069459,958,0.231090754,-0.775438308,0.409270095,PF,12.5095986,7168,573,10,1983,1993,PHO,5,nealyed01
1080,Kevin Kunnert,0.649087064,948,0.603560771,1307,0.045526293,-0.610572017,0.33184504,C,22.00519031,12719,578,9,1974,1982,HOU,4,kunneke01
1081,Bingo Smith,0.646880261,979,0.517799638,1097,0.129080623,-1.396018512,0.517799638,SG,25.90826727,22877,883,11,1970,1980,CLE,3,smithbi02
1082,Speedy Claxton,0.646466879,962,0.579363343,1226,0.067103536,-0.809742748,0.343942699,PG,24.52197802,8926,364,7,2002,2009,ATL,6,claxtsp01
1083,Jeremy Lin,0.645224097,935,0.645224097,2764,0,-0.143941024,0.418059452,PG,26.72292994,8391,314,6,2011,2016,HOU,5,linje01
1084,Stephen Vacendak,0.644564705,2775,0,705,0.644564705,-1.699324626,0.644564705,PG,21.28865979,2065,97,3,1968,1970,PTP,3,vacenst01
1085,Jodie Meeks,0.6443244,940,0.62332427,1409,0.02100013,-0.341096443,0.416390151,SG,23.78440367,10370,436,7,2010,2016,PHI,4,meeksjo01
1086,Dick Farley,0.639281952,2775,0,708,0.639281952,-0.905180559,0.639281952,SG,17.99141631,4192,233,3,1955,1959,SYR,2,farledi01
1087,Randy Breuer,0.637512325,1030,0.40694001,959,0.230572315,-1.356469244,0.326775687,C,18.04183536,13369,741,11,1984,1994,MIL,4,breuera01
1088,Luther Head,0.636036453,937,0.636036453,2764,0,-0.737144822,0.636036453,SG,22.17222222,7982,360,6,2006,2011,HOU,4,headlu01
1089,Russ Lee,0.628538983,2775,0,709,0.628538983,-3.32044884,0.354183873,SF,5.62037037,607,108,3,1973,1975,MIL,2,leeru01
1090,Richard Dumas,0.627967009,999,0.476696937,1067,0.151270072,-0.384522071,0.476696937,SF,21.328125,2730,128,3,1993,1996,PHO,2,dumasri02
1091,Ramon Sessions,0.626545942,939,0.626545942,2764,0,-1.250897232,0.427996821,PG,24.91474245,14027,563,9,2008,2016,MIL,7,sessira01
1092,Gerald Green,0.619526032,943,0.619526032,2764,0,-2.095632468,0.579307588,SF,19.54565702,8776,449,9,2006,2016,BOS,8,greenge01
1093,Rodney Stuckey,0.617506425,964,0.576185303,1326,0.041321123,-0.842970806,0.346929894,PG,28.47855918,16603,583,9,2008,2016,DET,2,stuckro01
1094,Wilbur Holland,0.615383993,944,0.615383993,2764,0,-0.258108236,0.615383993,SG,29.58781362,8255,279,4,1976,1979,CHI,2,hollawi01
1095,Jim Davis,0.612894665,1384,0.028646944,727,0.584247721,-0.973751286,0.422205894,C,16.52222222,10409,630,8,1968,1975,ATL,4,davisji01
1096,Wayman Tisdale,0.612872308,1019,0.435010477,1027,0.177861832,-1.103720424,0.177861832,PF,28.13109049,24249,862,12,1986,1997,PHO,3,tisdawa01
1097,Nick Weatherspoon,0.612468846,2775,0,715,0.612468846,-1.740268628,0.612468846,SF,21.47727273,10395,484,7,1974,1980,WSB,5,weathni01
1098,Steve Novak,0.61183551,973,0.537358358,1202,0.074477152,-0.697059664,0.394278915,SF,12.24364407,5779,472,10,2007,2016,NYK,8,novakst01
1099,Jaren Jackson,0.606900276,1194,0.147150287,788,0.459749989,-1.159594495,0.285260415,SG,16.8893617,7938,470,12,1990,2002,SAS,9,jacksja01
1100,Sherman Douglas,0.605263706,986,0.510117045,1160,0.095146661,-1.200965712,0.431100672,PG,27.71355499,21672,782,12,1990,2001,BOS,5,douglsh01
1101,Lucious Harris,0.602872881,1095,0.274654289,876,0.328218592,-1.462260267,0.274654289,SG,19.65807963,16788,854,12,1994,2005,NJN,4,harrilu01
1102,Anthony Bonner,0.602208372,950,0.602208372,2764,0,-1.091340103,0.602208372,PF,22.12316716,7544,341,6,1991,1996,NYK,3,bonnean01
1103,Errol Palmer,0.59353313,1005,0.467752683,1102,0.125780447,1.495035656,0.467752683,SF,18.34782609,1266,69,1,1968,1968,MNM,1,palmeer01
1104,Renaldo Balkman,0.593289407,992,0.500880826,1164,0.092408581,-0.042706679,0.347088304,SF,13.46724891,3084,229,6,2007,2012,DEN,2,balkmre01
1105,Cliff Robinson,0.591163274,1021,0.433308128,1055,0.157855146,-0.811948983,0.433308128,PF,30.56656347,19746,646,11,1980,1992,PHI,6,robincl01
1106,Alan Henderson,0.589345937,997,0.482570949,1136,0.106774988,-1.129901941,0.222292207,PF,20.77325581,14292,688,12,1996,2007,ATL,4,hendeal01
1107,J.J. Hickson,0.588768468,954,0.588768468,2764,0,-1.576234097,0.385856406,C,22.55363985,11773,522,8,2009,2016,CLE,4,hicksjj01
1108,Derrek Dickey,0.587261657,2775,0,725,0.587261657,-1.424300402,0.587261657,PF,16.59482759,5775,348,5,1974,1978,GSW,2,dickede01
1109,Bill Hanzlik,0.587149108,1128,0.220186033,852,0.366963075,-1.28964512,0.237211142,SF,20.81604938,16861,810,10,1981,1990,DEN,2,hanzlbi01
1110,Gustavo Ayon,0.586486039,956,0.586486039,2764,0,0.141582424,0.568115604,C,16.36231884,2258,138,3,2012,2014,MIL,4,ayongu01
1111,Jeff McInnis,0.58588269,957,0.58588269,2764,0,-1.758193651,0.58588269,PG,27.48885077,16026,583,11,1997,2008,LAC,7,mcinnje01
1112,Langston Galloway,0.58320927,961,0.58320927,2764,0,-0.265484407,0.58320927,PG,30.93220339,1825,59,2,2015,2016,NYK,1,gallola01
1113,Dan Gadzuric,0.579214701,996,0.484210685,1161,0.095004016,-1.385698666,0.329738064,C,14.64564007,7894,539,10,2003,2012,MIL,4,gadzuda01
1114,Mel Payton,0.576043587,2775,0,729,0.576043587,-2.242618359,0.576043587,SF,16.80172414,1949,116,2,1952,1953,INO,2,paytome01
1115,Fatty Taylor,0.567645446,2775,0,731,0.567645446,-1.171491666,0.305340664,PG,27.43948127,19043,694,8,1970,1977,VIR,4,taylofa01
1116,Nikola Mirotic,0.566589921,966,0.566589921,2764,0,0.763316641,0.566589921,PF,20.2,2121,105,2,2015,2016,CHI,1,mirotni01
1117,Linas Kleiza,0.566326313,2775,0,733,0.566326313,-1.841722501,0.566326313,SF,19.76321839,8597,435,7,2006,2013,DEN,2,kleizli01
1118,Bill Garnett,0.566081143,1000,0.4755351,1168,0.090546043,-0.527248481,0.409383173,PF,17.31818182,5334,308,4,1983,1986,DAL,2,garnebi02
1119,Mike Butler,0.560892305,2775,0,736,0.560892305,-1.843198127,0.560892305,SG,18.30075188,4868,266,4,1969,1972,NOB,2,butlemi01
1120,Smush Parker,0.559249763,970,0.559249763,2764,0,-1.657738458,0.559249763,PG,25.82517483,7386,286,5,2003,2008,LAL,6,parkesm01
1121,Larry Krystkowiak,0.559081807,1039,0.387848823,1032,0.171232984,-1.627613802,0.338382514,PF,21.87272727,9624,440,10,1987,1997,MIL,6,krystla01
1122,Chris Duhon,0.554886236,983,0.513702967,1328,0.041183269,-1.255944251,0.429300768,PG,25.38740157,16121,635,9,2005,2013,CHI,4,duhonch01
1123,Samaki Walker,0.553380533,1020,0.434684761,1115,0.118695772,-2.141053973,0.434684761,PF,16.44827586,8109,493,10,1997,2006,LAL,6,walkesa01
1124,John Mengelt,0.552328147,1112,0.249493612,897,0.302834535,-1.128698487,0.208692954,SG,19.96641221,13078,655,10,1972,1981,DET,5,mengejo01
1125,Kurt Nimphius,0.549724795,972,0.546980282,1506,0.002744513,-1.162742493,0.546980282,C,19.94397284,11747,589,8,1982,1990,DAL,5,nimphku01
1126,Bob Bedell,0.546217655,2775,0,741,0.546217655,-2.543032564,0.546217655,PF,16.58596491,4727,285,4,1968,1971,DLC,3,bedelbo01
1127,Pablo Prigioni,0.545488402,1217,0.125239028,811,0.420249373,-0.235922607,0.420249373,PG,17.72131148,4324,244,4,2013,2016,NYK,3,prigipa01
1128,Fred Carter,0.545164886,2775,0,742,0.545164886,-1.679261582,0.4027969,SG,30.20813772,19303,639,8,1970,1977,PHI,3,cartefr01
1129,Keith Bogans,0.543333166,1044,0.378406278,1042,0.164926888,-1.254090947,0.378406278,SG,21.50636492,15205,707,11,2004,2014,ORL,9,boganke01
1130,Vince Boryla,0.542091505,2775,0,746,0.542091505,-1.447010791,0.542091505,SF,32.50877193,5559,171,3,1952,1954,NYK,1,borylvi01
1131,Devin Brown,0.541904388,1038,0.388854405,1066,0.153049984,-1.915351589,0.233836236,SG,18.75301205,9339,498,8,2003,2010,SAS,7,brownde02
1132,T.J. Ford,0.540858004,1059,0.350548478,1007,0.190309526,-0.927513861,0.225065835,PG,27.55704698,12318,447,8,2004,2012,IND,4,fordtj01
1133,George Senesky,0.539153422,2775,0,749,0.539153422,-2.076894116,0.539153422,PG,27.55080214,5152,187,3,1952,1954,PHW,1,senesge01
1134,Robert Pack,0.533857546,975,0.533857546,2764,0,-2.149126488,0.533857546,PG,20.33846154,11898,585,13,1992,2004,DEN,7,packro01
1135,Howard Eisley,0.529160822,2775,0,755,0.529160822,-2.148398787,0.447604498,PG,19.94622426,17433,874,12,1995,2006,UTA,8,eisleho01
1136,Ron Bonham,0.529038402,1063,0.341146489,1010,0.187891913,-1.562107689,0.341146489,SF,8.969230769,1166,130,3,1965,1968,BOS,2,bonharo01
1137,Chris Wilcox,0.528626132,976,0.528626132,2764,0,-1.083295346,0.271711994,C,19.80952381,12480,630,11,2003,2013,LAC,6,wilcoch01
1138,Bob Harrison,0.526276654,2775,0,757,0.526276654,-2.589491832,0.526276654,SG,26.34505495,11987,455,7,1952,1958,MNL,4,harribo02
1139,Roderick McDonald,0.523600391,2775,0,758,0.523600391,-1.906643857,0.467534873,SF,6.40625,615,96,3,1971,1973,UTS,1,mcdonro01
1140,Buck Johnson,0.519429955,978,0.519429955,2764,0,-0.777468043,0.471491202,SF,23.29714286,12231,525,7,1987,1993,HOU,2,johnsbu01
1141,Shaun Livingston,0.518985547,1179,0.160273342,857,0.358712205,-1.383372971,0.263875189,PG,22.45016611,13515,602,11,2005,2016,LAC,9,livinsh01
1142,Tom Abernethy,0.516467139,981,0.516467139,2764,0,-0.34025261,0.371631185,SF,17.04819277,5660,332,5,1977,1981,LAL,3,abernto01
1143,Chuck Mencel,0.514417964,2775,0,761,0.514417964,-3.120776856,0.514417964,PG,19.93959732,2971,149,2,1956,1957,MNL,1,mencech01
1144,Steve Bracey,0.511331943,2775,0,762,0.511331943,-2.407087682,0.279015118,PG,15.17766497,2990,197,3,1973,1975,ATL,2,bracest01
1145,Luc Mbah a Moute,0.510461083,984,0.510461083,2764,0,-1.092608001,0.451724748,PF,24.01232033,11694,487,8,2009,2016,MIL,5,mbahalu01
1146,Don Collins,0.510264389,985,0.510264389,2764,0,-0.550783435,0.370626372,SG,20.20900322,6285,311,6,1981,1987,WSB,4,collido02
1147,Billy Thompson,0.51008811,1286,0.075221368,802,0.434866742,-0.786706004,0.434866742,SF,22.19141914,6724,303,6,1987,1992,LAL,3,thompbi01
1148,Giannis Antetokounmpo,0.507964918,988,0.507964918,2764,0,-0.590290888,0.466617568,SF,28.76704545,5063,176,3,2014,2016,MIL,1,antetgi01
1149,John Henson,0.505907708,994,0.495195884,1454,0.010711824,-0.133457115,0.492991966,C,19.29223744,4225,219,4,2013,2016,MIL,1,hensojo01
