"Rank","player","Hall_Rating","Avg_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Teams","player_id"
1003,"Marquis Daniels",0.897291528409783,-1.33238717694399,0.431727203414601,"SG",20.2936378466558,12440,613,10,2004,2013,4,"daniema01"
1004,"Martell Webster",0.896220964396469,-0.81474928946574,0.824224900401435,"SF",23.8545150501672,14265,598,10,2006,2015,3,"webstma02"
1005,"Steve Johnson",0.895533865939618,-0.840888188690635,0.334921995884798,"C",21.6964006259781,13864,639,10,1982,1991,7,"johnsst03"
1006,"Johnny Newman",0.893279487996341,-1.08330187580139,0.753055326363309,"SF",24.4457429048414,29286,1198,16,1987,2002,7,"newmajo01"
1007,"Glen Gondrezick",0.891552946635881,-0.0197778714385349,0.391095403182144,"SF",17.1822222222222,7732,450,6,1978,1983,2,"gondrgl01"
1008,"Glen Davis",0.885552678744475,-1.48764606537016,0.466247656367509,"PF",20.783606557377,12678,610,8,2008,2015,3,"davisgl01"
1009,"Corey Brewer",0.883714978162253,-1.3369532609759,0.639640462831593,"SF",25.3082077051926,15109,597,9,2008,2016,4,"breweco01"
1010,"Tom Henderson",0.882952941739258,-1.39025535868173,0.610525638053322,"PG",27.4712328767123,20054,730,9,1975,1983,3,"hendeto01"
1011,"Jack Kerris",0.881437263062553,0.155823901785836,0.881437263062553,"PF",26.3741007194245,3666,139,2,1952,1953,2,"kerrija01"
1012,"Shandon Anderson",0.87375315280042,-1.14466333965915,0.313789797597051,"SG",21.7162673392182,17221,793,10,1997,2006,4,"andersh01"
1013,"Eric Gordon",0.871985396837346,-0.366039146352232,0.81298440088018,"SG",34.1461538461538,13317,390,8,2009,2016,3,"gordoer01"
1014,"Joel Kramer",0.871243027791552,-0.88415788248935,0.689343417680626,"PF",12.8314606741573,4568,356,5,1979,1983,1,"kramejo01"
1015,"Alvin Williams",0.867985032939455,-0.666946523539537,0.309635293429387,"PG",27.8096234309623,13293,478,9,1998,2007,3,"willial02"
1016,"Khris Middleton",0.864926311687696,-0.42628582248643,0.864926311687696,"SF",29,6003,207,4,2013,2016,2,"middlkh01"
1017,"Tim Perry",0.863372609010814,-1.03088424937067,0.552497412928557,"PF",19.3214285714286,9738,504,8,1989,1996,3,"perryti01"
1018,"Marc Iavaroni",0.859567640003683,-2.54464081306746,0.769027179339376,"PF",15.8397212543554,9092,574,7,1983,1989,3,"iavarma01"
1019,"Eddie Jordan",0.856541881363338,-1.6749079507361,0.856541881363338,"PG",20.1405152224824,8600,427,7,1978,1984,4,"jordaed01"
1020,"Carey Scurry",0.849683169869182,0.73198871295671,0.691575369273862,"SF",13.2287234042553,2487,188,3,1986,1988,2,"scurrca01"
1021,"Gorgui Dieng",0.847058126636489,0.939138932003995,0.827985013054743,"C",22.3082191780822,3257,146,3,2014,2016,1,"dienggo01"
1022,"Ricky Davis",0.84602915323511,-0.889295875349909,0.586374889596157,"SG",29.8393574297189,22290,747,12,1999,2010,6,"davisri01"
1023,"Jim Price",0.842533977878821,-0.787311240009076,0.480236398374306,"PG",24.9474671669794,13297,533,7,1973,1979,5,"priceji01"
1024,"Jim Hadnot",0.842015795462577,1.10325371868865,0.842015795462577,"C",39.012987012987,3004,77,1,1968,1968,1,"hadnoji01"
1025,"Len Chappell",0.841966626129431,-1.28289857785693,0.382835181416755,"PF",17.7600574712644,12361,696,10,1963,1972,10,"chapple01"
1026,"Bill Hanzlik",0.834118253143971,-1.29000166695996,0.355570208339452,"SF",20.816049382716,16861,810,10,1981,1990,2,"hanzlbi01"
1027,"Russ Lee",0.832055633553797,-3.31857720191331,0.548698941050359,"SF",5.62037037037037,607,108,3,1973,1975,2,"leeru01"
1028,"Devean George",0.824651244099991,-1.37192596167826,0.428362758395959,"SF",18.3812849162011,13161,716,11,2000,2010,3,"georgde01"
1029,"Darwin Cook",0.823887518084253,-0.784663580300831,0.65219342999278,"PG",23.0470957613815,14681,637,8,1981,1989,4,"cookda01"
1030,"Stan McKenzie",0.823014197226147,-1.03228749249262,0.616197612527863,"SF",18.7344913151365,7550,403,7,1968,1974,4,"mckenst01"
1031,"Chico Vaughn",0.820874246288017,-1.10506811494081,0.454275984008646,"SG",25.7862453531599,13873,538,8,1963,1970,4,"vaughch01"
1032,"Bobby Rascoe",0.820462978227507,-0.862662721436175,0.775543163006505,"SG",18.3508771929825,3138,171,3,1968,1970,1,"rascobo01"
1033,"Jonas Valanciunas",0.819147021427238,0.38831086810189,0.669730585544871,"C",26.4032258064516,6548,248,4,2013,2016,1,"valanjo01"
1034,"Lionel Hollins",0.816492586248537,-1.40418687334254,0.376776605517388,"PG",27.6613333333333,20746,750,10,1976,1985,5,"hollili01"
1035,"George Stone",0.816399269636382,-0.161540257153917,0.614367205135789,"SF",27.5544217687075,8101,294,4,1969,1972,3,"stonege01"
1036,"Meyers Leonard",0.816339348043135,-1.02803722129489,0.716272349862604,"C",15.1648351648352,2760,182,4,2013,2016,1,"leoname01"
1037,"Andray Blatche",0.812351719783698,-0.818573860156831,0.637783530389702,"PF",21.8037225042301,12886,591,9,2006,2014,2,"blatcan01"
1038,"Bill Thieben",0.810591121051088,-6.15960380867665,0.810591121051088,"PF",10.3908045977012,904,87,2,1957,1958,2,"thiebbi01"
1039,"Henry Logan",0.810107481600873,-0.049473774772942,0.428581942922283,"PG",22.328,2791,125,3,1969,1971,3,"loganhe01"
1040,"Johnny McCarthy",0.808889493038822,-2.25284729171227,0.65152690921108,"PG",28.0991253644315,9638,343,6,1957,1964,4,"mccarjo01"
1041,"Vincent Askew",0.804806342271028,-0.507411918762575,0.503075066529547,"SG",19.4738878143133,10068,517,9,1988,1998,8,"askewvi01"
1042,"Charlie Criss",0.802197350362336,-2.07256888092209,0.802197350362336,"PG",21.2009029345372,9392,443,8,1978,1985,3,"crissch01"
1043,"Jerry Chambers",0.795577189209806,-3.16463618008054,0.795577189209806,"SF",15.8502994011976,5294,334,6,1967,1974,6,"chambje01"
1044,"Al Skinner",0.794030669906173,-0.454858270771875,0.427768150303088,"SG",21.5112359550562,7658,356,6,1975,1980,5,"skinnal01"
1045,"Harold Pressley",0.790697248390427,-0.420212968310513,0.790697248390427,"SF",22.7491638795987,6802,299,4,1987,1990,1,"pressha01"
1046,"Wayne Chapman",0.787268313416011,-3.85216481972299,0.399818055736379,"SF",15.4513274336283,3492,226,4,1969,1972,3,"chapmwa01"
1047,"Wayman Tisdale",0.78688693707951,-1.10499035333325,0.355484505672537,"PF",28.131090487239,24249,862,12,1986,1997,3,"tisdawa01"
1048,"Ed Nealy",0.785574662636422,-0.775161904693929,0.409073132846615,"PF",12.5095986038394,7168,573,10,1983,1993,5,"nealyed01"
1049,"John Mengelt",0.784431509294015,-1.12918366795792,0.250286705686789,"SG",19.9664122137405,13078,655,10,1972,1981,5,"mengejo01"
1050,"Chris Whitney",0.777461115938561,-1.05811750440927,0.652864023365192,"PG",17.2886247877759,10183,589,11,1994,2004,5,"whitnch01"
1051,"C.J. Watson",0.774735864978408,-0.489050288548456,0.435725863953733,"PG",20.2923351158645,11384,561,9,2008,2016,5,"watsocj01"
1052,"Don May",0.771805386206546,-1.30704691500563,0.734064389017198,"SF",17.1628498727735,6745,393,7,1969,1975,5,"maydo01"
1053,"Dick Farley",0.766545820068651,-0.905450974626309,0.766545820068651,"SG",17.9914163090129,4192,233,3,1955,1959,2,"farledi01"
1054,"Ronald Franz",0.763328670205587,-0.942410547020344,0.671674963471773,"SF",24.5261904761905,10301,420,6,1968,1973,5,"franzro01"
1055,"Ime Udoka",0.762410520010209,-0.94913226679865,0.411814239401325,"SF",17.9554896142433,6051,337,7,2004,2011,5,"udokaim01"
1056,"Leon Powe",0.75979592036996,-0.664409283413334,0.420460718094765,"C",13.4206642066421,3637,271,5,2007,2011,3,"powele01"
1057,"Frank Johnson",0.749718314987095,-1.91944325192621,0.66862584802603,"PG",21.0738461538462,13698,650,10,1982,1994,3,"johnsfr01"
1058,"Cliff Robinson",0.747456685593742,-0.81330998857438,0.432236077885371,"PF",30.5665634674923,19746,646,11,1980,1992,6,"robincl01"
1059,"Pooh Richardson",0.745632957780781,-0.874316827668664,0.592902069786773,"PG",30.2511627906977,19512,645,10,1990,1999,3,"richapo01"
1060,"John Tresvant",0.740394660990717,-0.598728594997886,0.277168443440648,"PF",21.9666110183639,13158,599,9,1965,1973,6,"tresvjo01"
1061,"Noble Jorgensen",0.738199380736165,-0.25714220779523,0.615667158488312,"C",19.7724137931034,2867,145,2,1952,1953,1,"jorgeno01"
1062,"Larry Spriggs",0.737350807475895,-1.7053806702732,0.60361584235486,"SF",12.5577889447236,2499,199,5,1982,1986,3,"sprigla01"
1063,"Marv Roberts",0.734308160569476,-1.87515895596604,0.610778613348615,"SF",19.1666666666667,8165,426,6,1972,1977,5,"roberma01"
1064,"T.J. Ford",0.730063264185237,-0.928582079805625,0.380493659232205,"PG",27.5570469798658,12318,447,8,2004,2012,4,"fordtj01"
1065,"Larry Krystkowiak",0.728854915397018,-1.62819628112702,0.33742773452899,"PF",21.8727272727273,9624,440,10,1987,1997,6,"krystla01"
1066,"Dean Meminger",0.71917341509145,-0.695072194554705,0.353424933158335,"SG",20.2451193058568,9333,461,6,1972,1977,2,"meminde01"
1067,"Don Reid",0.715604042461965,-0.468037554824913,0.263398063118388,"PF",13.1267942583732,5487,418,8,1996,2003,3,"reiddo01"
1068,"Dante Cunningham",0.715373151962461,-1.1887655796335,0.521171747570648,"PF",20.0194805194805,9249,462,7,2010,2016,5,"cunnida01"
1069,"Sonny Dove",0.714207622386527,-1.15783872946587,0.713232161697895,"PF",22.4152542372881,5290,236,5,1968,1972,2,"doveso01"
1070,"Jason Collins",0.711581851653384,-1.84181212602418,0.656917012123919,"C",20.4915662650602,17008,830,13,2002,2014,7,"collija04"
1071,"Sherman Douglas",0.711308234561418,-1.2001454247409,0.429890963352887,"PG",27.7135549872123,21672,782,12,1990,2001,5,"douglsh01"
1072,"Jerome James",0.709650652005173,-3.29136625883677,0.701592261469136,"C",13.7066666666667,5140,375,9,1999,2009,3,"jamesje01"
1073,"Fred Jones",0.705049843334953,-0.983406365957752,0.443404285104066,"SG",23.6781857451404,10963,463,7,2003,2009,5,"jonesfr01"
1074,"Larry Micheaux",0.704985231142061,-0.0198777082314176,0.650935081020126,"PF",9.79807692307692,1019,104,2,1984,1985,3,"michela01"
1075,"Matt Guokas",0.704704217545632,-1.4071704940498,0.313283524804119,"SG",22.2327044025157,17675,795,10,1967,1976,7,"guokama02"
1076,"Ian Mahinmi",0.704003268577382,-0.787068071246195,0.507017409179654,"C",14.8014018691589,6335,428,8,2008,2016,3,"mahinia01"
1077,"Frank Card",0.70378692349406,-1.23423524958916,0.63457130515243,"SF",22.4117647058824,7239,323,5,1969,1973,5,"cardfr01"
1078,"Al Harrington",0.697635443864427,-1.0475541630414,0.389339653255206,"PF",28.1206563706564,29133,1036,16,1999,2014,7,"harrial01"
1079,"Wayne Cooper",0.691435600344437,-1.39656958461605,0.35807990816629,"C",20.3686200378072,21550,1058,14,1979,1992,5,"coopewa01"
1080,"Steve Bracey",0.687498942552553,-2.40688771629567,0.464277976874203,"PG",15.1776649746193,2990,197,3,1973,1975,2,"bracest01"
1081,"Pablo Prigioni",0.685253023980402,-0.23605496038906,0.56014136337097,"PG",17.7213114754098,4324,244,4,2013,2016,3,"prigipa01"
1082,"Fatty Taylor",0.679839612538453,-1.17297997012399,0.36515692755707,"PG",27.4394812680115,19043,694,8,1970,1977,4,"taylofa01"
1083,"Dale Schlueter",0.677959519838358,-0.475735096489063,0.657372521240509,"C",16.1409618573798,9733,603,10,1969,1978,6,"schluda01"
1084,"Larry Miller",0.67792122384411,-0.998558071157315,0.67792122384411,"SG",30.4929292929293,15094,495,7,1969,1975,5,"millela01"
1085,"Dan Gadzuric",0.673866948422827,-1.38556437441886,0.329687623654311,"C",14.6456400742115,7894,539,10,2003,2012,4,"gadzuda01"
1086,"Phil Jordon",0.67323727662697,-2.30344326104982,0.41324584991185,"C",24.0938864628821,11035,458,7,1957,1963,4,"jordoph01"
1087,"Samaki Walker",0.671344674575713,-2.14114882708215,0.434289002755072,"PF",16.448275862069,8109,493,10,1997,2006,6,"walkesa01"
1088,"Bingo Smith",0.671249184753745,-1.39724096321798,0.516723777297711,"SG",25.9082672706682,22877,883,11,1970,1980,3,"smithbi02"
1089,"Tyler Zeller",0.661079848785973,-0.681937079013649,0.661079848785973,"C",20.5826446280992,4981,242,4,2013,2016,2,"zellety01"
1090,"Earl Boykins",0.659108856914204,-1.54820185018688,0.498821921687095,"PG",20.0554722638681,13377,667,13,1999,2012,10,"boykiea01"
1091,"Kris Humphries",0.658238600299819,-1.30210824013548,0.316734829612738,"PF",18.2103064066852,13075,718,12,2005,2016,7,"humphkr01"
1092,"Kevin Kunnert",0.656330339067495,-0.611210680079419,0.331445074923405,"C",22.0051903114187,12719,578,9,1974,1982,4,"kunneke01"
1093,"Mike Flynn",0.655376870212851,-3.03177137811596,0.655376870212851,"SG",16.1635514018692,3459,214,3,1976,1978,2,"flynnmi01"
1094,"Markieff Morris",0.650511098913375,-0.544930561546126,0.650511098913375,"PF",25.3385579937304,8083,319,5,2012,2016,1,"morrima02"
1095,"Steve Novak",0.648470062411108,-0.69697345917897,0.394140112173882,"SF",12.2436440677966,5779,472,10,2007,2016,8,"novakst01"
1096,"Johnny Dawkins",0.647138377717319,-1.40302225571239,0.511531690086201,"PG",27.6137184115523,15298,554,9,1987,1995,3,"dawkijo01"
1097,"Cory Joseph",0.6455863173322,0.148279789213562,0.277089885980919,"PG",14.2538461538462,3706,260,5,2012,2016,2,"josepco01"
1098,"Jeremy Lin",0.643897051238954,-0.145053292240461,0.417777364537,"PG",26.7229299363057,8391,314,6,2011,2016,5,"linje01"
1099,"Chris Dudley",0.637232204587815,-1.72651377507575,0.264711318303786,"C",18.1439153439153,17146,945,16,1988,2003,5,"dudlech02"
1100,"Randy Breuer",0.636433839119288,-1.35671860807831,0.326508171866923,"C",18.0418353576248,13369,741,11,1984,1994,4,"breuera01"
1101,"Luther Head",0.635367446623926,-0.737773125526453,0.635367446623926,"SG",22.1722222222222,7982,360,6,2006,2011,4,"headlu01"
1102,"Alan Henderson",0.628427435622809,-1.13057664310953,0.221573142717633,"PF",20.7732558139535,14292,688,12,1996,2007,4,"hendeal01"
1103,"Speedy Claxton",0.627139385930712,-0.810579122244827,0.343497065622074,"PG",24.521978021978,8926,364,7,2002,2009,6,"claxtsp01"
1104,"Ramon Sessions",0.625605632791083,-1.25171051557172,0.42734671292232,"PG",24.9147424511545,14027,563,9,2008,2016,7,"sessira01"
1105,"Shaun Livingston",0.624221605774155,-1.38392902679157,0.395500391937525,"PG",22.4501661129568,13515,602,11,2005,2016,9,"livinsh01"
1106,"Gerald Green",0.618763310341778,-2.09596574354945,0.578548256141294,"SF",19.5456570155902,8776,449,9,2006,2016,8,"greenge01"
1107,"Devin Brown",0.617814522256761,-1.91563651378549,0.233325921530481,"SG",18.7530120481928,9339,498,8,2003,2010,7,"brownde02"
1108,"Wilbur Holland",0.614442345423157,-0.259513142623905,0.614442345423157,"SG",29.5878136200717,8255,279,4,1976,1979,2,"hollawi01"
1109,"Bill Garnett",0.611166104085459,-0.527316284961692,0.409264734732688,"PF",17.3181818181818,5334,308,4,1983,1986,2,"garnebi02"
1110,"Tom Hoover",0.607452239648698,-1.1133784996411,0.355308139199647,"C",18.7947598253275,4304,229,6,1964,1969,7,"hooveto01"
1111,"Gary Trent",0.603368981879437,-0.953363682429983,0.374278256044722,"PF",18.9101123595506,10098,534,9,1996,2004,4,"trentga01"
1112,"Anthony Bonner",0.602066155784084,-1.09189456780606,0.602066155784084,"PF",22.1231671554252,7544,341,6,1991,1996,3,"bonnean01"
1113,"Clint Capela",0.600937237359949,1.16238588933691,0.368966302903043,"C",10.906976744186,469,43,2,2015,2016,1,"capelca01"
1114,"Ed Manning",0.600813898921841,-2.17367450540882,0.600813898921841,"SF",16.9904610492846,10687,629,9,1968,1976,6,"mannied01"
1115,"Shelvin Mack",0.598476455448851,-2.46544375263642,0.338621860077777,"PG",15.28,3820,250,5,2012,2016,3,"macksh01"
1116,"Errol Palmer",0.595612518324721,1.49415010179489,0.444642724937887,"SF",18.3478260869565,1266,69,1,1968,1968,1,"palmeer01"
1117,"Chris Duhon",0.594929346843007,-1.25687436628402,0.428581441605478,"PG",25.3874015748031,16121,635,9,2005,2013,4,"duhonch01"
1118,"Kevin Williams",0.590474771704469,-2.86630447882814,0.590474771704469,"SG",11.6690391459075,3279,281,5,1984,1989,5,"willike01"
1119,"Eric Money",0.589926890696857,-1.32243550540948,0.355243211616174,"PG",25.4080717488789,11332,446,6,1975,1980,3,"moneyer01"
1120,"J.J. Hickson",0.587676996785728,-1.57694551556123,0.385022934278747,"C",22.5536398467433,11773,522,8,2009,2016,4,"hicksjj01"
1121,"Gustavo Ayon",0.586216125714124,0.141520678772393,0.567837069492578,"C",16.3623188405797,2258,138,3,2012,2014,4,"ayongu01"
1122,"Richard Dumas",0.586147144099901,-0.385135052954864,0.476276023726287,"SF",21.328125,2730,128,3,1993,1996,2,"dumasri02"
1123,"Jeff McInnis",0.584506331527893,-1.75944843912904,0.584506331527893,"PG",27.4888507718696,16026,583,11,1997,2008,7,"mcinnje01"
1124,"Langston Galloway",0.582950847165329,-0.266837807384913,0.582950847165329,"PG",30.9322033898305,1825,59,2,2015,2016,1,"gallola01"
1125,"Jodie Meeks",0.582346070270128,-0.341992885261606,0.334513665727993,"SG",23.7844036697248,10370,436,7,2010,2016,4,"meeksjo01"
1126,"Lucious Harris",0.580469131291885,-1.46259442433599,0.274397346752798,"SG",19.6580796252927,16788,854,12,1994,2005,4,"harrilu01"
1127,"Renaldo Balkman",0.57525346387451,-0.0424952585344306,0.347082138025877,"SF",13.4672489082969,3084,229,6,2007,2012,2,"balkmre01"
1128,"Charlie Villanueva",0.573332824523177,-1.40358668454092,0.313118959615696,"PF",21.468085106383,13117,611,11,2006,2016,4,"villach01"
1129,"Mike McGee",0.570441067361531,-1.30813372525266,0.244927136494968,"SF",17.1921768707483,10109,588,9,1982,1990,5,"mcgeemi01"
1130,"Nikola Mirotic",0.566337464480984,0.762771542042321,0.566337464480984,"PF",20.2,2121,105,2,2015,2016,1,"mirotni01"
1131,"Jack Haley",0.565904479302561,-5.16810258027349,0.539586436601974,"PF",9.3830985915493,3331,355,9,1989,1998,4,"haleyja01"
1132,"Jaren Jackson",0.558147981003526,-1.15982390040793,0.261089569765821,"SG",16.8893617021277,7938,470,12,1990,2002,9,"jacksja01"
1133,"Smush Parker",0.558032492586931,-1.6586940247976,0.558032492586931,"PG",25.8251748251748,7386,286,5,2003,2008,6,"parkesm01"
1134,"Mike Bratz",0.556729597001875,-2.41107985965482,0.355387249624539,"PG",18.1043338683788,11279,623,9,1978,1986,6,"bratzmi01"
1135,"Kurt Nimphius",0.551837330473431,-1.16317511341687,0.546328899259689,"C",19.9439728353141,11747,589,8,1982,1990,5,"nimphku01"
1136,"O.J. Mayo",0.550486224638165,-0.719887278654684,0.377029180489185,"SG",30.9868913857678,16547,534,8,2009,2016,3,"mayooj01"
1137,"Rodney Stuckey",0.548243385795983,-0.844137680591317,0.278402010027365,"PG",28.4785591766724,16603,583,9,2008,2016,2,"stuckro01"
1138,"Franklin Edwards",0.546132639905215,-3.41676520134871,0.527870022057988,"PG",14.4132492113565,4569,317,7,1982,1988,3,"edwarfr01"
1139,"Mike Barr",0.545285906577005,-2.23250462583318,0.545285906577005,"SG",21.3455657492355,6980,327,5,1973,1977,3,"barrmi01"
1140,"Nick Weatherspoon",0.544129793354317,-1.7408446586402,0.544129793354317,"SF",21.4772727272727,10395,484,7,1974,1980,5,"weathni01"
1141,"Allen Leavell",0.543294488611219,-0.972369161038507,0.342958987757696,"PG",22.699868938401,17320,763,10,1980,1989,1,"leaveal01"
1142,"Keith Bogans",0.542692676554139,-1.25452561824615,0.377827781790843,"SG",21.5063649222065,15205,707,11,2004,2014,9,"boganke01"
1143,"Johnny Baum",0.541687332375532,-1.71570316169979,0.227618541668631,"SF",14.3440860215054,4002,279,5,1970,1974,4,"baumjo01"
1144,"Lavoy Allen",0.534892424112746,-1.28668790517935,0.441330143970375,"PF",17.9130434782609,4944,276,5,2012,2016,2,"allenla01"
1145,"Robert Pack",0.533325518445864,-2.14959090628719,0.533325518445864,"PG",20.3384615384615,11898,585,13,1992,2004,7,"packro01"
1146,"Loy Vaught",0.531186638410493,-0.741135451145854,0.244362153930448,"PF",24.4318181818182,17200,704,11,1991,2001,4,"vaughlo01"
1147,"Chris Wilcox",0.528280767222975,-1.08385652150193,0.271712874226223,"C",19.8095238095238,12480,630,11,2003,2013,6,"wilcoch01"
1148,"Buck Johnson",0.517619579372079,-0.778426648500202,0.47018328696286,"SF",23.2971428571429,12231,525,7,1987,1993,2,"johnsbu01"
1149,"John Henson",0.516452510422022,-0.133890857097317,0.492892796539997,"C",19.2922374429224,4225,219,4,2013,2016,1,"hensojo01"
1150,"Tom Abernethy",0.516287527072559,-0.340417279425693,0.371523635584798,"SF",17.0481927710843,5660,332,5,1977,1981,3,"abernto01"
1151,"John Gianelli",0.515042798711254,-0.803460352740654,0.315448651757555,"C",25.2202797202797,14426,572,8,1973,1980,4,"gianejo01"
1152,"Don Collins",0.509805687853865,-0.551139683875326,0.370313808372752,"SG",20.2090032154341,6285,311,6,1981,1987,4,"collido02"
1153,"Giannis Antetokounmpo",0.506765140924722,-0.591463565092355,0.465618390033878,"SF",28.7670454545455,5063,176,3,2014,2016,1,"antetgi01"
1154,"Ron Bonham",0.504540607130764,-1.56065094404802,0.332891040754754,"SF",8.96923076923077,1166,130,3,1965,1968,2,"bonharo01"
1155,"Larry Staverman",0.501862862759591,-1.5804936496725,0.4847379761541,"PF",12.6838235294118,3450,272,5,1959,1964,4,"stavela01"
1156,"Terry Driscoll",0.501114391968345,-2.50130630614849,0.321521264153164,"PF",12.6862068965517,3679,290,5,1971,1975,4,"driscte01"
1157,"Vernon Maxwell",0.500996462248969,-1.46768270117554,0.500996462248969,"SG",28.7134955752212,25957,904,13,1989,2001,8,"maxweve01"
1158,"Luc Mbah a Moute",0.500967703830374,-1.0933411801389,0.451262648780115,"PF",24.0123203285421,11694,487,8,2009,2016,5,"mbahalu01"
1159,"Darrell Griffith",0.499830890842827,-1.45690980622809,0.375515342550141,"SG",27.9812967581047,22441,802,10,1981,1991,1,"griffda01"
1160,"Phil Ford",0.499200309661666,-1.37109090974396,0.134991496371586,"PG",28.0060362173038,13919,497,7,1979,1985,4,"fordph01"
1161,"Mike Butler",0.498642763577479,-1.8434317947817,0.498642763577479,"SG",18.3007518796992,4868,266,4,1969,1972,2,"butlemi01"
1162,"Eddie Mast",0.494904055485511,-4.65533553026415,0.494904055485511,"PF",7.265625,930,128,3,1971,1973,2,"masted01"
1163,"Paul Mokeski",0.492572606851535,-2.40075163471886,0.276897318270755,"C",13.8322411533421,10554,763,12,1980,1991,5,"mokespa01"
1164,"Jud Buechler",0.486012237737014,-1.24960362220283,0.30276875406834,"SF",11.3843236409608,9005,791,12,1991,2002,7,"buechju01"
1165,"Linas Kleiza",0.485363092077504,-1.84209594367985,0.485363092077504,"SF",19.7632183908046,8597,435,7,2006,2013,2,"kleizli01"
1166,"Andy Johnson",0.483775752958544,-1.94225799001119,0.332851953955294,"SF",23.0427631578947,7005,304,4,1959,1962,2,"johnsan01"
1167,"Roderick McDonald",0.48285043646514,-1.90462055701169,0.415566134315945,"SF",6.40625,615,96,3,1971,1973,1,"mcdonro01"
1168,"Matt Bullard",0.482310504278404,-1.59674939844188,0.257222003281267,"PF",14.2215384615385,9244,650,11,1991,2002,3,"bullama01"
1169,"Scott May",0.481109672556283,-0.580599650553184,0.423724538421685,"SF",22.585635359116,8176,362,7,1977,1983,3,"maysc01"
1170,"Al Bianchi",0.476040942305838,-3.32655393252613,0.476040942305838,"PG",19.8977119784657,14784,743,10,1957,1966,2,"biancal01"
1171,"Dino Radja",0.475755928504,-0.249147014562119,0.415892221191449,"PF",32.7236842105263,7461,228,4,1994,1997,1,"radjadi01"
1172,"George Lee",0.474619662771689,-2.27575428755091,0.158686069562481,"SF",17.0125786163522,5410,318,7,1961,1968,2,"leege01"
1173,"Art Williams",0.473795900947223,-1.27879340861618,0.293177422027623,"PG",16.9420783645656,9945,587,8,1968,1975,3,"williar01"
1174,"Mike Sanders",0.472676516822335,-1.85694822107412,0.25515340761891,"SF",18.8923076923077,13508,715,11,1983,1993,4,"sandemi01"
1175,"Tod Murphy",0.471273422374674,-0.726728387930905,0.455715334515695,"PF",21.3141361256544,4071,191,5,1988,1994,4,"murphto01"
1176,"Derrek Dickey",0.469650778598778,-1.4243921374751,0.469650778598778,"PF",16.5948275862069,5775,348,5,1974,1978,2,"dickede01"
1177,"Bob Harrison",0.467595284283115,-2.59105376629629,0.467595284283115,"SG",26.3450549450549,11987,455,7,1952,1958,4,"harribo02"
1178,"Anthony Morrow",0.467480499530804,-1.00781404047578,0.467480499530804,"SG",23.5847826086957,10849,460,8,2009,2016,6,"morroan01"
1179,"Allan Bristow",0.466985724485601,-0.750785715661231,0.217864266167819,"SF",20.0803324099723,14498,722,10,1974,1983,5,"bristal01"
1180,"Ron Lee",0.464043113711701,-1.19366147959288,0.309449670266086,"PG",21.3933333333333,9627,450,6,1977,1982,4,"leero01"
1181,"Otto Moore",0.461455071063413,-1.08583440610349,0.461455071063413,"C",24.7697947214076,16893,682,9,1969,1977,5,"mooreot01"
1182,"Will Barton",0.457238904786552,-2.46352367555798,0.450705179552687,"SG",14.0880829015544,2719,193,4,2013,2016,2,"bartowi01"
1183,"Darvin Ham",0.453328065913224,-2.39801187959118,0.279849465919695,"SF",11.8347457627119,5586,472,8,1997,2005,6,"hamda01"
1184,"Maurice McHartley",0.452747253056556,-1.64366199921307,0.452747253056556,"PG",28.1028037383178,6014,214,3,1968,1970,4,"mcharma01"
1185,"Chuck Terry",0.451380251447412,-2.83066870268105,0.451380251447412,"SF",14.7099447513812,5325,362,5,1973,1977,4,"terrych01"
1186,"Jake Voskuhl",0.449366219543001,-1.90390188561709,0.449366219543001,"C",14.344298245614,6541,456,9,2001,2009,5,"voskuja01"
1187,"Dave Meyers",0.446830158795989,-0.425853173475629,0.397442813054107,"PF",26.6633333333333,7999,300,4,1976,1980,1,"meyerda01"
1188,"Haywoode Workman",0.445777471529584,-1.25789968132004,0.380226221974382,"PG",20.235,8094,400,8,1990,2000,5,"workmha01"
1189,"Charlie Tyra",0.444804448801363,-3.07628745628261,0.444804448801363,"C",22.4742857142857,7866,350,5,1958,1962,2,"tyrach01"
1190,"Herm Gilliam",0.439095461129578,-1.31956598073931,0.22040067542404,"SG",25.6954397394137,15777,614,8,1970,1977,5,"gillihe01"
1191,"Elston Turner",0.436151062744838,-2.13365481264137,0.279901032636218,"SF",17.7755474452555,9741,548,8,1982,1989,3,"turneel01"
1192,"Trevor Booker",0.435680610464386,-0.085516349434102,0.238799972580893,"PF",20.0329341317365,6691,334,6,2011,2016,2,"booketr01"
1193,"Rory Sparrow",0.434190081569715,-1.84502137369859,0.271035506556057,"PG",26.9422632794457,23332,866,12,1981,1992,7,"sparrro01"
1194,"Mike Dunleavy",0.430271087742262,-1.42614775470064,0.284033866952226,"PG",19.1207920792079,9656,505,11,1977,1990,4,"dunlemi01"
1195,"Hank Finkel",0.427354871571144,-1.67830895152497,0.254401222964148,"C",12.0565068493151,7041,584,9,1967,1975,3,"finkeha01"
1196,"Bob Brannum",0.426199560892604,-3.040246240667,0.426199560892604,"PF",23.4817275747508,7068,301,4,1952,1955,1,"brannbo01"
